"ID";"SoortMisdrijf";"Gemeenten";"Perioden";"Misdrijven_1"
"33171";"A025244";"GM0777";"2016HJ01";"      16"
"33172";"A025244";"GM0777";"2016JJ00";"      26"
"33173";"A025244";"GM0777";"2017HJ01";"      10"
"33174";"A025244";"GM1722";"2014JJ00";"       3"
"33175";"A025244";"GM1722";"2015HJ01";"       2"
"33176";"A025244";"GM1722";"2015JJ00";"       2"
"33177";"A025244";"GM1722";"2016HJ01";"       3"
"33178";"A025244";"GM1722";"2016JJ00";"       3"
"33179";"A025244";"GM1722";"2017HJ01";"       1"
"33180";"A025244";"GM0070";"2014JJ00";"       2"
"33181";"A025244";"GM0070";"2015HJ01";"       0"
"33182";"A025244";"GM0070";"2015JJ00";"       1"
"33183";"A025244";"GM0070";"2016HJ01";"       2"
"33184";"A025244";"GM0070";"2016JJ00";"       2"
"33185";"A025244";"GM0070";"2017HJ01";"       0"
"33186";"A025244";"GM1921";"2014JJ00";"       6"
"33187";"A025244";"GM1921";"2015HJ01";"       4"
"33188";"A025244";"GM1921";"2015JJ00";"       9"
"33189";"A025244";"GM1921";"2016HJ01";""
"33190";"A025244";"GM1921";"2016JJ00";""
"33191";"A025244";"GM1921";"2017HJ01";""
"33192";"A025244";"GM1940";"2014JJ00";""
"33193";"A025244";"GM1940";"2015HJ01";""
"33194";"A025244";"GM1940";"2015JJ00";""
"33195";"A025244";"GM1940";"2016HJ01";"       8"
"33196";"A025244";"GM1940";"2016JJ00";"      20"
"33197";"A025244";"GM1940";"2017HJ01";"       1"
"33198";"A025244";"GM0653";"2014JJ00";""
"33199";"A025244";"GM0653";"2015HJ01";""
"33200";"A025244";"GM0653";"2015JJ00";""
"33201";"A025244";"GM0653";"2016HJ01";""
"33202";"A025244";"GM0653";"2016JJ00";""
"33203";"A025244";"GM0653";"2017HJ01";""
"33204";"A025244";"GM0779";"2014JJ00";"      14"
"33205";"A025244";"GM0779";"2015HJ01";"      11"
"33206";"A025244";"GM0779";"2015JJ00";"      16"
"33207";"A025244";"GM0779";"2016HJ01";"      11"
"33208";"A025244";"GM0779";"2016JJ00";"      15"
"33209";"A025244";"GM0779";"2017HJ01";"       9"
"33210";"A025244";"GM0236";"2014JJ00";"      15"
"33211";"A025244";"GM0236";"2015HJ01";"      10"
"33212";"A025244";"GM0236";"2015JJ00";"      23"
"33213";"A025244";"GM0236";"2016HJ01";"       6"
"33214";"A025244";"GM0236";"2016JJ00";"      18"
"33215";"A025244";"GM0236";"2017HJ01";"       7"
"33216";"A025244";"GM1771";"2014JJ00";"      45"
"33217";"A025244";"GM1771";"2015HJ01";"      23"
"33218";"A025244";"GM1771";"2015JJ00";"      46"
"33219";"A025244";"GM1771";"2016HJ01";"       9"
"33220";"A025244";"GM1771";"2016JJ00";"      26"
"33221";"A025244";"GM1771";"2017HJ01";"      17"
"33222";"A025244";"GM1652";"2014JJ00";"      11"
"33223";"A025244";"GM1652";"2015HJ01";"       8"
"33224";"A025244";"GM1652";"2015JJ00";"      12"
"33225";"A025244";"GM1652";"2016HJ01";"       5"
"33226";"A025244";"GM1652";"2016JJ00";"       9"
"33227";"A025244";"GM1652";"2017HJ01";"       4"
"33228";"A025244";"GM0907";"2014JJ00";"       6"
"33229";"A025244";"GM0907";"2015HJ01";"       6"
"33230";"A025244";"GM0907";"2015JJ00";"      13"
"33231";"A025244";"GM0907";"2016HJ01";"       8"
"33232";"A025244";"GM0907";"2016JJ00";"      13"
"33233";"A025244";"GM0907";"2017HJ01";"       3"
"33234";"A025244";"GM0689";"2014JJ00";"       9"
"33235";"A025244";"GM0689";"2015HJ01";"       2"
"33236";"A025244";"GM0689";"2015JJ00";"       4"
"33237";"A025244";"GM0689";"2016HJ01";"       3"
"33238";"A025244";"GM0689";"2016JJ00";"       4"
"33239";"A025244";"GM0689";"2017HJ01";"       3"
"33240";"A025244";"GM0784";"2014JJ00";"      17"
"33241";"A025244";"GM0784";"2015HJ01";"      13"
"33242";"A025244";"GM0784";"2015JJ00";"      19"
"33243";"A025244";"GM0784";"2016HJ01";"      10"
"33244";"A025244";"GM0784";"2016JJ00";"      19"
"33245";"A025244";"GM0784";"2017HJ01";"       1"
"33246";"A025244";"GM1924";"2014JJ00";"      15"
"33247";"A025244";"GM1924";"2015HJ01";"      12"
"33248";"A025244";"GM1924";"2015JJ00";"      18"
"33249";"A025244";"GM1924";"2016HJ01";"       4"
"33250";"A025244";"GM1924";"2016JJ00";"       5"
"33251";"A025244";"GM1924";"2017HJ01";"       5"
"33252";"A025244";"GM0664";"2014JJ00";"       6"
"33253";"A025244";"GM0664";"2015HJ01";"       3"
"33254";"A025244";"GM0664";"2015JJ00";"       6"
"33255";"A025244";"GM0664";"2016HJ01";"       5"
"33256";"A025244";"GM0664";"2016JJ00";"      14"
"33257";"A025244";"GM0664";"2017HJ01";"       2"
"33258";"A025244";"GM0785";"2014JJ00";"      17"
"33259";"A025244";"GM0785";"2015HJ01";"       7"
"33260";"A025244";"GM0785";"2015JJ00";"      17"
"33261";"A025244";"GM0785";"2016HJ01";"       8"
"33262";"A025244";"GM0785";"2016JJ00";"      13"
"33263";"A025244";"GM0785";"2017HJ01";"       3"
"33264";"A025244";"GM1942";"2014JJ00";""
"33265";"A025244";"GM1942";"2015HJ01";""
"33266";"A025244";"GM1942";"2015JJ00";""
"33267";"A025244";"GM1942";"2016HJ01";"      20"
"33268";"A025244";"GM1942";"2016JJ00";"      36"
"33269";"A025244";"GM1942";"2017HJ01";"      17"
"33270";"A025244";"GM0512";"2014JJ00";"      21"
"33271";"A025244";"GM0512";"2015HJ01";"      16"
"33272";"A025244";"GM0512";"2015JJ00";"      24"
"33273";"A025244";"GM0512";"2016HJ01";"       6"
"33274";"A025244";"GM0512";"2016JJ00";"       9"
"33275";"A025244";"GM0512";"2017HJ01";"      11"
"33276";"A025244";"GM0513";"2014JJ00";"      40"
"33277";"A025244";"GM0513";"2015HJ01";"      24"
"33278";"A025244";"GM0513";"2015JJ00";"      33"
"33279";"A025244";"GM0513";"2016HJ01";"      17"
"33280";"A025244";"GM0513";"2016JJ00";"      39"
"33281";"A025244";"GM0513";"2017HJ01";"      14"
"33282";"A025244";"GM0365";"2014JJ00";""
"33283";"A025244";"GM0365";"2015HJ01";""
"33284";"A025244";"GM0365";"2015JJ00";""
"33285";"A025244";"GM0365";"2016HJ01";""
"33286";"A025244";"GM0365";"2016JJ00";""
"33287";"A025244";"GM0365";"2017HJ01";""
"33288";"A025244";"GM0786";"2014JJ00";"      17"
"33289";"A025244";"GM0786";"2015HJ01";"      16"
"33290";"A025244";"GM0786";"2015JJ00";"      32"
"33291";"A025244";"GM0786";"2016HJ01";"      10"
"33292";"A025244";"GM0786";"2016JJ00";"      14"
"33293";"A025244";"GM0786";"2017HJ01";"       8"
"33294";"A025244";"GM0518";"2014JJ00";"     787"
"33295";"A025244";"GM0518";"2015HJ01";"     387"
"33296";"A025244";"GM0518";"2015JJ00";"     778"
"33297";"A025244";"GM0518";"2016HJ01";"     337"
"33298";"A025244";"GM0518";"2016JJ00";"     654"
"33299";"A025244";"GM0518";"2017HJ01";"     248"
"33300";"A025244";"GM0241";"2014JJ00";"      18"
"33301";"A025244";"GM0241";"2015HJ01";"       6"
"33302";"A025244";"GM0241";"2015JJ00";"      14"
"33303";"A025244";"GM0241";"2016HJ01";""
"33304";"A025244";"GM0241";"2016JJ00";""
"33305";"A025244";"GM0241";"2017HJ01";""
"33306";"A025244";"GM0014";"2014JJ00";"      93"
"33307";"A025244";"GM0014";"2015HJ01";"      46"
"33308";"A025244";"GM0014";"2015JJ00";"     130"
"33309";"A025244";"GM0014";"2016HJ01";"      57"
"33310";"A025244";"GM0014";"2016JJ00";"     106"
"33311";"A025244";"GM0014";"2017HJ01";"      57"
"33312";"A025244";"GM0015";"2014JJ00";"       0"
"33313";"A025244";"GM0015";"2015HJ01";"       1"
"33314";"A025244";"GM0015";"2015JJ00";"       2"
"33315";"A025244";"GM0015";"2016HJ01";"       0"
"33316";"A025244";"GM0015";"2016JJ00";"       0"
"33317";"A025244";"GM0015";"2017HJ01";"       0"
"33318";"A025244";"GM1729";"2014JJ00";"      16"
"33319";"A025244";"GM1729";"2015HJ01";"      20"
"33320";"A025244";"GM1729";"2015JJ00";"      35"
"33321";"A025244";"GM1729";"2016HJ01";"       7"
"33322";"A025244";"GM1729";"2016JJ00";"      17"
"33323";"A025244";"GM1729";"2017HJ01";"       8"
"33324";"A025244";"GM0158";"2014JJ00";"       5"
"33325";"A025244";"GM0158";"2015HJ01";"       1"
"33326";"A025244";"GM0158";"2015JJ00";"       4"
"33327";"A025244";"GM0158";"2016HJ01";"       1"
"33328";"A025244";"GM0158";"2016JJ00";"       3"
"33329";"A025244";"GM0158";"2017HJ01";"       1"
"33330";"A025244";"GM0788";"2014JJ00";"       4"
"33331";"A025244";"GM0788";"2015HJ01";"       4"
"33332";"A025244";"GM0788";"2015JJ00";"       5"
"33333";"A025244";"GM0788";"2016HJ01";"       1"
"33334";"A025244";"GM0788";"2016JJ00";"       2"
"33335";"A025244";"GM0788";"2017HJ01";"       1"
"33336";"A025244";"GM0392";"2014JJ00";"     164"
"33337";"A025244";"GM0392";"2015HJ01";"      80"
"33338";"A025244";"GM0392";"2015JJ00";"     173"
"33339";"A025244";"GM0392";"2016HJ01";"      60"
"33340";"A025244";"GM0392";"2016JJ00";"     131"
"33341";"A025244";"GM0392";"2017HJ01";"     115"
"33342";"A025244";"GM0393";"2014JJ00";"       4"
"33343";"A025244";"GM0393";"2015HJ01";"       6"
"33344";"A025244";"GM0393";"2015JJ00";"       9"
"33345";"A025244";"GM0393";"2016HJ01";"       3"
"33346";"A025244";"GM0393";"2016JJ00";"       7"
"33347";"A025244";"GM0393";"2017HJ01";"       7"
"33348";"A025244";"GM0394";"2014JJ00";"     113"
"33349";"A025244";"GM0394";"2015HJ01";"      47"
"33350";"A025244";"GM0394";"2015JJ00";"      91"
"33351";"A025244";"GM0394";"2016HJ01";"      51"
"33352";"A025244";"GM0394";"2016JJ00";"     117"
"33353";"A025244";"GM0394";"2017HJ01";"      53"
"33354";"A025244";"GM1655";"2014JJ00";"      13"
"33355";"A025244";"GM1655";"2015HJ01";"       6"
"33356";"A025244";"GM1655";"2015JJ00";"      13"
"33357";"A025244";"GM1655";"2016HJ01";"       6"
"33358";"A025244";"GM1655";"2016JJ00";"       7"
"33359";"A025244";"GM1655";"2017HJ01";"       7"
"33360";"A025244";"GM0160";"2014JJ00";"       8"
"33361";"A025244";"GM0160";"2015HJ01";"      10"
"33362";"A025244";"GM0160";"2015JJ00";"      18"
"33363";"A025244";"GM0160";"2016HJ01";"       2"
"33364";"A025244";"GM0160";"2016JJ00";"       3"
"33365";"A025244";"GM0160";"2017HJ01";"       5"
"33366";"A025244";"GM0243";"2014JJ00";"      30"
"33367";"A025244";"GM0243";"2015HJ01";"       4"
"33368";"A025244";"GM0243";"2015JJ00";"      13"
"33369";"A025244";"GM0243";"2016HJ01";"       5"
"33370";"A025244";"GM0243";"2016JJ00";"      19"
"33371";"A025244";"GM0243";"2017HJ01";"       3"
"33372";"A025244";"GM0523";"2014JJ00";"       8"
"33373";"A025244";"GM0523";"2015HJ01";"       2"
"33374";"A025244";"GM0523";"2015JJ00";"       4"
"33375";"A025244";"GM0523";"2016HJ01";"       3"
"33376";"A025244";"GM0523";"2016JJ00";"       5"
"33377";"A025244";"GM0523";"2017HJ01";"       2"
"33378";"A025244";"GM0017";"2014JJ00";"       2"
"33379";"A025244";"GM0017";"2015HJ01";"       0"
"33380";"A025244";"GM0017";"2015JJ00";"       0"
"33381";"A025244";"GM0017";"2016HJ01";"       1"
"33382";"A025244";"GM0017";"2016JJ00";"       4"
"33383";"A025244";"GM0017";"2017HJ01";"       1"
"33384";"A025244";"GM0072";"2014JJ00";"       1"
"33385";"A025244";"GM0072";"2015HJ01";"       2"
"33386";"A025244";"GM0072";"2015JJ00";"       2"
"33387";"A025244";"GM0072";"2016HJ01";"       1"
"33388";"A025244";"GM0072";"2016JJ00";"       1"
"33389";"A025244";"GM0072";"2017HJ01";"       1"
"33390";"A025244";"GM0244";"2014JJ00";"       3"
"33391";"A025244";"GM0244";"2015HJ01";"       2"
"33392";"A025244";"GM0244";"2015JJ00";"       3"
"33393";"A025244";"GM0244";"2016HJ01";"       3"
"33394";"A025244";"GM0244";"2016JJ00";"       4"
"33395";"A025244";"GM0244";"2017HJ01";"       2"
"33396";"A025244";"GM0396";"2014JJ00";"      20"
"33397";"A025244";"GM0396";"2015HJ01";"       4"
"33398";"A025244";"GM0396";"2015JJ00";"       8"
"33399";"A025244";"GM0396";"2016HJ01";"       8"
"33400";"A025244";"GM0396";"2016JJ00";"      11"
"33401";"A025244";"GM0396";"2017HJ01";"       4"
"33402";"A025244";"GM0397";"2014JJ00";"      19"
"33403";"A025244";"GM0397";"2015HJ01";"       9"
"33404";"A025244";"GM0397";"2015JJ00";"      17"
"33405";"A025244";"GM0397";"2016HJ01";"       7"
"33406";"A025244";"GM0397";"2016JJ00";"       8"
"33407";"A025244";"GM0397";"2017HJ01";"      15"
"33408";"A025244";"GM0246";"2014JJ00";"       4"
"33409";"A025244";"GM0246";"2015HJ01";"       4"
"33410";"A025244";"GM0246";"2015JJ00";"       7"
"33411";"A025244";"GM0246";"2016HJ01";"       2"
"33412";"A025244";"GM0246";"2016JJ00";"       3"
"33413";"A025244";"GM0246";"2017HJ01";"       0"
"33414";"A025244";"GM0074";"2014JJ00";"      15"
"33415";"A025244";"GM0074";"2015HJ01";"       2"
"33416";"A025244";"GM0074";"2015JJ00";"       8"
"33417";"A025244";"GM0074";"2016HJ01";"      16"
"33418";"A025244";"GM0074";"2016JJ00";"      22"
"33419";"A025244";"GM0074";"2017HJ01";"       2"
"33420";"A025244";"GM0398";"2014JJ00";"      43"
"33421";"A025244";"GM0398";"2015HJ01";"      16"
"33422";"A025244";"GM0398";"2015JJ00";"      32"
"33423";"A025244";"GM0398";"2016HJ01";"      16"
"33424";"A025244";"GM0398";"2016JJ00";"      26"
"33425";"A025244";"GM0398";"2017HJ01";"      18"
"33426";"A025244";"GM0917";"2014JJ00";"     253"
"33427";"A025244";"GM0917";"2015HJ01";"     150"
"33428";"A025244";"GM0917";"2015JJ00";"     286"
"33429";"A025244";"GM0917";"2016HJ01";"     140"
"33430";"A025244";"GM0917";"2016JJ00";"     238"
"33431";"A025244";"GM0917";"2017HJ01";"      64"
"33432";"A025244";"GM1658";"2014JJ00";"      11"
"33433";"A025244";"GM1658";"2015HJ01";"       3"
"33434";"A025244";"GM1658";"2015JJ00";"       7"
"33435";"A025244";"GM1658";"2016HJ01";"       2"
"33436";"A025244";"GM1658";"2016JJ00";"       9"
"33437";"A025244";"GM1658";"2017HJ01";"       3"
"33438";"A025244";"GM0399";"2014JJ00";"       7"
"33439";"A025244";"GM0399";"2015HJ01";"       5"
"33440";"A025244";"GM0399";"2015JJ00";"       7"
"33441";"A025244";"GM0399";"2016HJ01";"       4"
"33442";"A025244";"GM0399";"2016JJ00";"       4"
"33443";"A025244";"GM0399";"2017HJ01";"       2"
"33444";"A025244";"GM0400";"2014JJ00";"      18"
"33445";"A025244";"GM0400";"2015HJ01";"       5"
"33446";"A025244";"GM0400";"2015JJ00";"      10"
"33447";"A025244";"GM0400";"2016HJ01";"       1"
"33448";"A025244";"GM0400";"2016JJ00";"      10"
"33449";"A025244";"GM0400";"2017HJ01";"       5"
"33450";"A025244";"GM0163";"2014JJ00";"       3"
"33451";"A025244";"GM0163";"2015HJ01";"       3"
"33452";"A025244";"GM0163";"2015JJ00";"       6"
"33453";"A025244";"GM0163";"2016HJ01";"       1"
"33454";"A025244";"GM0163";"2016JJ00";"       2"
"33455";"A025244";"GM0163";"2017HJ01";"       1"
"33456";"A025244";"GM0530";"2014JJ00";"      10"
"33457";"A025244";"GM0530";"2015HJ01";"       9"
"33458";"A025244";"GM0530";"2015JJ00";"      23"
"33459";"A025244";"GM0530";"2016HJ01";"       6"
"33460";"A025244";"GM0530";"2016JJ00";"      10"
"33461";"A025244";"GM0530";"2017HJ01";"       3"
"33462";"A025244";"GM0794";"2014JJ00";"      89"
"33463";"A025244";"GM0794";"2015HJ01";"      67"
"33464";"A025244";"GM0794";"2015JJ00";"     115"
"33465";"A025244";"GM0794";"2016HJ01";"      43"
"33466";"A025244";"GM0794";"2016JJ00";"      74"
"33467";"A025244";"GM0794";"2017HJ01";"      36"
"33468";"A025244";"GM0531";"2014JJ00";"      51"
"33469";"A025244";"GM0531";"2015HJ01";"      15"
"33470";"A025244";"GM0531";"2015JJ00";"      30"
"33471";"A025244";"GM0531";"2016HJ01";"      15"
"33472";"A025244";"GM0531";"2016JJ00";"      31"
"33473";"A025244";"GM0531";"2017HJ01";"      13"
"33474";"A025244";"GM0164";"2014JJ00";"      41"
"33475";"A025244";"GM0164";"2015HJ01";"      26"
"33476";"A025244";"GM0164";"2015JJ00";"      46"
"33477";"A025244";"GM0164";"2016HJ01";"      21"
"33478";"A025244";"GM0164";"2016JJ00";"      33"
"33479";"A025244";"GM0164";"2017HJ01";"       8"
"33480";"A025244";"GM0796";"2014JJ00";"     248"
"33481";"A025244";"GM0796";"2015HJ01";"     123"
"33482";"A025244";"GM0796";"2015JJ00";"     255"
"33483";"A025244";"GM0796";"2016HJ01";"     118"
"33484";"A025244";"GM0796";"2016JJ00";"     256"
"33485";"A025244";"GM0796";"2017HJ01";"     129"
"33486";"A025244";"GM0252";"2014JJ00";"      22"
"33487";"A025244";"GM0252";"2015HJ01";"      16"
"33488";"A025244";"GM0252";"2015JJ00";"      39"
"33489";"A025244";"GM0252";"2016HJ01";"      17"
"33490";"A025244";"GM0252";"2016JJ00";"      25"
"33491";"A025244";"GM0252";"2017HJ01";"       9"
"33492";"A025244";"GM0797";"2014JJ00";"      36"
"33493";"A025244";"GM0797";"2015HJ01";"      28"
"33494";"A025244";"GM0797";"2015JJ00";"      44"
"33495";"A025244";"GM0797";"2016HJ01";"      14"
"33496";"A025244";"GM0797";"2016JJ00";"      42"
"33497";"A025244";"GM0797";"2017HJ01";"      13"
"33498";"A025244";"GM0534";"2014JJ00";"       6"
"33499";"A025244";"GM0534";"2015HJ01";"       7"
"33500";"A025244";"GM0534";"2015JJ00";"      10"
"33501";"A025244";"GM0534";"2016HJ01";"       3"
"33502";"A025244";"GM0534";"2016JJ00";"       7"
"33503";"A025244";"GM0534";"2017HJ01";"       1"
"33504";"A025244";"GM0798";"2014JJ00";"       9"
"33505";"A025244";"GM0798";"2015HJ01";"       4"
"33506";"A025244";"GM0798";"2015JJ00";"       4"
"33507";"A025244";"GM0798";"2016HJ01";"       6"
"33508";"A025244";"GM0798";"2016JJ00";"      11"
"33509";"A025244";"GM0798";"2017HJ01";"       3"
"33510";"A025244";"GM0402";"2014JJ00";"      52"
"33511";"A025244";"GM0402";"2015HJ01";"      23"
"33512";"A025244";"GM0402";"2015JJ00";"      39"
"33513";"A025244";"GM0402";"2016HJ01";"      18"
"33514";"A025244";"GM0402";"2016JJ00";"      42"
"33515";"A025244";"GM0402";"2017HJ01";"      24"
"33516";"A025244";"GM1735";"2014JJ00";"       5"
"33517";"A025244";"GM1735";"2015HJ01";"       2"
"33518";"A025244";"GM1735";"2015JJ00";"       4"
"33519";"A025244";"GM1735";"2016HJ01";"       5"
"33520";"A025244";"GM1735";"2016JJ00";"       6"
"33521";"A025244";"GM1735";"2017HJ01";"       1"
"33522";"A025244";"GM1911";"2014JJ00";"       9"
"33523";"A025244";"GM1911";"2015HJ01";"       7"
"33524";"A025244";"GM1911";"2015JJ00";"      10"
"33525";"A025244";"GM1911";"2016HJ01";"       3"
"33526";"A025244";"GM1911";"2016JJ00";"       7"
"33527";"A025244";"GM1911";"2017HJ01";"       1"
"33528";"A025244";"GM0118";"2014JJ00";"      27"
"33529";"A025244";"GM0118";"2015HJ01";"      10"
"33530";"A025244";"GM0118";"2015JJ00";"      19"
"33531";"A025244";"GM0118";"2016HJ01";"      10"
"33532";"A025244";"GM0118";"2016JJ00";"      23"
"33533";"A025244";"GM0118";"2017HJ01";"       6"
"33534";"A025244";"GM0018";"2014JJ00";"       8"
"33535";"A025244";"GM0018";"2015HJ01";"      10"
"33536";"A025244";"GM0018";"2015JJ00";"      16"
"33537";"A025244";"GM0018";"2016HJ01";"       6"
"33538";"A025244";"GM0018";"2016JJ00";"       7"
"33539";"A025244";"GM0018";"2017HJ01";"       3"
"33540";"A025244";"GM0405";"2014JJ00";"      67"
"33541";"A025244";"GM0405";"2015HJ01";"      30"
"33542";"A025244";"GM0405";"2015JJ00";"      51"
"33543";"A025244";"GM0405";"2016HJ01";"      24"
"33544";"A025244";"GM0405";"2016JJ00";"      58"
"33545";"A025244";"GM0405";"2017HJ01";"      26"
"33546";"A025244";"GM1507";"2014JJ00";"      15"
"33547";"A025244";"GM1507";"2015HJ01";"       9"
"33548";"A025244";"GM1507";"2015JJ00";"      17"
"33549";"A025244";"GM1507";"2016HJ01";"       9"
"33550";"A025244";"GM1507";"2016JJ00";"      23"
"33551";"A025244";"GM1507";"2017HJ01";"       7"
"33552";"A025244";"GM0321";"2014JJ00";"      19"
"33553";"A025244";"GM0321";"2015HJ01";"      10"
"33554";"A025244";"GM0321";"2015JJ00";"      21"
"33555";"A025244";"GM0321";"2016HJ01";"       9"
"33556";"A025244";"GM0321";"2016JJ00";"      17"
"33557";"A025244";"GM0321";"2017HJ01";"      13"
"33558";"A025244";"GM0406";"2014JJ00";"      25"
"33559";"A025244";"GM0406";"2015HJ01";"       3"
"33560";"A025244";"GM0406";"2015JJ00";"       4"
"33561";"A025244";"GM0406";"2016HJ01";"       5"
"33562";"A025244";"GM0406";"2016JJ00";"      15"
"33563";"A025244";"GM0406";"2017HJ01";"       9"
"33564";"A025244";"GM0677";"2014JJ00";"       7"
"33565";"A025244";"GM0677";"2015HJ01";"       3"
"33566";"A025244";"GM0677";"2015JJ00";"       6"
"33567";"A025244";"GM0677";"2016HJ01";"       1"
"33568";"A025244";"GM0677";"2016JJ00";"       3"
"33569";"A025244";"GM0677";"2017HJ01";"       2"
"33570";"A025244";"GM0353";"2014JJ00";"      18"
"33571";"A025244";"GM0353";"2015HJ01";"       9"
"33572";"A025244";"GM0353";"2015JJ00";"      23"
"33573";"A025244";"GM0353";"2016HJ01";"      10"
"33574";"A025244";"GM0353";"2016JJ00";"      22"
"33575";"A025244";"GM0353";"2017HJ01";"       5"
"33576";"A025244";"GM1884";"2014JJ00";"      10"
"33577";"A025244";"GM1884";"2015HJ01";"       6"
"33578";"A025244";"GM1884";"2015JJ00";"       9"
"33579";"A025244";"GM1884";"2016HJ01";"       7"
"33580";"A025244";"GM1884";"2016JJ00";"       9"
"33581";"A025244";"GM1884";"2017HJ01";"       2"
"33582";"A025244";"GM0166";"2014JJ00";"      28"
"33583";"A025244";"GM0166";"2015HJ01";"       7"
"33584";"A025244";"GM0166";"2015JJ00";"      16"
"33585";"A025244";"GM0166";"2016HJ01";"       8"
"33586";"A025244";"GM0166";"2016JJ00";"      14"
"33587";"A025244";"GM0166";"2017HJ01";"       2"
"33588";"A025244";"GM0678";"2014JJ00";"       2"
"33589";"A025244";"GM0678";"2015HJ01";"       0"
"33590";"A025244";"GM0678";"2015JJ00";"       1"
"33591";"A025244";"GM0678";"2016HJ01";"       3"
"33592";"A025244";"GM0678";"2016JJ00";"       3"
"33593";"A025244";"GM0678";"2017HJ01";"       2"
"33594";"A025244";"GM0537";"2014JJ00";"      20"
"33595";"A025244";"GM0537";"2015HJ01";"      11"
"33596";"A025244";"GM0537";"2015JJ00";"      22"
"33597";"A025244";"GM0537";"2016HJ01";"       5"
"33598";"A025244";"GM0537";"2016JJ00";"      13"
"33599";"A025244";"GM0537";"2017HJ01";"       9"
"33600";"A025244";"GM0928";"2014JJ00";"     110"
"33601";"A025244";"GM0928";"2015HJ01";"      43"
"33602";"A025244";"GM0928";"2015JJ00";"      84"
"33603";"A025244";"GM0928";"2016HJ01";"      46"
"33604";"A025244";"GM0928";"2016JJ00";"      86"
"33605";"A025244";"GM0928";"2017HJ01";"      32"
"33606";"A025244";"GM1598";"2014JJ00";"      17"
"33607";"A025244";"GM1598";"2015HJ01";"       9"
"33608";"A025244";"GM1598";"2015JJ00";"      11"
"33609";"A025244";"GM1598";"2016HJ01";"      11"
"33610";"A025244";"GM1598";"2016JJ00";"      16"
"33611";"A025244";"GM1598";"2017HJ01";"       5"
"33612";"A025244";"GM0079";"2014JJ00";"       0"
"33613";"A025244";"GM0079";"2015HJ01";"       1"
"33614";"A025244";"GM0079";"2015JJ00";"       2"
"33615";"A025244";"GM0079";"2016HJ01";"       1"
"33616";"A025244";"GM0079";"2016JJ00";"       2"
"33617";"A025244";"GM0079";"2017HJ01";"       0"
"33618";"A025244";"GM0588";"2014JJ00";"       1"
"33619";"A025244";"GM0588";"2015HJ01";"       1"
"33620";"A025244";"GM0588";"2015JJ00";"       1"
"33621";"A025244";"GM0588";"2016HJ01";"       2"
"33622";"A025244";"GM0588";"2016JJ00";"       2"
"33623";"A025244";"GM0588";"2017HJ01";"       0"
"33624";"A025244";"GM0542";"2014JJ00";"      20"
"33625";"A025244";"GM0542";"2015HJ01";"       8"
"33626";"A025244";"GM0542";"2015JJ00";"      15"
"33627";"A025244";"GM0542";"2016HJ01";"       8"
"33628";"A025244";"GM0542";"2016JJ00";"      15"
"33629";"A025244";"GM0542";"2017HJ01";"       8"
"33630";"A025244";"GM1931";"2014JJ00";"      21"
"33631";"A025244";"GM1931";"2015HJ01";"       3"
"33632";"A025244";"GM1931";"2015JJ00";"      11"
"33633";"A025244";"GM1931";"2016HJ01";"      12"
"33634";"A025244";"GM1931";"2016JJ00";"      23"
"33635";"A025244";"GM1931";"2017HJ01";"       5"
"33636";"A025244";"GM1659";"2014JJ00";"       8"
"33637";"A025244";"GM1659";"2015HJ01";"       7"
"33638";"A025244";"GM1659";"2015JJ00";"      12"
"33639";"A025244";"GM1659";"2016HJ01";"       5"
"33640";"A025244";"GM1659";"2016JJ00";"      16"
"33641";"A025244";"GM1659";"2017HJ01";"       3"
"33642";"A025244";"GM1685";"2014JJ00";"      14"
"33643";"A025244";"GM1685";"2015HJ01";"       8"
"33644";"A025244";"GM1685";"2015JJ00";"      13"
"33645";"A025244";"GM1685";"2016HJ01";"       2"
"33646";"A025244";"GM1685";"2016JJ00";"       5"
"33647";"A025244";"GM1685";"2017HJ01";"       2"
"33648";"A025244";"GM0882";"2014JJ00";"      57"
"33649";"A025244";"GM0882";"2015HJ01";"      30"
"33650";"A025244";"GM0882";"2015JJ00";"      54"
"33651";"A025244";"GM0882";"2016HJ01";"      37"
"33652";"A025244";"GM0882";"2016JJ00";"      69"
"33653";"A025244";"GM0882";"2017HJ01";"      10"
"33654";"A025244";"GM0415";"2014JJ00";"       8"
"33655";"A025244";"GM0415";"2015HJ01";"       2"
"33656";"A025244";"GM0415";"2015JJ00";"       4"
"33657";"A025244";"GM0415";"2016HJ01";"       4"
"33658";"A025244";"GM0415";"2016JJ00";"       7"
"33659";"A025244";"GM0415";"2017HJ01";"       5"
"33660";"A025244";"GM0416";"2014JJ00";"      16"
"33661";"A025244";"GM0416";"2015HJ01";"       8"
"33662";"A025244";"GM0416";"2015JJ00";"      12"
"33663";"A025244";"GM0416";"2016HJ01";"       9"
"33664";"A025244";"GM0416";"2016JJ00";"      12"
"33665";"A025244";"GM0416";"2017HJ01";"      10"
"33666";"A025244";"GM1621";"2014JJ00";"      60"
"33667";"A025244";"GM1621";"2015HJ01";"      32"
"33668";"A025244";"GM1621";"2015JJ00";"      62"
"33669";"A025244";"GM1621";"2016HJ01";"      27"
"33670";"A025244";"GM1621";"2016JJ00";"      49"
"33671";"A025244";"GM1621";"2017HJ01";"      16"
