"ID";"SoortMisdrijf";"Gemeenten";"Perioden";"Misdrijven_1"
"13717";"A025251";"GM1640";"2015HJ01";"      59"
"13718";"A025251";"GM1640";"2015JJ00";"     106"
"13719";"A025251";"GM1640";"2016HJ01";"      45"
"13720";"A025251";"GM1640";"2016JJ00";"     104"
"13721";"A025251";"GM1640";"2017HJ01";"      53"
"13722";"A025251";"GM0327";"2014JJ00";"      40"
"13723";"A025251";"GM0327";"2015HJ01";"      27"
"13724";"A025251";"GM0327";"2015JJ00";"      48"
"13725";"A025251";"GM0327";"2016HJ01";"      50"
"13726";"A025251";"GM0327";"2016JJ00";"      76"
"13727";"A025251";"GM0327";"2017HJ01";"      23"
"13728";"A025251";"GM0733";"2014JJ00";"      31"
"13729";"A025251";"GM0733";"2015HJ01";"       9"
"13730";"A025251";"GM0733";"2015JJ00";"      22"
"13731";"A025251";"GM0733";"2016HJ01";"      18"
"13732";"A025251";"GM0733";"2016JJ00";"      24"
"13733";"A025251";"GM0733";"2017HJ01";"      15"
"13734";"A025251";"GM1705";"2014JJ00";"     115"
"13735";"A025251";"GM1705";"2015HJ01";"      64"
"13736";"A025251";"GM1705";"2015JJ00";"     128"
"13737";"A025251";"GM1705";"2016HJ01";"      52"
"13738";"A025251";"GM1705";"2016JJ00";"     102"
"13739";"A025251";"GM1705";"2017HJ01";"      61"
"13740";"A025251";"GM0553";"2014JJ00";"      65"
"13741";"A025251";"GM0553";"2015HJ01";"      27"
"13742";"A025251";"GM0553";"2015JJ00";"      57"
"13743";"A025251";"GM0553";"2016HJ01";"      34"
"13744";"A025251";"GM0553";"2016JJ00";"      82"
"13745";"A025251";"GM0553";"2017HJ01";"      30"
"13746";"A025251";"GM0140";"2014JJ00";"      27"
"13747";"A025251";"GM0140";"2015HJ01";"      10"
"13748";"A025251";"GM0140";"2015JJ00";"      16"
"13749";"A025251";"GM0140";"2016HJ01";"      14"
"13750";"A025251";"GM0140";"2016JJ00";"      24"
"13751";"A025251";"GM0140";"2017HJ01";"      12"
"13752";"A025251";"GM0262";"2014JJ00";"      80"
"13753";"A025251";"GM0262";"2015HJ01";"      52"
"13754";"A025251";"GM0262";"2015JJ00";"      86"
"13755";"A025251";"GM0262";"2016HJ01";"      41"
"13756";"A025251";"GM0262";"2016JJ00";"      77"
"13757";"A025251";"GM0262";"2017HJ01";"      33"
"13758";"A025251";"GM0809";"2014JJ00";"      90"
"13759";"A025251";"GM0809";"2015HJ01";"      49"
"13760";"A025251";"GM0809";"2015JJ00";"      86"
"13761";"A025251";"GM0809";"2016HJ01";"      56"
"13762";"A025251";"GM0809";"2016JJ00";"     108"
"13763";"A025251";"GM0809";"2017HJ01";"      63"
"13764";"A025251";"GM0331";"2014JJ00";"      22"
"13765";"A025251";"GM0331";"2015HJ01";"      16"
"13766";"A025251";"GM0331";"2015JJ00";"      22"
"13767";"A025251";"GM0331";"2016HJ01";"      13"
"13768";"A025251";"GM0331";"2016JJ00";"      28"
"13769";"A025251";"GM0331";"2017HJ01";"      11"
"13770";"A025251";"GM0024";"2014JJ00";"      36"
"13771";"A025251";"GM0024";"2015HJ01";"      32"
"13772";"A025251";"GM0024";"2015JJ00";"      53"
"13773";"A025251";"GM0024";"2016HJ01";"      14"
"13774";"A025251";"GM0024";"2016JJ00";"      25"
"13775";"A025251";"GM0024";"2017HJ01";"      15"
"13776";"A025251";"GM0168";"2014JJ00";"      59"
"13777";"A025251";"GM0168";"2015HJ01";"      30"
"13778";"A025251";"GM0168";"2015JJ00";"      54"
"13779";"A025251";"GM0168";"2016HJ01";"      28"
"13780";"A025251";"GM0168";"2016JJ00";"      50"
"13781";"A025251";"GM0168";"2017HJ01";"      28"
"13782";"A025251";"GM1671";"2014JJ00";""
"13783";"A025251";"GM1671";"2015HJ01";""
"13784";"A025251";"GM1671";"2015JJ00";""
"13785";"A025251";"GM1671";"2016HJ01";""
"13786";"A025251";"GM1671";"2016JJ00";""
"13787";"A025251";"GM1671";"2017HJ01";""
"13788";"A025251";"GM0263";"2014JJ00";"      91"
"13789";"A025251";"GM0263";"2015HJ01";"      48"
"13790";"A025251";"GM0263";"2015JJ00";"      94"
"13791";"A025251";"GM0263";"2016HJ01";"      34"
"13792";"A025251";"GM0263";"2016JJ00";"      75"
"13793";"A025251";"GM0263";"2017HJ01";"      57"
"13794";"A025251";"GM1641";"2014JJ00";"      59"
"13795";"A025251";"GM1641";"2015HJ01";"      19"
"13796";"A025251";"GM1641";"2015JJ00";"      38"
"13797";"A025251";"GM1641";"2016HJ01";"      29"
"13798";"A025251";"GM1641";"2016JJ00";"      55"
"13799";"A025251";"GM1641";"2017HJ01";"      22"
"13800";"A025251";"GM0556";"2014JJ00";"     139"
"13801";"A025251";"GM0556";"2015HJ01";"      58"
"13802";"A025251";"GM0556";"2015JJ00";"     116"
"13803";"A025251";"GM0556";"2016HJ01";"      44"
"13804";"A025251";"GM0556";"2016JJ00";"     110"
"13805";"A025251";"GM0556";"2017HJ01";"      68"
"13806";"A025251";"GM0935";"2014JJ00";"     992"
"13807";"A025251";"GM0935";"2015HJ01";"     458"
"13808";"A025251";"GM0935";"2015JJ00";"     888"
"13809";"A025251";"GM0935";"2016HJ01";"     380"
"13810";"A025251";"GM0935";"2016JJ00";"     756"
"13811";"A025251";"GM0935";"2017HJ01";"     376"
"13812";"A025251";"GM1663";"2014JJ00";"      35"
"13813";"A025251";"GM1663";"2015HJ01";"      11"
"13814";"A025251";"GM1663";"2015JJ00";"      25"
"13815";"A025251";"GM1663";"2016HJ01";"      14"
"13816";"A025251";"GM1663";"2016JJ00";"      29"
"13817";"A025251";"GM1663";"2017HJ01";"      11"
"13818";"A025251";"GM0025";"2014JJ00";"      24"
"13819";"A025251";"GM0025";"2015HJ01";"      20"
"13820";"A025251";"GM0025";"2015JJ00";"      40"
"13821";"A025251";"GM0025";"2016HJ01";"      21"
"13822";"A025251";"GM0025";"2016JJ00";"      32"
"13823";"A025251";"GM0025";"2017HJ01";"      22"
"13824";"A025251";"GM0420";"2014JJ00";"     160"
"13825";"A025251";"GM0420";"2015HJ01";"      67"
"13826";"A025251";"GM0420";"2015JJ00";"     151"
"13827";"A025251";"GM0420";"2016HJ01";"      69"
"13828";"A025251";"GM0420";"2016JJ00";"     148"
"13829";"A025251";"GM0420";"2017HJ01";"      74"
"13830";"A025251";"GM0938";"2014JJ00";"      40"
"13831";"A025251";"GM0938";"2015HJ01";"      28"
"13832";"A025251";"GM0938";"2015JJ00";"      42"
"13833";"A025251";"GM0938";"2016HJ01";"      20"
"13834";"A025251";"GM0938";"2016JJ00";"      36"
"13835";"A025251";"GM0938";"2017HJ01";"       9"
"13836";"A025251";"GM1948";"2014JJ00";""
"13837";"A025251";"GM1948";"2015HJ01";""
"13838";"A025251";"GM1948";"2015JJ00";""
"13839";"A025251";"GM1948";"2016HJ01";""
"13840";"A025251";"GM1948";"2016JJ00";""
"13841";"A025251";"GM1948";"2017HJ01";"     109"
"13842";"A025251";"GM1908";"2014JJ00";"      34"
"13843";"A025251";"GM1908";"2015HJ01";"       9"
"13844";"A025251";"GM1908";"2015JJ00";"      26"
"13845";"A025251";"GM1908";"2016HJ01";"      17"
"13846";"A025251";"GM1908";"2016JJ00";"      39"
"13847";"A025251";"GM1908";"2017HJ01";"       9"
"13848";"A025251";"GM1987";"2014JJ00";"      52"
"13849";"A025251";"GM1987";"2015HJ01";"      39"
"13850";"A025251";"GM1987";"2015JJ00";"      74"
"13851";"A025251";"GM1987";"2016HJ01";"      23"
"13852";"A025251";"GM1987";"2016JJ00";"      42"
"13853";"A025251";"GM1987";"2017HJ01";"      26"
"13854";"A025251";"GM0119";"2014JJ00";"     190"
"13855";"A025251";"GM0119";"2015HJ01";"      66"
"13856";"A025251";"GM0119";"2015JJ00";"     153"
"13857";"A025251";"GM0119";"2016HJ01";"      51"
"13858";"A025251";"GM0119";"2016JJ00";"     113"
"13859";"A025251";"GM0119";"2017HJ01";"      73"
"13860";"A025251";"GM0687";"2014JJ00";"     249"
"13861";"A025251";"GM0687";"2015HJ01";"     133"
"13862";"A025251";"GM0687";"2015JJ00";"     271"
"13863";"A025251";"GM0687";"2016HJ01";"     130"
"13864";"A025251";"GM0687";"2016JJ00";"     234"
"13865";"A025251";"GM0687";"2017HJ01";"     112"
"13866";"A025251";"GM1842";"2014JJ00";"      25"
"13867";"A025251";"GM1842";"2015HJ01";"      20"
"13868";"A025251";"GM1842";"2015JJ00";"      28"
"13869";"A025251";"GM1842";"2016HJ01";"      17"
"13870";"A025251";"GM1842";"2016JJ00";"      34"
"13871";"A025251";"GM1842";"2017HJ01";"      21"
"13872";"A025251";"GM1731";"2014JJ00";"     121"
"13873";"A025251";"GM1731";"2015HJ01";"      48"
"13874";"A025251";"GM1731";"2015JJ00";"     112"
"13875";"A025251";"GM1731";"2016HJ01";"      64"
"13876";"A025251";"GM1731";"2016JJ00";"     115"
"13877";"A025251";"GM1731";"2017HJ01";"      49"
"13878";"A025251";"GM0815";"2014JJ00";"      14"
"13879";"A025251";"GM0815";"2015HJ01";"       8"
"13880";"A025251";"GM0815";"2015JJ00";"      15"
"13881";"A025251";"GM0815";"2016HJ01";"       6"
"13882";"A025251";"GM0815";"2016JJ00";"       9"
"13883";"A025251";"GM0815";"2017HJ01";"       6"
"13884";"A025251";"GM0265";"2014JJ00";""
"13885";"A025251";"GM0265";"2015HJ01";""
"13886";"A025251";"GM0265";"2015JJ00";""
"13887";"A025251";"GM0265";"2016HJ01";""
"13888";"A025251";"GM0265";"2016JJ00";""
"13889";"A025251";"GM0265";"2017HJ01";""
"13890";"A025251";"GM1709";"2014JJ00";"     121"
"13891";"A025251";"GM1709";"2015HJ01";"      63"
"13892";"A025251";"GM1709";"2015JJ00";"     119"
"13893";"A025251";"GM1709";"2016HJ01";"      47"
"13894";"A025251";"GM1709";"2016JJ00";"      98"
"13895";"A025251";"GM1709";"2017HJ01";"      47"
"13896";"A025251";"GM1927";"2014JJ00";"      44"
"13897";"A025251";"GM1927";"2015HJ01";"      16"
"13898";"A025251";"GM1927";"2015JJ00";"      42"
"13899";"A025251";"GM1927";"2016HJ01";"      24"
"13900";"A025251";"GM1927";"2016JJ00";"      45"
"13901";"A025251";"GM1927";"2017HJ01";"      15"
"13902";"A025251";"GM1955";"2014JJ00";"      97"
"13903";"A025251";"GM1955";"2015HJ01";"      56"
"13904";"A025251";"GM1955";"2015JJ00";"     100"
"13905";"A025251";"GM1955";"2016HJ01";"      51"
"13906";"A025251";"GM1955";"2016JJ00";"     115"
"13907";"A025251";"GM1955";"2017HJ01";"      42"
"13908";"A025251";"GM0335";"2014JJ00";"      22"
"13909";"A025251";"GM0335";"2015HJ01";"      12"
"13910";"A025251";"GM0335";"2015JJ00";"      24"
"13911";"A025251";"GM0335";"2016HJ01";"      11"
"13912";"A025251";"GM0335";"2016JJ00";"      22"
"13913";"A025251";"GM0335";"2017HJ01";"      14"
"13914";"A025251";"GM0944";"2014JJ00";"       7"
"13915";"A025251";"GM0944";"2015HJ01";"       3"
"13916";"A025251";"GM0944";"2015JJ00";"      12"
"13917";"A025251";"GM0944";"2016HJ01";"       3"
"13918";"A025251";"GM0944";"2016JJ00";"      11"
"13919";"A025251";"GM0944";"2017HJ01";"       3"
"13920";"A025251";"GM0424";"2014JJ00";"      18"
"13921";"A025251";"GM0424";"2015HJ01";"       5"
"13922";"A025251";"GM0424";"2015JJ00";"      12"
"13923";"A025251";"GM0424";"2016HJ01";""
"13924";"A025251";"GM0424";"2016JJ00";""
"13925";"A025251";"GM0424";"2017HJ01";""
"13926";"A025251";"GM0425";"2014JJ00";"      33"
"13927";"A025251";"GM0425";"2015HJ01";"      15"
"13928";"A025251";"GM0425";"2015JJ00";"      35"
"13929";"A025251";"GM0425";"2016HJ01";""
"13930";"A025251";"GM0425";"2016JJ00";""
"13931";"A025251";"GM0425";"2017HJ01";""
"13932";"A025251";"GM1740";"2014JJ00";"      50"
"13933";"A025251";"GM1740";"2015HJ01";"      27"
"13934";"A025251";"GM1740";"2015JJ00";"      55"
"13935";"A025251";"GM1740";"2016HJ01";"      30"
"13936";"A025251";"GM1740";"2016JJ00";"      65"
"13937";"A025251";"GM1740";"2017HJ01";"      38"
"13938";"A025251";"GM0643";"2014JJ00";""
"13939";"A025251";"GM0643";"2015HJ01";""
"13940";"A025251";"GM0643";"2015JJ00";""
"13941";"A025251";"GM0643";"2016HJ01";""
"13942";"A025251";"GM0643";"2016JJ00";""
"13943";"A025251";"GM0643";"2017HJ01";""
"13944";"A025251";"GM0946";"2014JJ00";"      35"
"13945";"A025251";"GM0946";"2015HJ01";"      22"
"13946";"A025251";"GM0946";"2015JJ00";"      35"
"13947";"A025251";"GM0946";"2016HJ01";"      16"
"13948";"A025251";"GM0946";"2016JJ00";"      31"
"13949";"A025251";"GM0946";"2017HJ01";"      10"
"13950";"A025251";"GM0304";"2014JJ00";"      32"
"13951";"A025251";"GM0304";"2015HJ01";"      21"
"13952";"A025251";"GM0304";"2015JJ00";"      39"
"13953";"A025251";"GM0304";"2016HJ01";"      18"
"13954";"A025251";"GM0304";"2016JJ00";"      36"
"13955";"A025251";"GM0304";"2017HJ01";"      25"
"13956";"A025251";"GM0356";"2014JJ00";"     261"
"13957";"A025251";"GM0356";"2015HJ01";"     125"
"13958";"A025251";"GM0356";"2015JJ00";"     236"
"13959";"A025251";"GM0356";"2016HJ01";"     108"
"13960";"A025251";"GM0356";"2016JJ00";"     231"
"13961";"A025251";"GM0356";"2017HJ01";"     106"
"13962";"A025251";"GM0569";"2014JJ00";"      81"
"13963";"A025251";"GM0569";"2015HJ01";"      36"
"13964";"A025251";"GM0569";"2015JJ00";"      66"
"13965";"A025251";"GM0569";"2016HJ01";"      26"
"13966";"A025251";"GM0569";"2016JJ00";"      48"
"13967";"A025251";"GM0569";"2017HJ01";"      26"
"13968";"A025251";"GM0267";"2014JJ00";"     120"
"13969";"A025251";"GM0267";"2015HJ01";"      44"
"13970";"A025251";"GM0267";"2015JJ00";"      92"
"13971";"A025251";"GM0267";"2016HJ01";"      44"
"13972";"A025251";"GM0267";"2016JJ00";"      87"
"13973";"A025251";"GM0267";"2017HJ01";"      56"
"13974";"A025251";"GM0268";"2014JJ00";"    1210"
"13975";"A025251";"GM0268";"2015HJ01";"     548"
"13976";"A025251";"GM0268";"2015JJ00";"    1127"
"13977";"A025251";"GM0268";"2016HJ01";"     533"
"13978";"A025251";"GM0268";"2016JJ00";"    1122"
"13979";"A025251";"GM0268";"2017HJ01";"     487"
"13980";"A025251";"GM1930";"2014JJ00";"     475"
"13981";"A025251";"GM1930";"2015HJ01";"     309"
"13982";"A025251";"GM1930";"2015JJ00";"     562"
"13983";"A025251";"GM1930";"2016HJ01";"     249"
"13984";"A025251";"GM1930";"2016JJ00";"     515"
"13985";"A025251";"GM1930";"2017HJ01";"     238"
"13986";"A025251";"GM1695";"2014JJ00";"      33"
"13987";"A025251";"GM1695";"2015HJ01";"      14"
"13988";"A025251";"GM1695";"2015JJ00";"      33"
"13989";"A025251";"GM1695";"2016HJ01";"      43"
"13990";"A025251";"GM1695";"2016JJ00";"      66"
"13991";"A025251";"GM1695";"2017HJ01";"      19"
"13992";"A025251";"GM1699";"2014JJ00";"     107"
"13993";"A025251";"GM1699";"2015HJ01";"      51"
"13994";"A025251";"GM1699";"2015JJ00";"      98"
"13995";"A025251";"GM1699";"2016HJ01";"      32"
"13996";"A025251";"GM1699";"2016JJ00";"      67"
"13997";"A025251";"GM1699";"2017HJ01";"      38"
"13998";"A025251";"GM0171";"2014JJ00";"     146"
"13999";"A025251";"GM0171";"2015HJ01";"      50"
"14000";"A025251";"GM0171";"2015JJ00";"     101"
"14001";"A025251";"GM0171";"2016HJ01";"      62"
"14002";"A025251";"GM0171";"2016JJ00";"     145"
"14003";"A025251";"GM0171";"2017HJ01";"      83"
"14004";"A025251";"GM0575";"2014JJ00";"     131"
"14005";"A025251";"GM0575";"2015HJ01";"      56"
"14006";"A025251";"GM0575";"2015JJ00";"     118"
"14007";"A025251";"GM0575";"2016HJ01";"      70"
"14008";"A025251";"GM0575";"2016JJ00";"     135"
"14009";"A025251";"GM0575";"2017HJ01";"      69"
"14010";"A025251";"GM0576";"2014JJ00";"      47"
"14011";"A025251";"GM0576";"2015HJ01";"      18"
"14012";"A025251";"GM0576";"2015JJ00";"      39"
"14013";"A025251";"GM0576";"2016HJ01";"      18"
"14014";"A025251";"GM0576";"2016JJ00";"      42"
"14015";"A025251";"GM0576";"2017HJ01";"      21"
"14016";"A025251";"GM0820";"2014JJ00";"      61"
"14017";"A025251";"GM0820";"2015HJ01";"      22"
"14018";"A025251";"GM0820";"2015JJ00";"      50"
"14019";"A025251";"GM0820";"2016HJ01";"      19"
"14020";"A025251";"GM0820";"2016JJ00";"      39"
"14021";"A025251";"GM0820";"2017HJ01";"      17"
"14022";"A025251";"GM0302";"2014JJ00";"      62"
"14023";"A025251";"GM0302";"2015HJ01";"      46"
"14024";"A025251";"GM0302";"2015JJ00";"      78"
"14025";"A025251";"GM0302";"2016HJ01";"      32"
"14026";"A025251";"GM0302";"2016JJ00";"      53"
"14027";"A025251";"GM0302";"2017HJ01";"      15"
"14028";"A025251";"GM0951";"2014JJ00";"      42"
"14029";"A025251";"GM0951";"2015HJ01";"      16"
"14030";"A025251";"GM0951";"2015JJ00";"      31"
"14031";"A025251";"GM0951";"2016HJ01";"      19"
"14032";"A025251";"GM0951";"2016JJ00";"      37"
"14033";"A025251";"GM0951";"2017HJ01";"      18"
"14034";"A025251";"GM0579";"2014JJ00";"      61"
"14035";"A025251";"GM0579";"2015HJ01";"      24"
"14036";"A025251";"GM0579";"2015JJ00";"      52"
"14037";"A025251";"GM0579";"2016HJ01";"      29"
"14038";"A025251";"GM0579";"2016JJ00";"      50"
"14039";"A025251";"GM0579";"2017HJ01";"      18"
"14040";"A025251";"GM0823";"2014JJ00";"      37"
"14041";"A025251";"GM0823";"2015HJ01";"      23"
"14042";"A025251";"GM0823";"2015JJ00";"      47"
"14043";"A025251";"GM0823";"2016HJ01";"      21"
"14044";"A025251";"GM0823";"2016JJ00";"      35"
"14045";"A025251";"GM0823";"2017HJ01";"      19"
"14046";"A025251";"GM0824";"2014JJ00";"      82"
"14047";"A025251";"GM0824";"2015HJ01";"      33"
"14048";"A025251";"GM0824";"2015JJ00";"      91"
"14049";"A025251";"GM0824";"2016HJ01";"      47"
"14050";"A025251";"GM0824";"2016JJ00";"      99"
"14051";"A025251";"GM0824";"2017HJ01";"      49"
"14052";"A025251";"GM1895";"2014JJ00";"     249"
"14053";"A025251";"GM1895";"2015HJ01";"     108"
"14054";"A025251";"GM1895";"2015JJ00";"     230"
"14055";"A025251";"GM1895";"2016HJ01";"     117"
"14056";"A025251";"GM1895";"2016JJ00";"     241"
"14057";"A025251";"GM1895";"2017HJ01";"      82"
"14058";"A025251";"GM0269";"2014JJ00";"      44"
"14059";"A025251";"GM0269";"2015HJ01";"      37"
"14060";"A025251";"GM0269";"2015JJ00";"      55"
"14061";"A025251";"GM0269";"2016HJ01";"      22"
"14062";"A025251";"GM0269";"2016JJ00";"      37"
"14063";"A025251";"GM0269";"2017HJ01";"      21"
"14064";"A025251";"GM0173";"2014JJ00";"     104"
"14065";"A025251";"GM0173";"2015HJ01";"      42"
"14066";"A025251";"GM0173";"2015JJ00";"     102"
"14067";"A025251";"GM0173";"2016HJ01";"      22"
"14068";"A025251";"GM0173";"2016JJ00";"      60"
"14069";"A025251";"GM0173";"2017HJ01";"      51"
"14070";"A025251";"GM1773";"2014JJ00";"      52"
"14071";"A025251";"GM1773";"2015HJ01";"      19"
"14072";"A025251";"GM1773";"2015JJ00";"      32"
"14073";"A025251";"GM1773";"2016HJ01";"       8"
"14074";"A025251";"GM1773";"2016JJ00";"      30"
"14075";"A025251";"GM1773";"2017HJ01";"      14"
"14076";"A025251";"GM0175";"2014JJ00";"      66"
"14077";"A025251";"GM0175";"2015HJ01";"      26"
"14078";"A025251";"GM0175";"2015JJ00";"      55"
"14079";"A025251";"GM0175";"2016HJ01";"      27"
"14080";"A025251";"GM0175";"2016JJ00";"      55"
"14081";"A025251";"GM0175";"2017HJ01";"      34"
"14082";"A025251";"GM0881";"2014JJ00";"      26"
"14083";"A025251";"GM0881";"2015HJ01";"       7"
"14084";"A025251";"GM0881";"2015JJ00";"      20"
"14085";"A025251";"GM0881";"2016HJ01";"      13"
"14086";"A025251";"GM0881";"2016JJ00";"      17"
"14087";"A025251";"GM0881";"2017HJ01";"      11"
"14088";"A025251";"GM1586";"2014JJ00";"      89"
"14089";"A025251";"GM1586";"2015HJ01";"      44"
"14090";"A025251";"GM1586";"2015JJ00";"      97"
"14091";"A025251";"GM1586";"2016HJ01";"      41"
"14092";"A025251";"GM1586";"2016JJ00";"      80"
"14093";"A025251";"GM1586";"2017HJ01";"      45"
"14094";"A025251";"GM0826";"2014JJ00";"     237"
"14095";"A025251";"GM0826";"2015HJ01";"     122"
"14096";"A025251";"GM0826";"2015JJ00";"     257"
"14097";"A025251";"GM0826";"2016HJ01";"     133"
"14098";"A025251";"GM0826";"2016JJ00";"     269"
"14099";"A025251";"GM0826";"2017HJ01";"     134"
"14100";"A025251";"GM0085";"2014JJ00";"      60"
"14101";"A025251";"GM0085";"2015HJ01";"      37"
"14102";"A025251";"GM0085";"2015JJ00";"      81"
"14103";"A025251";"GM0085";"2016HJ01";"      42"
"14104";"A025251";"GM0085";"2016JJ00";"      87"
"14105";"A025251";"GM0085";"2017HJ01";"      47"
"14106";"A025251";"GM0431";"2014JJ00";"      28"
"14107";"A025251";"GM0431";"2015HJ01";"      14"
"14108";"A025251";"GM0431";"2015JJ00";"      34"
"14109";"A025251";"GM0431";"2016HJ01";"      26"
"14110";"A025251";"GM0431";"2016JJ00";"      40"
"14111";"A025251";"GM0431";"2017HJ01";"      14"
"14112";"A025251";"GM0432";"2014JJ00";"      42"
"14113";"A025251";"GM0432";"2015HJ01";"      11"
"14114";"A025251";"GM0432";"2015JJ00";"      31"
"14115";"A025251";"GM0432";"2016HJ01";"      24"
"14116";"A025251";"GM0432";"2016JJ00";"      39"
"14117";"A025251";"GM0432";"2017HJ01";"      18"
"14118";"A025251";"GM0086";"2014JJ00";"      67"
"14119";"A025251";"GM0086";"2015HJ01";"      26"
"14120";"A025251";"GM0086";"2015JJ00";"      60"
"14121";"A025251";"GM0086";"2016HJ01";"      41"
"14122";"A025251";"GM0086";"2016JJ00";"      72"
"14123";"A025251";"GM0086";"2017HJ01";"      30"
"14124";"A025251";"GM0828";"2014JJ00";"     458"
"14125";"A025251";"GM0828";"2015HJ01";"     173"
"14126";"A025251";"GM0828";"2015JJ00";"     366"
"14127";"A025251";"GM0828";"2016HJ01";"     195"
"14128";"A025251";"GM0828";"2016JJ00";"     414"
"14129";"A025251";"GM0828";"2017HJ01";"     226"
"14130";"A025251";"GM0584";"2014JJ00";"      68"
"14131";"A025251";"GM0584";"2015HJ01";"      35"
"14132";"A025251";"GM0584";"2015JJ00";"      71"
"14133";"A025251";"GM0584";"2016HJ01";"      46"
"14134";"A025251";"GM0584";"2016JJ00";"      62"
"14135";"A025251";"GM0584";"2017HJ01";"      22"
"14136";"A025251";"GM1509";"2014JJ00";"     115"
"14137";"A025251";"GM1509";"2015HJ01";"      56"
"14138";"A025251";"GM1509";"2015JJ00";"     110"
"14139";"A025251";"GM1509";"2016HJ01";"      53"
"14140";"A025251";"GM1509";"2016JJ00";"     105"
"14141";"A025251";"GM1509";"2017HJ01";"      42"
"14142";"A025251";"GM0437";"2014JJ00";"      65"
"14143";"A025251";"GM0437";"2015HJ01";"      32"
"14144";"A025251";"GM0437";"2015JJ00";"      68"
"14145";"A025251";"GM0437";"2016HJ01";"      43"
"14146";"A025251";"GM0437";"2016JJ00";"      68"
"14147";"A025251";"GM0437";"2017HJ01";"      29"
"14148";"A025251";"GM0644";"2014JJ00";""
"14149";"A025251";"GM0644";"2015HJ01";""
"14150";"A025251";"GM0644";"2015JJ00";""
"14151";"A025251";"GM0644";"2016HJ01";""
"14152";"A025251";"GM0644";"2016JJ00";""
"14153";"A025251";"GM0644";"2017HJ01";""
"14154";"A025251";"GM0589";"2014JJ00";"      16"
"14155";"A025251";"GM0589";"2015HJ01";"      12"
"14156";"A025251";"GM0589";"2015JJ00";"      21"
"14157";"A025251";"GM0589";"2016HJ01";"      11"
"14158";"A025251";"GM0589";"2016JJ00";"      12"
"14159";"A025251";"GM0589";"2017HJ01";"      12"
"14160";"A025251";"GM1734";"2014JJ00";"     130"
"14161";"A025251";"GM1734";"2015HJ01";"      83"
"14162";"A025251";"GM1734";"2015JJ00";"     131"
"14163";"A025251";"GM1734";"2016HJ01";"      74"
"14164";"A025251";"GM1734";"2016JJ00";"     141"
"14165";"A025251";"GM1734";"2017HJ01";"      67"
"14166";"A025251";"GM0590";"2014JJ00";"     116"
"14167";"A025251";"GM0590";"2015HJ01";"      52"
"14168";"A025251";"GM0590";"2015JJ00";"     105"
"14169";"A025251";"GM0590";"2016HJ01";"      41"
"14170";"A025251";"GM0590";"2016JJ00";"      74"
"14171";"A025251";"GM0590";"2017HJ01";"      35"
"14172";"A025251";"GM1894";"2014JJ00";"     128"
"14173";"A025251";"GM1894";"2015HJ01";"      53"
"14174";"A025251";"GM1894";"2015JJ00";"      86"
"14175";"A025251";"GM1894";"2016HJ01";"      51"
"14176";"A025251";"GM1894";"2016JJ00";"     100"
"14177";"A025251";"GM1894";"2017HJ01";"      47"
"14178";"A025251";"GM0765";"2014JJ00";"      85"
"14179";"A025251";"GM0765";"2015HJ01";"      38"
"14180";"A025251";"GM0765";"2015JJ00";"      91"
"14181";"A025251";"GM0765";"2016HJ01";"      45"
"14182";"A025251";"GM0765";"2016JJ00";"      90"
"14183";"A025251";"GM0765";"2017HJ01";"      31"
"14184";"A025251";"GM1926";"2014JJ00";"     159"
"14185";"A025251";"GM1926";"2015HJ01";"      81"
"14186";"A025251";"GM1926";"2015JJ00";"     164"
"14187";"A025251";"GM1926";"2016HJ01";"      66"
"14188";"A025251";"GM1926";"2016JJ00";"     142"
"14189";"A025251";"GM1926";"2017HJ01";"      58"
"14190";"A025251";"GM0439";"2014JJ00";"     533"
"14191";"A025251";"GM0439";"2015HJ01";"     242"
"14192";"A025251";"GM0439";"2015JJ00";"     480"
"14193";"A025251";"GM0439";"2016HJ01";"     203"
"14194";"A025251";"GM0439";"2016JJ00";"     377"
"14195";"A025251";"GM0439";"2017HJ01";"     148"
"14196";"A025251";"GM0273";"2014JJ00";"     110"
"14197";"A025251";"GM0273";"2015HJ01";"      22"
"14198";"A025251";"GM0273";"2015JJ00";"      48"
"14199";"A025251";"GM0273";"2016HJ01";"      24"
"14200";"A025251";"GM0273";"2016JJ00";"      46"
"14201";"A025251";"GM0273";"2017HJ01";"      25"
"14202";"A025251";"GM0177";"2014JJ00";"      73"
"14203";"A025251";"GM0177";"2015HJ01";"      15"
"14204";"A025251";"GM0177";"2015JJ00";"      48"
"14205";"A025251";"GM0177";"2016HJ01";"      25"
"14206";"A025251";"GM0177";"2016JJ00";"      79"
"14207";"A025251";"GM0177";"2017HJ01";"      43"
"14208";"A025251";"GM0703";"2014JJ00";"      60"
"14209";"A025251";"GM0703";"2015HJ01";"      24"
"14210";"A025251";"GM0703";"2015JJ00";"      37"
"14211";"A025251";"GM0703";"2016HJ01";"      18"
"14212";"A025251";"GM0703";"2016JJ00";"      49"
"14213";"A025251";"GM0703";"2017HJ01";"      22"
"14214";"A025251";"GM0274";"2014JJ00";"     145"
"14215";"A025251";"GM0274";"2015HJ01";"      85"
"14216";"A025251";"GM0274";"2015JJ00";"     158"
"14217";"A025251";"GM0274";"2016HJ01";"      77"
"14218";"A025251";"GM0274";"2016JJ00";"     134"
