Perioden	CBScode	Crimes	CrimeType
2016JJ00	GM0381		HIC: High Impact Crime - total
2014JJ00	GM0502	690	HIC: High Impact Crime - total
2015JJ00	GM0502	708	HIC: High Impact Crime - total
2016JJ00	GM0502	675	HIC: High Impact Crime - total
2014JJ00	GM0383	241	HIC: High Impact Crime - total
2015JJ00	GM0383	219	HIC: High Impact Crime - total
2016JJ00	GM0383	150	HIC: High Impact Crime - total
2014JJ00	GM0109	323	HIC: High Impact Crime - total
2015JJ00	GM0109	294	HIC: High Impact Crime - total
2016JJ00	GM0109	237	HIC: High Impact Crime - total
2014JJ00	GM1706	172	HIC: High Impact Crime - total
2015JJ00	GM1706	110	HIC: High Impact Crime - total
2016JJ00	GM1706	151	HIC: High Impact Crime - total
2014JJ00	GM0611	68	HIC: High Impact Crime - total
2015JJ00	GM0611	49	HIC: High Impact Crime - total
2016JJ00	GM0611	37	HIC: High Impact Crime - total
2014JJ00	GM1684	163	HIC: High Impact Crime - total
2015JJ00	GM1684	148	HIC: High Impact Crime - total
2016JJ00	GM1684	152	HIC: High Impact Crime - total
2014JJ00	GM0216	311	HIC: High Impact Crime - total
2015JJ00	GM0216	337	HIC: High Impact Crime - total
2016JJ00	GM0216	252	HIC: High Impact Crime - total
2014JJ00	GM0148	108	HIC: High Impact Crime - total
2015JJ00	GM0148	84	HIC: High Impact Crime - total
2016JJ00	GM0148	75	HIC: High Impact Crime - total
2014JJ00	GM1891	89	HIC: High Impact Crime - total
2015JJ00	GM1891	74	HIC: High Impact Crime - total
2016JJ00	GM1891	70	HIC: High Impact Crime - total
2014JJ00	GM0503	1159	HIC: High Impact Crime - total
2015JJ00	GM0503	1009	HIC: High Impact Crime - total
2016JJ00	GM0503	955	HIC: High Impact Crime - total
2014JJ00	GM0010	226	HIC: High Impact Crime - total
2015JJ00	GM0010	203	HIC: High Impact Crime - total
2016JJ00	GM0010	236	HIC: High Impact Crime - total
2014JJ00	GM0762	242	HIC: High Impact Crime - total
2015JJ00	GM0762	201	HIC: High Impact Crime - total
2016JJ00	GM0762	186	HIC: High Impact Crime - total
2014JJ00	GM0150	1074	HIC: High Impact Crime - total
2015JJ00	GM0150	788	HIC: High Impact Crime - total
2016JJ00	GM0150	944	HIC: High Impact Crime - total
2014JJ00	GM0384	345	HIC: High Impact Crime - total
2015JJ00	GM0384	309	HIC: High Impact Crime - total
2016JJ00	GM0384	314	HIC: High Impact Crime - total
2014JJ00	GM1774	90	HIC: High Impact Crime - total
2015JJ00	GM1774	93	HIC: High Impact Crime - total
2016JJ00	GM1774	60	HIC: High Impact Crime - total
2014JJ00	GM0221	88	HIC: High Impact Crime - total
2015JJ00	GM0221	79	HIC: High Impact Crime - total
2016JJ00	GM0221	62	HIC: High Impact Crime - total
2014JJ00	GM0222	452	HIC: High Impact Crime - total
2015JJ00	GM0222	421	HIC: High Impact Crime - total
2016JJ00	GM0222	401	HIC: High Impact Crime - total
2014JJ00	GM0766	202	HIC: High Impact Crime - total
2015JJ00	GM0766	135	HIC: High Impact Crime - total
2016JJ00	GM0766	128	HIC: High Impact Crime - total
2014JJ00	GM0058	136	HIC: High Impact Crime - total
2015JJ00	GM0058	88	HIC: High Impact Crime - total
2016JJ00	GM0058	100	HIC: High Impact Crime - total
2014JJ00	GM0505	1277	HIC: High Impact Crime - total
2015JJ00	GM0505	1144	HIC: High Impact Crime - total
2016JJ00	GM0505	1064	HIC: High Impact Crime - total
2014JJ00	GM0498	107	HIC: High Impact Crime - total
2015JJ00	GM0498	119	HIC: High Impact Crime - total
2016JJ00	GM0498	91	HIC: High Impact Crime - total
2014JJ00	GM1719	152	HIC: High Impact Crime - total
2015JJ00	GM1719	174	HIC: High Impact Crime - total
2016JJ00	GM1719	97	HIC: High Impact Crime - total
2014JJ00	GM0303	270	HIC: High Impact Crime - total
2015JJ00	GM0303	231	HIC: High Impact Crime - total
2016JJ00	GM0303	250	HIC: High Impact Crime - total
2014JJ00	GM0225	107	HIC: High Impact Crime - total
2015JJ00	GM0225	86	HIC: High Impact Crime - total
2016JJ00	GM0225	89	HIC: High Impact Crime - total
2014JJ00	GM0226	124	HIC: High Impact Crime - total
2015JJ00	GM0226	160	HIC: High Impact Crime - total
2016JJ00	GM0226	124	HIC: High Impact Crime - total
2014JJ00	GM1711	252	HIC: High Impact Crime - total
2015JJ00	GM1711	253	HIC: High Impact Crime - total
2016JJ00	GM1711	202	HIC: High Impact Crime - total
2014JJ00	GM0385	142	HIC: High Impact Crime - total
2015JJ00	GM0385	119	HIC: High Impact Crime - total
2016JJ00	GM0385	125	HIC: High Impact Crime - total
2014JJ00	GM0228	947	HIC: High Impact Crime - total
2015JJ00	GM0228	867	HIC: High Impact Crime - total
2016JJ00	GM0228	930	HIC: High Impact Crime - total
2014JJ00	GM0317	54	HIC: High Impact Crime - total
2015JJ00	GM0317	47	HIC: High Impact Crime - total
2016JJ00	GM0317	45	HIC: High Impact Crime - total
2014JJ00	GM1651	96	HIC: High Impact Crime - total
2015JJ00	GM1651	83	HIC: High Impact Crime - total
2016JJ00	GM1651	88	HIC: High Impact Crime - total
2014JJ00	GM0770	122	HIC: High Impact Crime - total
2015JJ00	GM0770	112	HIC: High Impact Crime - total
2016JJ00	GM0770	92	HIC: High Impact Crime - total
2014JJ00	GM1903	160	HIC: High Impact Crime - total
2015JJ00	GM1903	167	HIC: High Impact Crime - total
2016JJ00	GM1903	101	HIC: High Impact Crime - total
2014JJ00	GM0772	3636	HIC: High Impact Crime - total
2015JJ00	GM0772	3439	HIC: High Impact Crime - total
2016JJ00	GM0772	2816	HIC: High Impact Crime - total
2014JJ00	GM0230	113	HIC: High Impact Crime - total
2015JJ00	GM0230	132	HIC: High Impact Crime - total
2016JJ00	GM0230	95	HIC: High Impact Crime - total
2014JJ00	GM0114	1062	HIC: High Impact Crime - total
2015JJ00	GM0114	932	HIC: High Impact Crime - total
2016JJ00	GM0114	883	HIC: High Impact Crime - total
2014JJ00	GM0388	151	HIC: High Impact Crime - total
2015JJ00	GM0388	163	HIC: High Impact Crime - total
2016JJ00	GM0388	134	HIC: High Impact Crime - total
2014JJ00	GM0153	1734	HIC: High Impact Crime - total
2015JJ00	GM0153	1555	HIC: High Impact Crime - total
2016JJ00	GM0153	1657	HIC: High Impact Crime - total
2014JJ00	GM0232	183	HIC: High Impact Crime - total
2015JJ00	GM0232	213	HIC: High Impact Crime - total
2016JJ00	GM0232	178	HIC: High Impact Crime - total
2014JJ00	GM0233	258	HIC: High Impact Crime - total
2015JJ00	GM0233	268	HIC: High Impact Crime - total
2016JJ00	GM0233	267	HIC: High Impact Crime - total
2014JJ00	GM0777	372	HIC: High Impact Crime - total
2015JJ00	GM0777	325	HIC: High Impact Crime - total
2016JJ00	GM0777	318	HIC: High Impact Crime - total
2014JJ00	GM1722	34	HIC: High Impact Crime - total
2015JJ00	GM1722	23	HIC: High Impact Crime - total
2016JJ00	GM1722	19	HIC: High Impact Crime - total
2014JJ00	GM0070	145	HIC: High Impact Crime - total
2015JJ00	GM0070	110	HIC: High Impact Crime - total
2016JJ00	GM0070	105	HIC: High Impact Crime - total
2014JJ00	GM1921	273	HIC: High Impact Crime - total
2015JJ00	GM1921	226	HIC: High Impact Crime - total
2016JJ00	GM1921		HIC: High Impact Crime - total
2014JJ00	GM1940		HIC: High Impact Crime - total
2015JJ00	GM1940		HIC: High Impact Crime - total
2016JJ00	GM1940	222	HIC: High Impact Crime - total
2014JJ00	GM0653		HIC: High Impact Crime - total
2015JJ00	GM0653		HIC: High Impact Crime - total
2016JJ00	GM0653		HIC: High Impact Crime - total
2014JJ00	GM0779	186	HIC: High Impact Crime - total
2015JJ00	GM0779	148	HIC: High Impact Crime - total
2016JJ00	GM0779	109	HIC: High Impact Crime - total
2014JJ00	GM0236	241	HIC: High Impact Crime - total
2015JJ00	GM0236	212	HIC: High Impact Crime - total
2016JJ00	GM0236	188	HIC: High Impact Crime - total
2014JJ00	GM1771	312	HIC: High Impact Crime - total
2015JJ00	GM1771	297	HIC: High Impact Crime - total
2016JJ00	GM1771	242	HIC: High Impact Crime - total
2014JJ00	GM1652	186	HIC: High Impact Crime - total
2015JJ00	GM1652	156	HIC: High Impact Crime - total
2016JJ00	GM1652	152	HIC: High Impact Crime - total
2014JJ00	GM0907	106	HIC: High Impact Crime - total
2015JJ00	GM0907	103	HIC: High Impact Crime - total
2016JJ00	GM0907	97	HIC: High Impact Crime - total
2014JJ00	GM0689	61	HIC: High Impact Crime - total
2015JJ00	GM0689	64	HIC: High Impact Crime - total
2016JJ00	GM0689	47	HIC: High Impact Crime - total
2014JJ00	GM0784	228	HIC: High Impact Crime - total
2015JJ00	GM0784	157	HIC: High Impact Crime - total
2016JJ00	GM0784	159	HIC: High Impact Crime - total
2014JJ00	GM1924	226	HIC: High Impact Crime - total
2015JJ00	GM1924	201	HIC: High Impact Crime - total
2016JJ00	GM1924	198	HIC: High Impact Crime - total
2014JJ00	GM0664	354	HIC: High Impact Crime - total
2015JJ00	GM0664	344	HIC: High Impact Crime - total
2016JJ00	GM0664	319	HIC: High Impact Crime - total
2014JJ00	GM0785	135	HIC: High Impact Crime - total
2015JJ00	GM0785	122	HIC: High Impact Crime - total
2016JJ00	GM0785	121	HIC: High Impact Crime - total
2014JJ00	GM1942		HIC: High Impact Crime - total
2015JJ00	GM1942		HIC: High Impact Crime - total
2016JJ00	GM1942	456	HIC: High Impact Crime - total
2014JJ00	GM0512	363	HIC: High Impact Crime - total
2015JJ00	GM0512	310	HIC: High Impact Crime - total
2016JJ00	GM0512	249	HIC: High Impact Crime - total
2014JJ00	GM0513	1171	HIC: High Impact Crime - total
2015JJ00	GM0513	1084	HIC: High Impact Crime - total
2016JJ00	GM0513	1090	HIC: High Impact Crime - total
2014JJ00	GM0365		HIC: High Impact Crime - total
2015JJ00	GM0365		HIC: High Impact Crime - total
2016JJ00	GM0365		HIC: High Impact Crime - total
2014JJ00	GM0786	67	HIC: High Impact Crime - total
2015JJ00	GM0786	75	HIC: High Impact Crime - total
2016JJ00	GM0786	81	HIC: High Impact Crime - total
2014JJ00	GM0518	7858	HIC: High Impact Crime - total
2015JJ00	GM0518	7552	HIC: High Impact Crime - total
2016JJ00	GM0518	6551	HIC: High Impact Crime - total
2014JJ00	GM0241	218	HIC: High Impact Crime - total
2015JJ00	GM0241	273	HIC: High Impact Crime - total
2016JJ00	GM0241		HIC: High Impact Crime - total
2014JJ00	GM0014	2852	HIC: High Impact Crime - total
2015JJ00	GM0014	2458	HIC: High Impact Crime - total
2016JJ00	GM0014	2393	HIC: High Impact Crime - total
2014JJ00	GM0015	48	HIC: High Impact Crime - total
2015JJ00	GM0015	40	HIC: High Impact Crime - total
2016JJ00	GM0015	32	HIC: High Impact Crime - total
2014JJ00	GM1729	87	HIC: High Impact Crime - total
2015JJ00	GM1729	76	HIC: High Impact Crime - total
2016JJ00	GM1729	68	HIC: High Impact Crime - total
2014JJ00	GM0158	126	HIC: High Impact Crime - total
2015JJ00	GM0158	74	HIC: High Impact Crime - total
2016JJ00	GM0158	88	HIC: High Impact Crime - total
2014JJ00	GM0788	73	HIC: High Impact Crime - total
2015JJ00	GM0788	110	HIC: High Impact Crime - total
2016JJ00	GM0788	50	HIC: High Impact Crime - total
2014JJ00	GM0392	1673	HIC: High Impact Crime - total
2015JJ00	GM0392	1440	HIC: High Impact Crime - total
2016JJ00	GM0392	1218	HIC: High Impact Crime - total
2014JJ00	GM0393	44	HIC: High Impact Crime - total
2015JJ00	GM0393	50	HIC: High Impact Crime - total
2016JJ00	GM0393	64	HIC: High Impact Crime - total
2014JJ00	GM0394	1120	HIC: High Impact Crime - total
2015JJ00	GM0394	1052	HIC: High Impact Crime - total
2016JJ00	GM0394	904	HIC: High Impact Crime - total
2014JJ00	GM1655	242	HIC: High Impact Crime - total
2015JJ00	GM1655	194	HIC: High Impact Crime - total
2016JJ00	GM1655	173	HIC: High Impact Crime - total
2014JJ00	GM0160	354	HIC: High Impact Crime - total
2015JJ00	GM0160	271	HIC: High Impact Crime - total
2016JJ00	GM0160	260	HIC: High Impact Crime - total
2014JJ00	GM0243	315	HIC: High Impact Crime - total
2015JJ00	GM0243	334	HIC: High Impact Crime - total
2016JJ00	GM0243	278	HIC: High Impact Crime - total
2014JJ00	GM0523	81	HIC: High Impact Crime - total
2015JJ00	GM0523	69	HIC: High Impact Crime - total
2016JJ00	GM0523	46	HIC: High Impact Crime - total
2014JJ00	GM0017	129	HIC: High Impact Crime - total
2015JJ00	GM0017	110	HIC: High Impact Crime - total
2016JJ00	GM0017	126	HIC: High Impact Crime - total
2014JJ00	GM0072	140	HIC: High Impact Crime - total
2015JJ00	GM0072	94	HIC: High Impact Crime - total
2016JJ00	GM0072	101	HIC: High Impact Crime - total
2014JJ00	GM0244	52	HIC: High Impact Crime - total
2015JJ00	GM0244	48	HIC: High Impact Crime - total
2016JJ00	GM0244	45	HIC: High Impact Crime - total
2014JJ00	GM0396	306	HIC: High Impact Crime - total
2015JJ00	GM0396	295	HIC: High Impact Crime - total
2016JJ00	GM0396	231	HIC: High Impact Crime - total
2014JJ00	GM0397	171	HIC: High Impact Crime - total
2015JJ00	GM0397	188	HIC: High Impact Crime - total
2016JJ00	GM0397	126	HIC: High Impact Crime - total
2014JJ00	GM0246	103	HIC: High Impact Crime - total
2015JJ00	GM0246	121	HIC: High Impact Crime - total
2016JJ00	GM0246	85	HIC: High Impact Crime - total
2014JJ00	GM0074	338	HIC: High Impact Crime - total
2015JJ00	GM0074	306	HIC: High Impact Crime - total
2016JJ00	GM0074	310	HIC: High Impact Crime - total
2014JJ00	GM0398	592	HIC: High Impact Crime - total
2015JJ00	GM0398	548	HIC: High Impact Crime - total
2016JJ00	GM0398	484	HIC: High Impact Crime - total
2014JJ00	GM0917	1424	HIC: High Impact Crime - total
2015JJ00	GM0917	1138	HIC: High Impact Crime - total
2016JJ00	GM0917	1065	HIC: High Impact Crime - total
2014JJ00	GM1658	139	HIC: High Impact Crime - total
2015JJ00	GM1658	70	HIC: High Impact Crime - total
2016JJ00	GM1658	87	HIC: High Impact Crime - total
2014JJ00	GM0399	171	HIC: High Impact Crime - total
2015JJ00	GM0399	196	HIC: High Impact Crime - total
2016JJ00	GM0399	181	HIC: High Impact Crime - total
2014JJ00	GM0400	734	HIC: High Impact Crime - total
2015JJ00	GM0400	634	HIC: High Impact Crime - total
2016JJ00	GM0400	606	HIC: High Impact Crime - total
2014JJ00	GM0163	149	HIC: High Impact Crime - total
2015JJ00	GM0163	120	HIC: High Impact Crime - total
2016JJ00	GM0163	103	HIC: High Impact Crime - total
2014JJ00	GM0530	317	HIC: High Impact Crime - total
2015JJ00	GM0530	275	HIC: High Impact Crime - total
2016JJ00	GM0530	232	HIC: High Impact Crime - total
2014JJ00	GM0794	1203	HIC: High Impact Crime - total
2015JJ00	GM0794	1284	HIC: High Impact Crime - total
2016JJ00	GM0794	1102	HIC: High Impact Crime - total
2014JJ00	GM0531	132	HIC: High Impact Crime - total
2015JJ00	GM0531	114	HIC: High Impact Crime - total
2016JJ00	GM0531	122	HIC: High Impact Crime - total
2014JJ00	GM0164	856	HIC: High Impact Crime - total
2015JJ00	GM0164	744	HIC: High Impact Crime - total
2016JJ00	GM0164	685	HIC: High Impact Crime - total
2014JJ00	GM0796	1701	HIC: High Impact Crime - total
2015JJ00	GM0796	1616	HIC: High Impact Crime - total
2016JJ00	GM0796	1580	HIC: High Impact Crime - total
2014JJ00	GM0252	78	HIC: High Impact Crime - total
2015JJ00	GM0252	111	HIC: High Impact Crime - total
2016JJ00	GM0252	132	HIC: High Impact Crime - total
2014JJ00	GM0797	301	HIC: High Impact Crime - total
2015JJ00	GM0797	300	HIC: High Impact Crime - total
2016JJ00	GM0797	185	HIC: High Impact Crime - total
2014JJ00	GM0534	150	HIC: High Impact Crime - total
2015JJ00	GM0534	144	HIC: High Impact Crime - total
2016JJ00	GM0534	137	HIC: High Impact Crime - total
2014JJ00	GM0798	83	HIC: High Impact Crime - total
2015JJ00	GM0798	94	HIC: High Impact Crime - total
2016JJ00	GM0798	68	HIC: High Impact Crime - total
2014JJ00	GM0402	930	HIC: High Impact Crime - total
2015JJ00	GM0402	969	HIC: High Impact Crime - total
2016JJ00	GM0402	809	HIC: High Impact Crime - total
2014JJ00	GM1735	166	HIC: High Impact Crime - total
2015JJ00	GM1735	165	HIC: High Impact Crime - total
2016JJ00	GM1735	177	HIC: High Impact Crime - total
2014JJ00	GM1911	294	HIC: High Impact Crime - total
2015JJ00	GM1911	224	HIC: High Impact Crime - total
2016JJ00	GM1911	232	HIC: High Impact Crime - total
2014JJ00	GM0118	564	HIC: High Impact Crime - total
2015JJ00	GM0118	492	HIC: High Impact Crime - total
2016JJ00	GM0118	340	HIC: High Impact Crime - total
2014JJ00	GM0018	315	HIC: High Impact Crime - total
2015JJ00	GM0018	276	HIC: High Impact Crime - total
2016JJ00	GM0018	260	HIC: High Impact Crime - total
2014JJ00	GM0405	787	HIC: High Impact Crime - total
2015JJ00	GM0405	781	HIC: High Impact Crime - total
2016JJ00	GM0405	711	HIC: High Impact Crime - total
2014JJ00	GM1507	203	HIC: High Impact Crime - total
2015JJ00	GM1507	233	HIC: High Impact Crime - total
2016JJ00	GM1507	215	HIC: High Impact Crime - total
2014JJ00	GM0321	236	HIC: High Impact Crime - total
2015JJ00	GM0321	218	HIC: High Impact Crime - total
2016JJ00	GM0321	273	HIC: High Impact Crime - total
2014JJ00	GM0406	445	HIC: High Impact Crime - total
2015JJ00	GM0406	517	HIC: High Impact Crime - total
2016JJ00	GM0406	420	HIC: High Impact Crime - total
2014JJ00	GM0677	197	HIC: High Impact Crime - total
2015JJ00	GM0677	205	HIC: High Impact Crime - total
2016JJ00	GM0677	163	HIC: High Impact Crime - total
2014JJ00	GM0353	241	HIC: High Impact Crime - total
2015JJ00	GM0353	175	HIC: High Impact Crime - total
2016JJ00	GM0353	213	HIC: High Impact Crime - total
2014JJ00	GM1884	140	HIC: High Impact Crime - total
2015JJ00	GM1884	128	HIC: High Impact Crime - total
2016JJ00	GM1884	125	HIC: High Impact Crime - total
2014JJ00	GM0166	260	HIC: High Impact Crime - total
2015JJ00	GM0166	259	HIC: High Impact Crime - total
2016JJ00	GM0166	243	HIC: High Impact Crime - total
2014JJ00	GM0678	39	HIC: High Impact Crime - total
2015JJ00	GM0678	53	HIC: High Impact Crime - total
2016JJ00	GM0678	41	HIC: High Impact Crime - total
2014JJ00	GM0537	321	HIC: High Impact Crime - total
2015JJ00	GM0537	343	HIC: High Impact Crime - total
2016JJ00	GM0537	267	HIC: High Impact Crime - total
2014JJ00	GM0928	584	HIC: High Impact Crime - total
2015JJ00	GM0928	494	HIC: High Impact Crime - total
2016JJ00	GM0928	518	HIC: High Impact Crime - total
2014JJ00	GM1598	151	HIC: High Impact Crime - total
2015JJ00	GM1598	167	HIC: High Impact Crime - total
2016JJ00	GM1598	117	HIC: High Impact Crime - total
2014JJ00	GM0079	60	HIC: High Impact Crime - total
2015JJ00	GM0079	40	HIC: High Impact Crime - total
2016JJ00	GM0079	36	HIC: High Impact Crime - total
2014JJ00	GM0588	26	HIC: High Impact Crime - total
2015JJ00	GM0588	31	HIC: High Impact Crime - total
2016JJ00	GM0588	24	HIC: High Impact Crime - total
2014JJ00	GM0542	142	HIC: High Impact Crime - total
2015JJ00	GM0542	106	HIC: High Impact Crime - total
2016JJ00	GM0542	115	HIC: High Impact Crime - total
2014JJ00	GM1931	268	HIC: High Impact Crime - total
2015JJ00	GM1931	263	HIC: High Impact Crime - total
2016JJ00	GM1931	292	HIC: High Impact Crime - total
2014JJ00	GM1659	137	HIC: High Impact Crime - total
2015JJ00	GM1659	114	HIC: High Impact Crime - total
2016JJ00	GM1659	80	HIC: High Impact Crime - total
2014JJ00	GM1685	66	HIC: High Impact Crime - total
2015JJ00	GM1685	87	HIC: High Impact Crime - total
2016JJ00	GM1685	78	HIC: High Impact Crime - total
2014JJ00	GM0882	336	HIC: High Impact Crime - total
2015JJ00	GM0882	302	HIC: High Impact Crime - total
2016JJ00	GM0882	271	HIC: High Impact Crime - total
2014JJ00	GM0415	79	HIC: High Impact Crime - total
2015JJ00	GM0415	78	HIC: High Impact Crime - total
2016JJ00	GM0415	73	HIC: High Impact Crime - total
2014JJ00	GM0416	244	HIC: High Impact Crime - total
2015JJ00	GM0416	218	HIC: High Impact Crime - total
2016JJ00	GM0416	153	HIC: High Impact Crime - total
2014JJ00	GM1621	411	HIC: High Impact Crime - total
2015JJ00	GM1621	422	HIC: High Impact Crime - total
2016JJ00	GM1621	403	HIC: High Impact Crime - total
2014JJ00	GM0417	122	HIC: High Impact Crime - total
2015JJ00	GM0417	111	HIC: High Impact Crime - total
2016JJ00	GM0417	102	HIC: High Impact Crime - total
2014JJ00	GM0022	127	HIC: High Impact Crime - total
2015JJ00	GM0022	82	HIC: High Impact Crime - total
2016JJ00	GM0022	81	HIC: High Impact Crime - total
2014JJ00	GM0545	156	HIC: High Impact Crime - total
2015JJ00	GM0545	114	HIC: High Impact Crime - total
2016JJ00	GM0545	114	HIC: High Impact Crime - total
2014JJ00	GM0080	1556	HIC: High Impact Crime - total
2015JJ00	GM0080	1531	HIC: High Impact Crime - total
2016JJ00	GM0080	1306	HIC: High Impact Crime - total
2014JJ00	GM0081	70	HIC: High Impact Crime - total
2015JJ00	GM0081	39	HIC: High Impact Crime - total
2016JJ00	GM0081	36	HIC: High Impact Crime - total
2014JJ00	GM0546	1332	HIC: High Impact Crime - total
2015JJ00	GM0546	1058	HIC: High Impact Crime - total
2016JJ00	GM0546	897	HIC: High Impact Crime - total
2014JJ00	GM0547	134	HIC: High Impact Crime - total
2015JJ00	GM0547	153	HIC: High Impact Crime - total
2016JJ00	GM0547	109	HIC: High Impact Crime - total
2014JJ00	GM1916	692	HIC: High Impact Crime - total
2015JJ00	GM1916	697	HIC: High Impact Crime - total
2016JJ00	GM1916	600	HIC: High Impact Crime - total
2014JJ00	GM0995	942	HIC: High Impact Crime - total
2015JJ00	GM0995	912	HIC: High Impact Crime - total
2016JJ00	GM0995	846	HIC: High Impact Crime - total
2014JJ00	GM0082		HIC: High Impact Crime - total
2015JJ00	GM0082		HIC: High Impact Crime - total
2016JJ00	GM0082		HIC: High Impact Crime - total
2014JJ00	GM1640	293	HIC: High Impact Crime - total
2015JJ00	GM1640	266	HIC: High Impact Crime - total
2016JJ00	GM1640	215	HIC: High Impact Crime - total
2014JJ00	GM0327	130	HIC: High Impact Crime - total
2015JJ00	GM0327	97	HIC: High Impact Crime - total
2016JJ00	GM0327	138	HIC: High Impact Crime - total
2014JJ00	GM0733	69	HIC: High Impact Crime - total
2015JJ00	GM0733	54	HIC: High Impact Crime - total
2016JJ00	GM0733	42	HIC: High Impact Crime - total
2014JJ00	GM1705	192	HIC: High Impact Crime - total
2015JJ00	GM1705	209	HIC: High Impact Crime - total
2016JJ00	GM1705	223	HIC: High Impact Crime - total
2014JJ00	GM0553	112	HIC: High Impact Crime - total
2015JJ00	GM0553	118	HIC: High Impact Crime - total
2016JJ00	GM0553	123	HIC: High Impact Crime - total
2014JJ00	GM0140	46	HIC: High Impact Crime - total
2015JJ00	GM0140	32	HIC: High Impact Crime - total
2016JJ00	GM0140	41	HIC: High Impact Crime - total
2014JJ00	GM0262	213	HIC: High Impact Crime - total
2015JJ00	GM0262	194	HIC: High Impact Crime - total
2016JJ00	GM0262	215	HIC: High Impact Crime - total
2014JJ00	GM0809	182	HIC: High Impact Crime - total
2015JJ00	GM0809	136	HIC: High Impact Crime - total
2016JJ00	GM0809	152	HIC: High Impact Crime - total
2014JJ00	GM0331	37	HIC: High Impact Crime - total
2015JJ00	GM0331	41	HIC: High Impact Crime - total
2016JJ00	GM0331	47	HIC: High Impact Crime - total
2014JJ00	GM0024	56	HIC: High Impact Crime - total
2015JJ00	GM0024	69	HIC: High Impact Crime - total
2016JJ00	GM0024	32	HIC: High Impact Crime - total
2014JJ00	GM0168	107	HIC: High Impact Crime - total
2015JJ00	GM0168	108	HIC: High Impact Crime - total
2016JJ00	GM0168	102	HIC: High Impact Crime - total
2014JJ00	GM1671		HIC: High Impact Crime - total
2015JJ00	GM1671		HIC: High Impact Crime - total
2016JJ00	GM1671		HIC: High Impact Crime - total
2014JJ00	GM0263	200	HIC: High Impact Crime - total
2015JJ00	GM0263	180	HIC: High Impact Crime - total
2016JJ00	GM0263	136	HIC: High Impact Crime - total
2014JJ00	GM1641	160	HIC: High Impact Crime - total
2015JJ00	GM1641	155	HIC: High Impact Crime - total
2016JJ00	GM1641	153	HIC: High Impact Crime - total
2014JJ00	GM0556	306	HIC: High Impact Crime - total
2015JJ00	GM0556	312	HIC: High Impact Crime - total
2016JJ00	GM0556	272	HIC: High Impact Crime - total
2014JJ00	GM0935	2043	HIC: High Impact Crime - total
2015JJ00	GM0935	1862	HIC: High Impact Crime - total
2016JJ00	GM0935	1336	HIC: High Impact Crime - total
2014JJ00	GM1663	53	HIC: High Impact Crime - total
2015JJ00	GM1663	33	HIC: High Impact Crime - total
2016JJ00	GM1663	47	HIC: High Impact Crime - total
2014JJ00	GM0025	41	HIC: High Impact Crime - total
2015JJ00	GM0025	56	HIC: High Impact Crime - total
2016JJ00	GM0025	59	HIC: High Impact Crime - total
2014JJ00	GM0420	378	HIC: High Impact Crime - total
2015JJ00	GM0420	288	HIC: High Impact Crime - total
2016JJ00	GM0420	250	HIC: High Impact Crime - total
2014JJ00	GM0938	164	HIC: High Impact Crime - total
2015JJ00	GM0938	114	HIC: High Impact Crime - total
2016JJ00	GM0938	108	HIC: High Impact Crime - total
2014JJ00	GM1948		HIC: High Impact Crime - total
2015JJ00	GM1948		HIC: High Impact Crime - total
2016JJ00	GM1948		HIC: High Impact Crime - total
2014JJ00	GM1908	59	HIC: High Impact Crime - total
2015JJ00	GM1908	63	HIC: High Impact Crime - total
2016JJ00	GM1908	55	HIC: High Impact Crime - total
2014JJ00	GM1987	70	HIC: High Impact Crime - total
2015JJ00	GM1987	99	HIC: High Impact Crime - total
2016JJ00	GM1987	62	HIC: High Impact Crime - total
2014JJ00	GM0119	270	HIC: High Impact Crime - total
2015JJ00	GM0119	249	HIC: High Impact Crime - total
2016JJ00	GM0119	170	HIC: High Impact Crime - total
2014JJ00	GM0687	433	HIC: High Impact Crime - total
2015JJ00	GM0687	472	HIC: High Impact Crime - total
2016JJ00	GM0687	321	HIC: High Impact Crime - total
2014JJ00	GM1842	138	HIC: High Impact Crime - total
2015JJ00	GM1842	102	HIC: High Impact Crime - total
2016JJ00	GM1842	101	HIC: High Impact Crime - total
2014JJ00	GM1731	216	HIC: High Impact Crime - total
2015JJ00	GM1731	197	HIC: High Impact Crime - total
2016JJ00	GM1731	213	HIC: High Impact Crime - total
2014JJ00	GM0815	33	HIC: High Impact Crime - total
2015JJ00	GM0815	39	HIC: High Impact Crime - total
2016JJ00	GM0815	37	HIC: High Impact Crime - total
2014JJ00	GM0265		HIC: High Impact Crime - total
2015JJ00	GM0265		HIC: High Impact Crime - total
2016JJ00	GM0265		HIC: High Impact Crime - total
2014JJ00	GM1709	278	HIC: High Impact Crime - total
2015JJ00	GM1709	323	HIC: High Impact Crime - total
2016JJ00	GM1709	205	HIC: High Impact Crime - total
2014JJ00	GM1927	95	HIC: High Impact Crime - total
2015JJ00	GM1927	74	HIC: High Impact Crime - total
2016JJ00	GM1927	75	HIC: High Impact Crime - total
2014JJ00	GM1955	200	HIC: High Impact Crime - total
2015JJ00	GM1955	202	HIC: High Impact Crime - total
2016JJ00	GM1955	210	HIC: High Impact Crime - total
2014JJ00	GM0335	54	HIC: High Impact Crime - total
2015JJ00	GM0335	52	HIC: High Impact Crime - total
2016JJ00	GM0335	40	HIC: High Impact Crime - total
