Perioden	CBScode	Crimes	CrimeType
2016JJ00	GM0294	2	Trespassing
2014JJ00	GM0873	2	Trespassing
2015JJ00	GM0873	0	Trespassing
2016JJ00	GM0873	0	Trespassing
2014JJ00	GM0632	3	Trespassing
2015JJ00	GM0632	3	Trespassing
2016JJ00	GM0632	2	Trespassing
2014JJ00	GM1690	0	Trespassing
2015JJ00	GM1690	0	Trespassing
2016JJ00	GM1690	0	Trespassing
2014JJ00	GM0880	0	Trespassing
2015JJ00	GM0880	0	Trespassing
2016JJ00	GM0880	1	Trespassing
2014JJ00	GM0351	2	Trespassing
2015JJ00	GM0351	0	Trespassing
2016JJ00	GM0351	0	Trespassing
2014JJ00	GM0874	0	Trespassing
2015JJ00	GM0874	0	Trespassing
2016JJ00	GM0874	0	Trespassing
2014JJ00	GM0479	17	Trespassing
2015JJ00	GM0479	15	Trespassing
2016JJ00	GM0479	21	Trespassing
2014JJ00	GM0297	2	Trespassing
2015JJ00	GM0297	1	Trespassing
2016JJ00	GM0297	3	Trespassing
2014JJ00	GM0473	0	Trespassing
2015JJ00	GM0473	4	Trespassing
2016JJ00	GM0473	0	Trespassing
2014JJ00	GM0707	0	Trespassing
2015JJ00	GM0707	0	Trespassing
2016JJ00	GM0707	0	Trespassing
2014JJ00	GM0478	0	Trespassing
2015JJ00	GM0478	0	Trespassing
2016JJ00	GM0478		Trespassing
2014JJ00	GM0050	1	Trespassing
2015JJ00	GM0050	0	Trespassing
2016JJ00	GM0050	4	Trespassing
2014JJ00	GM0355	9	Trespassing
2015JJ00	GM0355	5	Trespassing
2016JJ00	GM0355	4	Trespassing
2014JJ00	GM0299	0	Trespassing
2015JJ00	GM0299	3	Trespassing
2016JJ00	GM0299	0	Trespassing
2014JJ00	GM0637	7	Trespassing
2015JJ00	GM0637	13	Trespassing
2016JJ00	GM0637	17	Trespassing
2014JJ00	GM0638	0	Trespassing
2015JJ00	GM0638	0	Trespassing
2016JJ00	GM0638	0	Trespassing
2014JJ00	GM0056	1	Trespassing
2015JJ00	GM0056	0	Trespassing
2016JJ00	GM0056	1	Trespassing
2014JJ00	GM1892	3	Trespassing
2015JJ00	GM1892	5	Trespassing
2016JJ00	GM1892	3	Trespassing
2014JJ00	GM0879	4	Trespassing
2015JJ00	GM0879	1	Trespassing
2016JJ00	GM0879	3	Trespassing
2014JJ00	GM0301	8	Trespassing
2015JJ00	GM0301	5	Trespassing
2016JJ00	GM0301	9	Trespassing
2014JJ00	GM1896	1	Trespassing
2015JJ00	GM1896	0	Trespassing
2016JJ00	GM1896	0	Trespassing
2014JJ00	GM0642	1	Trespassing
2015JJ00	GM0642	2	Trespassing
2016JJ00	GM0642	0	Trespassing
2014JJ00	GM0193	17	Trespassing
2015JJ00	GM0193	18	Trespassing
2016JJ00	GM0193	19	Trespassing
2014JJ00	GM1680	29	mistreatment
2015JJ00	GM1680	33	mistreatment
2016JJ00	GM1680	30	mistreatment
2014JJ00	GM0738	19	mistreatment
2015JJ00	GM0738	18	mistreatment
2016JJ00	GM0738	15	mistreatment
2014JJ00	GM0358	66	mistreatment
2015JJ00	GM0358	52	mistreatment
2016JJ00	GM0358	64	mistreatment
2014JJ00	GM0197	34	mistreatment
2015JJ00	GM0197	36	mistreatment
2016JJ00	GM0197	28	mistreatment
2014JJ00	GM0059	74	mistreatment
2015JJ00	GM0059	58	mistreatment
2016JJ00	GM0059	66	mistreatment
2014JJ00	GM0482	39	mistreatment
2015JJ00	GM0482	45	mistreatment
2016JJ00	GM0482	41	mistreatment
2014JJ00	GM0613	38	mistreatment
2015JJ00	GM0613	53	mistreatment
2016JJ00	GM0613	62	mistreatment
2014JJ00	GM0361	413	mistreatment
2015JJ00	GM0361	393	mistreatment
2016JJ00	GM0361	348	mistreatment
2014JJ00	GM0141	230	mistreatment
2015JJ00	GM0141	206	mistreatment
2016JJ00	GM0141	255	mistreatment
2014JJ00	GM0034	763	mistreatment
2015JJ00	GM0034	732	mistreatment
2016JJ00	GM0034	758	mistreatment
2014JJ00	GM0484	238	mistreatment
2015JJ00	GM0484	235	mistreatment
2016JJ00	GM0484	215	mistreatment
2014JJ00	GM1723	11	mistreatment
2015JJ00	GM1723	8	mistreatment
2016JJ00	GM1723	12	mistreatment
2014JJ00	GM0060	8	mistreatment
2015JJ00	GM0060	12	mistreatment
2016JJ00	GM0060	13	mistreatment
2014JJ00	GM0307	431	mistreatment
2015JJ00	GM0307	400	mistreatment
2016JJ00	GM0307	398	mistreatment
2014JJ00	GM0362	144	mistreatment
2015JJ00	GM0362	165	mistreatment
2016JJ00	GM0362	163	mistreatment
2014JJ00	GM0363	4315	mistreatment
2015JJ00	GM0363	4325	mistreatment
2016JJ00	GM0363	4356	mistreatment
2014JJ00	GM0200	435	mistreatment
2015JJ00	GM0200	367	mistreatment
2016JJ00	GM0200	390	mistreatment
2014JJ00	GM0003	47	mistreatment
2015JJ00	GM0003	36	mistreatment
2016JJ00	GM0003	40	mistreatment
2014JJ00	GM0202	745	mistreatment
2015JJ00	GM0202	748	mistreatment
2016JJ00	GM0202	686	mistreatment
2014JJ00	GM0106	254	mistreatment
2015JJ00	GM0106	258	mistreatment
2016JJ00	GM0106	223	mistreatment
2014JJ00	GM0743	46	mistreatment
2015JJ00	GM0743	34	mistreatment
2016JJ00	GM0743	31	mistreatment
2014JJ00	GM0744	16	mistreatment
2015JJ00	GM0744	8	mistreatment
2016JJ00	GM0744	12	mistreatment
2014JJ00	GM0308	53	mistreatment
2015JJ00	GM0308	44	mistreatment
2016JJ00	GM0308	43	mistreatment
2014JJ00	GM0489	71	mistreatment
2015JJ00	GM0489	66	mistreatment
2016JJ00	GM0489	63	mistreatment
2014JJ00	GM0203	81	mistreatment
2015JJ00	GM0203	100	mistreatment
2016JJ00	GM0203	70	mistreatment
2014JJ00	GM0005	14	mistreatment
2015JJ00	GM0005	12	mistreatment
2016JJ00	GM0005	14	mistreatment
2014JJ00	GM0888	42	mistreatment
2015JJ00	GM0888	33	mistreatment
2016JJ00	GM0888	53	mistreatment
2014JJ00	GM0370	12	mistreatment
2015JJ00	GM0370	13	mistreatment
2016JJ00	GM0370	12	mistreatment
2014JJ00	GM0889	18	mistreatment
2015JJ00	GM0889	20	mistreatment
2016JJ00	GM0889	26	mistreatment
2014JJ00	GM0007	23	mistreatment
2015JJ00	GM0007	14	mistreatment
2016JJ00	GM0007	18	mistreatment
2014JJ00	GM1945		mistreatment
2015JJ00	GM1945		mistreatment
2016JJ00	GM1945	77	mistreatment
2014JJ00	GM0491		mistreatment
2015JJ00	GM0491		mistreatment
2016JJ00	GM0491		mistreatment
2014JJ00	GM1724	26	mistreatment
2015JJ00	GM1724	24	mistreatment
2016JJ00	GM1724	13	mistreatment
2014JJ00	GM0893	18	mistreatment
2015JJ00	GM0893	24	mistreatment
2016JJ00	GM0893	25	mistreatment
2014JJ00	GM0373	65	mistreatment
2015JJ00	GM0373	52	mistreatment
2016JJ00	GM0373	58	mistreatment
2014JJ00	GM0748	216	mistreatment
2015JJ00	GM0748	224	mistreatment
2016JJ00	GM0748	223	mistreatment
2014JJ00	GM1859	91	mistreatment
2015JJ00	GM1859	52	mistreatment
2016JJ00	GM1859	67	mistreatment
2014JJ00	GM1721	34	mistreatment
2015JJ00	GM1721	43	mistreatment
2016JJ00	GM1721	37	mistreatment
2014JJ00	GM0568		mistreatment
2015JJ00	GM0568		mistreatment
2016JJ00	GM0568		mistreatment
2014JJ00	GM0753	67	mistreatment
2015JJ00	GM0753	63	mistreatment
2016JJ00	GM0753	63	mistreatment
2014JJ00	GM0209	40	mistreatment
2015JJ00	GM0209	31	mistreatment
2016JJ00	GM0209	40	mistreatment
2014JJ00	GM0375	138	mistreatment
2015JJ00	GM0375	136	mistreatment
2016JJ00	GM0375	155	mistreatment
2014JJ00	GM0063	13	mistreatment
2015JJ00	GM0063	18	mistreatment
2016JJ00	GM0063	19	mistreatment
2014JJ00	GM0310	59	mistreatment
2015JJ00	GM0310	59	mistreatment
2016JJ00	GM0310	64	mistreatment
2014JJ00	GM0585	34	mistreatment
2015JJ00	GM0585	31	mistreatment
2016JJ00	GM0585	44	mistreatment
2014JJ00	GM1728	24	mistreatment
2015JJ00	GM1728	33	mistreatment
2016JJ00	GM1728	36	mistreatment
2014JJ00	GM0376	12	mistreatment
2015JJ00	GM0376	9	mistreatment
2016JJ00	GM0376	11	mistreatment
2014JJ00	GM0377	49	mistreatment
2015JJ00	GM0377	58	mistreatment
2016JJ00	GM0377	49	mistreatment
2014JJ00	GM0055		mistreatment
2015JJ00	GM0055		mistreatment
2016JJ00	GM0055		mistreatment
2014JJ00	GM1901	42	mistreatment
2015JJ00	GM1901	59	mistreatment
2016JJ00	GM1901	45	mistreatment
2014JJ00	GM0755	16	mistreatment
2015JJ00	GM0755	20	mistreatment
2016JJ00	GM0755	8	mistreatment
2014JJ00	GM0009	12	mistreatment
2015JJ00	GM0009	4	mistreatment
2016JJ00	GM0009	5	mistreatment
2014JJ00	GM1681	42	mistreatment
2015JJ00	GM1681	37	mistreatment
2016JJ00	GM1681	50	mistreatment
2014JJ00	GM0147	18	mistreatment
2015JJ00	GM0147	29	mistreatment
2016JJ00	GM0147	21	mistreatment
2014JJ00	GM0654	21	mistreatment
2015JJ00	GM0654	27	mistreatment
2016JJ00	GM0654	17	mistreatment
2014JJ00	GM0499		mistreatment
2015JJ00	GM0499		mistreatment
2016JJ00	GM0499		mistreatment
2014JJ00	GM0756	35	mistreatment
2015JJ00	GM0756	37	mistreatment
2016JJ00	GM0756	35	mistreatment
2014JJ00	GM0757	88	mistreatment
2015JJ00	GM0757	78	mistreatment
2016JJ00	GM0757	76	mistreatment
2014JJ00	GM0758	689	mistreatment
2015JJ00	GM0758	780	mistreatment
2016JJ00	GM0758	737	mistreatment
2014JJ00	GM0501	40	mistreatment
2015JJ00	GM0501	38	mistreatment
2016JJ00	GM0501	34	mistreatment
2014JJ00	GM1876	34	mistreatment
2015JJ00	GM1876	25	mistreatment
2016JJ00	GM1876	28	mistreatment
2014JJ00	GM0213	28	mistreatment
2015JJ00	GM0213	36	mistreatment
2016JJ00	GM0213	33	mistreatment
2014JJ00	GM0899	79	mistreatment
2015JJ00	GM0899	71	mistreatment
2016JJ00	GM0899	61	mistreatment
2014JJ00	GM0312	22	mistreatment
2015JJ00	GM0312	32	mistreatment
2016JJ00	GM0312	23	mistreatment
2014JJ00	GM0313	31	mistreatment
2015JJ00	GM0313	35	mistreatment
2016JJ00	GM0313	38	mistreatment
2014JJ00	GM0214	65	mistreatment
2015JJ00	GM0214	49	mistreatment
2016JJ00	GM0214	54	mistreatment
2014JJ00	GM0381	71	mistreatment
2015JJ00	GM0381	59	mistreatment
2016JJ00	GM0381		mistreatment
2014JJ00	GM0502	202	mistreatment
2015JJ00	GM0502	215	mistreatment
2016JJ00	GM0502	174	mistreatment
2014JJ00	GM0383	62	mistreatment
2015JJ00	GM0383	60	mistreatment
2016JJ00	GM0383	53	mistreatment
2014JJ00	GM0109	99	mistreatment
2015JJ00	GM0109	74	mistreatment
2016JJ00	GM0109	81	mistreatment
2014JJ00	GM1706	47	mistreatment
2015JJ00	GM1706	33	mistreatment
2016JJ00	GM1706	56	mistreatment
2014JJ00	GM0611	23	mistreatment
2015JJ00	GM0611	15	mistreatment
2016JJ00	GM0611	13	mistreatment
2014JJ00	GM1684	57	mistreatment
2015JJ00	GM1684	52	mistreatment
2016JJ00	GM1684	42	mistreatment
2014JJ00	GM0216	78	mistreatment
2015JJ00	GM0216	83	mistreatment
2016JJ00	GM0216	67	mistreatment
2014JJ00	GM0148	16	mistreatment
2015JJ00	GM0148	17	mistreatment
2016JJ00	GM0148	8	mistreatment
2014JJ00	GM1891	36	mistreatment
2015JJ00	GM1891	25	mistreatment
2016JJ00	GM1891	32	mistreatment
2014JJ00	GM0503	308	mistreatment
2015JJ00	GM0503	322	mistreatment
2016JJ00	GM0503	284	mistreatment
2014JJ00	GM0010	96	mistreatment
2015JJ00	GM0010	95	mistreatment
2016JJ00	GM0010	100	mistreatment
2014JJ00	GM0762	80	mistreatment
2015JJ00	GM0762	58	mistreatment
2016JJ00	GM0762	56	mistreatment
2014JJ00	GM0150	356	mistreatment
2015JJ00	GM0150	303	mistreatment
2016JJ00	GM0150	319	mistreatment
2014JJ00	GM0384	90	mistreatment
2015JJ00	GM0384	72	mistreatment
2016JJ00	GM0384	78	mistreatment
2014JJ00	GM1774	33	mistreatment
2015JJ00	GM1774	31	mistreatment
2016JJ00	GM1774	21	mistreatment
2014JJ00	GM0221	26	mistreatment
2015JJ00	GM0221	22	mistreatment
2016JJ00	GM0221	14	mistreatment
2014JJ00	GM0222	188	mistreatment
2015JJ00	GM0222	178	mistreatment
2016JJ00	GM0222	153	mistreatment
2014JJ00	GM0766	47	mistreatment
2015JJ00	GM0766	46	mistreatment
2016JJ00	GM0766	34	mistreatment
2014JJ00	GM0058	71	mistreatment
2015JJ00	GM0058	35	mistreatment
2016JJ00	GM0058	43	mistreatment
2014JJ00	GM0505	461	mistreatment
2015JJ00	GM0505	457	mistreatment
2016JJ00	GM0505	442	mistreatment
2014JJ00	GM0498	37	mistreatment
2015JJ00	GM0498	29	mistreatment
2016JJ00	GM0498	41	mistreatment
2014JJ00	GM1719	34	mistreatment
2015JJ00	GM1719	26	mistreatment
2016JJ00	GM1719	27	mistreatment
2014JJ00	GM0303	80	mistreatment
2015JJ00	GM0303	60	mistreatment
2016JJ00	GM0303	74	mistreatment
2014JJ00	GM0225	38	mistreatment
2015JJ00	GM0225	33	mistreatment
2016JJ00	GM0225	27	mistreatment
2014JJ00	GM0226	31	mistreatment
2015JJ00	GM0226	41	mistreatment
2016JJ00	GM0226	26	mistreatment
2014JJ00	GM1711	66	mistreatment
2015JJ00	GM1711	66	mistreatment
2016JJ00	GM1711	72	mistreatment
2014JJ00	GM0385	49	mistreatment
2015JJ00	GM0385	51	mistreatment
2016JJ00	GM0385	53	mistreatment
2014JJ00	GM0228	260	mistreatment
2015JJ00	GM0228	275	mistreatment
2016JJ00	GM0228	272	mistreatment
2014JJ00	GM0317	5	mistreatment
2015JJ00	GM0317	11	mistreatment
2016JJ00	GM0317	9	mistreatment
2014JJ00	GM1651	40	mistreatment
2015JJ00	GM1651	36	mistreatment
2016JJ00	GM1651	45	mistreatment
2014JJ00	GM0770	25	mistreatment
2015JJ00	GM0770	31	mistreatment
2016JJ00	GM0770	20	mistreatment
2014JJ00	GM1903	32	mistreatment
2015JJ00	GM1903	32	mistreatment
2016JJ00	GM1903	18	mistreatment
2014JJ00	GM0772	1067	mistreatment
2015JJ00	GM0772	1154	mistreatment
2016JJ00	GM0772	1023	mistreatment
2014JJ00	GM0230	28	mistreatment
2015JJ00	GM0230	34	mistreatment
2016JJ00	GM0230	31	mistreatment
2014JJ00	GM0114	421	mistreatment
2015JJ00	GM0114	364	mistreatment
2016JJ00	GM0114	362	mistreatment
2014JJ00	GM0388	50	mistreatment
2015JJ00	GM0388	62	mistreatment
2016JJ00	GM0388	55	mistreatment
2014JJ00	GM0153	558	mistreatment
2015JJ00	GM0153	470	mistreatment
2016JJ00	GM0153	471	mistreatment
2014JJ00	GM0232	47	mistreatment
2015JJ00	GM0232	59	mistreatment
2016JJ00	GM0232	47	mistreatment
2014JJ00	GM0233	83	mistreatment
2015JJ00	GM0233	88	mistreatment
2016JJ00	GM0233	89	mistreatment
2014JJ00	GM0777	118	mistreatment
2015JJ00	GM0777	110	mistreatment
2016JJ00	GM0777	120	mistreatment
2014JJ00	GM1722	15	mistreatment
2015JJ00	GM1722	7	mistreatment
2016JJ00	GM1722	6	mistreatment
2014JJ00	GM0070	48	mistreatment
2015JJ00	GM0070	33	mistreatment
2016JJ00	GM0070	40	mistreatment
2014JJ00	GM1921	88	mistreatment
2015JJ00	GM1921	95	mistreatment
2016JJ00	GM1921		mistreatment
2014JJ00	GM1940		mistreatment
2015JJ00	GM1940		mistreatment
2016JJ00	GM1940	86	mistreatment
2014JJ00	GM0653		mistreatment
2015JJ00	GM0653		mistreatment
2016JJ00	GM0653		mistreatment
2014JJ00	GM0779	53	mistreatment
2015JJ00	GM0779	48	mistreatment
2016JJ00	GM0779	37	mistreatment
2014JJ00	GM0236	65	mistreatment
2015JJ00	GM0236	66	mistreatment
2016JJ00	GM0236	63	mistreatment
2014JJ00	GM1771	83	mistreatment
2015JJ00	GM1771	84	mistreatment
2016JJ00	GM1771	70	mistreatment
2014JJ00	GM1652	63	mistreatment
2015JJ00	GM1652	44	mistreatment
2016JJ00	GM1652	42	mistreatment
2014JJ00	GM0907	32	mistreatment
2015JJ00	GM0907	26	mistreatment
2016JJ00	GM0907	24	mistreatment
2014JJ00	GM0689	15	mistreatment
2015JJ00	GM0689	13	mistreatment
2016JJ00	GM0689	10	mistreatment
2014JJ00	GM0784	43	mistreatment
2015JJ00	GM0784	37	mistreatment
2016JJ00	GM0784	56	mistreatment
2014JJ00	GM1924	68	mistreatment
2015JJ00	GM1924	60	mistreatment
2016JJ00	GM1924	67	mistreatment
2014JJ00	GM0664	155	mistreatment
2015JJ00	GM0664	164	mistreatment
2016JJ00	GM0664	140	mistreatment
2014JJ00	GM0785	27	mistreatment
2015JJ00	GM0785	25	mistreatment
2016JJ00	GM0785	40	mistreatment
2014JJ00	GM1942		mistreatment
2015JJ00	GM1942		mistreatment
2016JJ00	GM1942	99	mistreatment
2014JJ00	GM0512	149	mistreatment
2015JJ00	GM0512	101	mistreatment
2016JJ00	GM0512	100	mistreatment
2014JJ00	GM0513	292	mistreatment
2015JJ00	GM0513	265	mistreatment
2016JJ00	GM0513	246	mistreatment
2014JJ00	GM0365		mistreatment
2015JJ00	GM0365		mistreatment
2016JJ00	GM0365		mistreatment
2014JJ00	GM0786	13	mistreatment
2015JJ00	GM0786	23	mistreatment
2016JJ00	GM0786	32	mistreatment
2014JJ00	GM0518	2692	mistreatment
2015JJ00	GM0518	2411	mistreatment
2016JJ00	GM0518	2306	mistreatment
2014JJ00	GM0241	63	mistreatment
2015JJ00	GM0241	104	mistreatment
2016JJ00	GM0241		mistreatment
2014JJ00	GM0014	994	mistreatment
2015JJ00	GM0014	960	mistreatment
2016JJ00	GM0014	906	mistreatment
2014JJ00	GM0015	14	mistreatment
2015JJ00	GM0015	10	mistreatment
2016JJ00	GM0015	12	mistreatment
2014JJ00	GM1729	25	mistreatment
2015JJ00	GM1729	16	mistreatment
2016JJ00	GM1729	17	mistreatment
2014JJ00	GM0158	32	mistreatment
2015JJ00	GM0158	17	mistreatment
2016JJ00	GM0158	26	mistreatment
2014JJ00	GM0788	11	mistreatment
2015JJ00	GM0788	22	mistreatment
2016JJ00	GM0788	10	mistreatment
2014JJ00	GM0392	487	mistreatment
2015JJ00	GM0392	410	mistreatment
2016JJ00	GM0392	436	mistreatment
2014JJ00	GM0393	8	mistreatment
2015JJ00	GM0393	11	mistreatment
2016JJ00	GM0393	8	mistreatment
2014JJ00	GM0394	330	mistreatment
2015JJ00	GM0394	256	mistreatment
2016JJ00	GM0394	262	mistreatment
2014JJ00	GM1655	69	mistreatment
2015JJ00	GM1655	69	mistreatment
2016JJ00	GM1655	51	mistreatment
2014JJ00	GM0160	122	mistreatment
2015JJ00	GM0160	114	mistreatment
2016JJ00	GM0160	90	mistreatment
2014JJ00	GM0243	116	mistreatment
2015JJ00	GM0243	119	mistreatment
2016JJ00	GM0243	104	mistreatment
2014JJ00	GM0523	18	mistreatment
2015JJ00	GM0523	26	mistreatment
2016JJ00	GM0523	14	mistreatment
2014JJ00	GM0017	24	mistreatment
2015JJ00	GM0017	22	mistreatment
2016JJ00	GM0017	18	mistreatment
2014JJ00	GM0072	55	mistreatment
2015JJ00	GM0072	35	mistreatment
2016JJ00	GM0072	45	mistreatment
2014JJ00	GM0244	6	mistreatment
2015JJ00	GM0244	13	mistreatment
2016JJ00	GM0244	9	mistreatment
2014JJ00	GM0396	78	mistreatment
2015JJ00	GM0396	78	mistreatment
2016JJ00	GM0396	70	mistreatment
2014JJ00	GM0397	29	mistreatment
2015JJ00	GM0397	26	mistreatment
2016JJ00	GM0397	27	mistreatment
2014JJ00	GM0246	37	mistreatment
2015JJ00	GM0246	26	mistreatment
2016JJ00	GM0246	22	mistreatment
2014JJ00	GM0074	105	mistreatment
2015JJ00	GM0074	116	mistreatment
2016JJ00	GM0074	129	mistreatment
2014JJ00	GM0398	221	mistreatment
2015JJ00	GM0398	200	mistreatment
2016JJ00	GM0398	199	mistreatment
2014JJ00	GM0917	468	mistreatment
2015JJ00	GM0917	369	mistreatment
2016JJ00	GM0917	358	mistreatment
2014JJ00	GM1658	7	mistreatment
2015JJ00	GM1658	18	mistreatment
2016JJ00	GM1658	26	mistreatment
2014JJ00	GM0399	45	mistreatment
2015JJ00	GM0399	42	mistreatment
2016JJ00	GM0399	30	mistreatment
2014JJ00	GM0400	275	mistreatment
2015JJ00	GM0400	256	mistreatment
2016JJ00	GM0400	275	mistreatment
2014JJ00	GM0163	42	mistreatment
2015JJ00	GM0163	48	mistreatment
2016JJ00	GM0163	32	mistreatment
2014JJ00	GM0530	111	mistreatment
2015JJ00	GM0530	96	mistreatment
2016JJ00	GM0530	92	mistreatment
2014JJ00	GM0794	382	mistreatment
2015JJ00	GM0794	387	mistreatment
2016JJ00	GM0794	360	mistreatment
2014JJ00	GM0531	45	mistreatment
2015JJ00	GM0531	26	mistreatment
2016JJ00	GM0531	27	mistreatment
2014JJ00	GM0164	272	mistreatment
2015JJ00	GM0164	249	mistreatment
2016JJ00	GM0164	213	mistreatment
2014JJ00	GM0796	582	mistreatment
2015JJ00	GM0796	546	mistreatment
2016JJ00	GM0796	562	mistreatment
2014JJ00	GM0252	20	mistreatment
2015JJ00	GM0252	35	mistreatment
2016JJ00	GM0252	43	mistreatment
2014JJ00	GM0797	85	mistreatment
2015JJ00	GM0797	76	mistreatment
2016JJ00	GM0797	65	mistreatment
2014JJ00	GM0534	45	mistreatment
2015JJ00	GM0534	36	mistreatment
2016JJ00	GM0534	55	mistreatment
2014JJ00	GM0798	18	mistreatment
2015JJ00	GM0798	14	mistreatment
2016JJ00	GM0798	19	mistreatment
2014JJ00	GM0402	293	mistreatment
2015JJ00	GM0402	224	mistreatment
2016JJ00	GM0402	247	mistreatment
2014JJ00	GM1735	67	mistreatment
2015JJ00	GM1735	57	mistreatment
2016JJ00	GM1735	63	mistreatment
2014JJ00	GM1911	90	mistreatment
2015JJ00	GM1911	61	mistreatment
2016JJ00	GM1911	94	mistreatment
2014JJ00	GM0118	183	mistreatment
2015JJ00	GM0118	127	mistreatment
2016JJ00	GM0118	134	mistreatment
2014JJ00	GM0018	111	mistreatment
2015JJ00	GM0018	112	mistreatment
2016JJ00	GM0018	98	mistreatment
2014JJ00	GM0405	302	mistreatment
2015JJ00	GM0405	313	mistreatment
2016JJ00	GM0405	309	mistreatment
2014JJ00	GM1507	45	mistreatment
2015JJ00	GM1507	54	mistreatment
2016JJ00	GM1507	64	mistreatment
2014JJ00	GM0321	53	mistreatment
2015JJ00	GM0321	63	mistreatment
2016JJ00	GM0321	53	mistreatment
2014JJ00	GM0406	94	mistreatment
2015JJ00	GM0406	107	mistreatment
2016JJ00	GM0406	84	mistreatment
2014JJ00	GM0677	77	mistreatment
2015JJ00	GM0677	71	mistreatment
2016JJ00	GM0677	59	mistreatment
2014JJ00	GM0353	60	mistreatment
2015JJ00	GM0353	55	mistreatment
2016JJ00	GM0353	51	mistreatment
2014JJ00	GM1884	26	mistreatment
2015JJ00	GM1884	34	mistreatment
2016JJ00	GM1884	35	mistreatment
2014JJ00	GM0166	101	mistreatment
2015JJ00	GM0166	101	mistreatment
2016JJ00	GM0166	121	mistreatment
2014JJ00	GM0678	9	mistreatment
2015JJ00	GM0678	15	mistreatment
2016JJ00	GM0678	12	mistreatment
2014JJ00	GM0537	146	mistreatment
2015JJ00	GM0537	148	mistreatment
2016JJ00	GM0537	102	mistreatment
2014JJ00	GM0928	179	mistreatment
2015JJ00	GM0928	168	mistreatment
2016JJ00	GM0928	152	mistreatment
2014JJ00	GM1598	52	mistreatment
2015JJ00	GM1598	39	mistreatment
2016JJ00	GM1598	33	mistreatment
2014JJ00	GM0079	24	mistreatment
2015JJ00	GM0079	11	mistreatment
2016JJ00	GM0079	20	mistreatment
2014JJ00	GM0588	6	mistreatment
2015JJ00	GM0588	10	mistreatment
2016JJ00	GM0588	7	mistreatment
2014JJ00	GM0542	46	mistreatment
2015JJ00	GM0542	33	mistreatment
2016JJ00	GM0542	43	mistreatment
2014JJ00	GM1931	101	mistreatment
2015JJ00	GM1931	75	mistreatment
2016JJ00	GM1931	99	mistreatment
2014JJ00	GM1659	41	mistreatment
2015JJ00	GM1659	35	mistreatment
2016JJ00	GM1659	27	mistreatment
2014JJ00	GM1685	20	mistreatment
2015JJ00	GM1685	20	mistreatment
2016JJ00	GM1685	26	mistreatment
2014JJ00	GM0882	97	mistreatment
2015JJ00	GM0882	110	mistreatment
2016JJ00	GM0882	85	mistreatment
2014JJ00	GM0415	10	mistreatment
2015JJ00	GM0415	19	mistreatment
2016JJ00	GM0415	26	mistreatment
2014JJ00	GM0416	68	mistreatment
2015JJ00	GM0416	46	mistreatment
2016JJ00	GM0416	61	mistreatment
2014JJ00	GM1621	85	mistreatment
2015JJ00	GM1621	85	mistreatment
2016JJ00	GM1621	88	mistreatment
2014JJ00	GM0417	16	mistreatment
2015JJ00	GM0417	14	mistreatment
2016JJ00	GM0417	14	mistreatment
2014JJ00	GM0022	30	mistreatment
2015JJ00	GM0022	30	mistreatment
2016JJ00	GM0022	23	mistreatment
2014JJ00	GM0545	49	mistreatment
2015JJ00	GM0545	36	mistreatment
2016JJ00	GM0545	32	mistreatment
2014JJ00	GM0080	517	mistreatment
2015JJ00	GM0080	479	mistreatment
2016JJ00	GM0080	397	mistreatment
2014JJ00	GM0081	11	mistreatment
2015JJ00	GM0081	15	mistreatment
2016JJ00	GM0081	11	mistreatment
2014JJ00	GM0546	427	mistreatment
2015JJ00	GM0546	341	mistreatment
2016JJ00	GM0546	398	mistreatment
2014JJ00	GM0547	33	mistreatment
2015JJ00	GM0547	43	mistreatment
2016JJ00	GM0547	44	mistreatment
2014JJ00	GM1916	175	mistreatment
2015JJ00	GM1916	158	mistreatment
2016JJ00	GM1916	140	mistreatment
2014JJ00	GM0995	307	mistreatment
2015JJ00	GM0995	282	mistreatment
2016JJ00	GM0995	299	mistreatment
2014JJ00	GM0082		mistreatment
2015JJ00	GM0082		mistreatment
2016JJ00	GM0082		mistreatment
2014JJ00	GM1640	51	mistreatment
2015JJ00	GM1640	54	mistreatment
2016JJ00	GM1640	59	mistreatment
2014JJ00	GM0327	21	mistreatment
2015JJ00	GM0327	30	mistreatment
2016JJ00	GM0327	43	mistreatment
2014JJ00	GM0733	11	mistreatment
2015JJ00	GM0733	10	mistreatment
2016JJ00	GM0733	11	mistreatment
2014JJ00	GM1705	48	mistreatment
2015JJ00	GM1705	60	mistreatment
2016JJ00	GM1705	64	mistreatment
2014JJ00	GM0553	40	mistreatment
2015JJ00	GM0553	30	mistreatment
2016JJ00	GM0553	58	mistreatment
2014JJ00	GM0140	20	mistreatment
2015JJ00	GM0140	8	mistreatment
2016JJ00	GM0140	17	mistreatment
2014JJ00	GM0262	53	mistreatment
2015JJ00	GM0262	57	mistreatment
2016JJ00	GM0262	38	mistreatment
2014JJ00	GM0809	55	mistreatment
2015JJ00	GM0809	51	mistreatment
2016JJ00	GM0809	62	mistreatment
2014JJ00	GM0331	13	mistreatment
2015JJ00	GM0331	12	mistreatment
2016JJ00	GM0331	17	mistreatment
2014JJ00	GM0024	19	mistreatment
2015JJ00	GM0024	25	mistreatment
2016JJ00	GM0024	17	mistreatment
2014JJ00	GM0168	39	mistreatment
