	CBScode	Perioden	  HIC: Theft / burglary dwelling, complete	  HIC: Theft / burglary dwelling, attempts	HIC: Violent Crime	HIC: Street Roof	HIC: Robberies	Undermining public order	Threat	Fire / Explosion	Theft of moped, moped, bike	Theft of / from vehicles	Theft of motor vehicles	Theft / burglary companies / institutions	Theft / burglary garage / barn / shed	Drug trafficking	Trespassing	mistreatment	Overt violence (person)	Or destruction. cause damage	Arms Trade	pickpocketing	morals Felony	Municipality	Province	Population	Population_density(p/km)	Municipality Size
830	GM0576	2016JJ00	23.0	11.0	42.0	0.0	2.0	2.0	14.0	3.0	48.0	18.0	4.0	33.0	19.0	15.0	2.0	27.0	1.0	53.0	2.0	3.0	14.0	Noordwijkerhout	South Holland	15982.0	692.0	Small
831	GM0576	2017JJ00	28.0	12.0	42.0	2.0	0.0	0.0	12.0	4.0	32.0	10.0	12.0	34.0	18.0	14.0	0.0	30.0	0.0	52.0	0.0	2.0	4.0	Noordwijkerhout	South Holland	15982.0	692.0	Small
832	GM0579	2014JJ00	55.0	28.0	61.0	1.0	0.0	0.0	21.0	3.0	87.0	101.0	7.0	41.0	24.0	22.0	1.0	35.0	5.0	81.0	1.0	14.0	12.0	Oegstgeest	South Holland	22855.0	3123.0	Small
833	GM0579	2015JJ00	74.0	24.0	52.0	1.0	0.0	4.0	22.0	6.0	109.0	116.0	9.0	41.0	13.0	7.0	1.0	30.0	0.0	92.0	2.0	7.0	8.0	Oegstgeest	South Holland	22855.0	3123.0	Small
834	GM0579	2016JJ00	35.0	20.0	50.0	2.0	0.0	0.0	14.0	4.0	74.0	115.0	9.0	26.0	14.0	19.0	3.0	35.0	1.0	47.0	4.0	7.0	9.0	Oegstgeest	South Holland	22855.0	3123.0	Small
835	GM0579	2017JJ00	38.0	2.0	36.0	0.0	0.0	4.0	20.0	2.0	142.0	56.0	20.0	26.0	20.0	24.0	0.0	16.0	0.0	42.0	2.0	10.0	14.0	Oegstgeest	South Holland	22855.0	3123.0	Small
836	GM0584	2014JJ00	15.0	6.0	68.0	0.0	1.0	4.0	22.0	2.0	51.0	55.0	4.0	12.0	8.0	10.0	0.0	33.0	13.0	217.0	4.0	8.0	7.0	Oud-Beijerland	South Holland	23727.0	1249.0	Small
837	GM0584	2015JJ00	7.0	2.0	71.0	2.0	0.0	2.0	25.0	4.0	65.0	41.0	6.0	23.0	15.0	12.0	0.0	44.0	2.0	174.0	4.0	5.0	7.0	Oud-Beijerland	South Holland	23727.0	1249.0	Small
838	GM0584	2016JJ00	3.0	5.0	62.0	4.0	1.0	5.0	18.0	3.0	60.0	60.0	13.0	16.0	6.0	14.0	0.0	38.0	6.0	129.0	5.0	4.0	12.0	Oud-Beijerland	South Holland	23727.0	1249.0	Small
839	GM0584	2017JJ00	6.0	4.0	44.0	2.0	0.0	6.0	20.0	2.0	72.0	48.0	4.0	14.0	6.0	8.0	2.0	22.0	2.0	94.0	2.0	4.0	10.0	Oud-Beijerland	South Holland	23727.0	1249.0	Small
840	GM0585	2014JJ00	19.0	12.0	59.0	1.0	1.0	11.0	24.0	1.0	42.0	79.0	8.0	26.0	16.0	29.0	0.0	34.0	1.0	169.0	7.0	3.0	5.0	Binnenmaas	South Holland	28682.0	418.0	Big
841	GM0585	2015JJ00	27.0	12.0	67.0	4.0	0.0	7.0	30.0	3.0	18.0	77.0	8.0	14.0	19.0	54.0	0.0	31.0	6.0	143.0	8.0	4.0	4.0	Binnenmaas	South Holland	28682.0	418.0	Big
842	GM0585	2016JJ00	20.0	18.0	73.0	2.0	1.0	3.0	25.0	3.0	18.0	63.0	7.0	12.0	12.0	30.0	0.0	44.0	4.0	114.0	7.0	2.0	4.0	Binnenmaas	South Holland	28682.0	418.0	Big
843	GM0585	2017JJ00	16.0	14.0	50.0	0.0	0.0	8.0	18.0	2.0	22.0	16.0	6.0	16.0	2.0	8.0	0.0	32.0	0.0	136.0	0.0	0.0	0.0	Binnenmaas	South Holland	28682.0	418.0	Big
844	GM0588	2014JJ00	7.0	5.0	14.0	0.0	0.0	0.0	8.0	2.0	4.0	14.0	1.0	3.0	1.0	1.0	0.0	6.0	0.0	38.0	1.0	1.0	2.0	Korendijk	South Holland	10693.0	140.0	Small
845	GM0588	2015JJ00	10.0	4.0	17.0	0.0	0.0	0.0	6.0	1.0	4.0	10.0	1.0	2.0	3.0	2.0	0.0	10.0	1.0	60.0	2.0	0.0	3.0	Korendijk	South Holland	10693.0	140.0	Small
846	GM0588	2016JJ00	9.0	1.0	14.0	0.0	0.0	0.0	7.0	0.0	5.0	2.0	2.0	2.0	3.0	6.0	1.0	7.0	0.0	50.0	4.0	1.0	4.0	Korendijk	South Holland	10693.0	140.0	Small
847	GM0588	2017JJ00	12.0	0.0	16.0	0.0	0.0	0.0	4.0	2.0	4.0	6.0	0.0	4.0	8.0	2.0	0.0	12.0	0.0	44.0	0.0	2.0	2.0	Korendijk	South Holland	10693.0	140.0	Small
848	GM0589	2014JJ00	26.0	13.0	16.0	0.0	0.0	0.0	3.0	0.0	21.0	31.0	7.0	8.0	14.0	2.0	0.0	13.0	0.0	35.0	1.0	1.0	0.0	Oudewater	Utrecht	9868.0	252.0	Small
849	GM0589	2015JJ00	24.0	14.0	21.0	0.0	0.0	1.0	8.0	1.0	20.0	20.0	5.0	7.0	1.0	1.0	1.0	12.0	1.0	32.0	1.0	0.0	0.0	Oudewater	Utrecht	9868.0	252.0	Small
850	GM0589	2016JJ00	8.0	5.0	12.0	0.0	0.0	1.0	3.0	0.0	19.0	15.0	3.0	6.0	4.0	1.0	0.0	5.0	4.0	33.0	0.0	0.0	1.0	Oudewater	Utrecht	9868.0	252.0	Small
851	GM0589	2017JJ00	10.0	6.0	24.0	0.0	2.0	0.0	12.0	2.0	14.0	14.0	0.0	4.0	4.0	4.0	0.0	12.0	0.0	20.0	0.0	0.0	2.0	Oudewater	Utrecht	9868.0	252.0	Small
852	GM0590	2014JJ00	44.0	12.0	116.0	6.0	0.0	2.0	54.0	6.0	116.0	134.0	25.0	31.0	35.0	8.0	0.0	53.0	9.0	325.0	6.0	26.0	14.0	Papendrecht	South Holland	32140.0	3380.0	Big
853	GM0590	2015JJ00	62.0	35.0	105.0	1.0	0.0	7.0	32.0	1.0	83.0	134.0	23.0	31.0	17.0	8.0	0.0	66.0	7.0	275.0	8.0	21.0	7.0	Papendrecht	South Holland	32140.0	3380.0	Big
854	GM0590	2016JJ00	45.0	16.0	74.0	5.0	0.0	4.0	30.0	11.0	95.0	114.0	17.0	25.0	31.0	10.0	2.0	42.0	2.0	202.0	11.0	13.0	18.0	Papendrecht	South Holland	32140.0	3380.0	Big
855	GM0590	2017JJ00	38.0	20.0	70.0	0.0	2.0	2.0	18.0	6.0	48.0	70.0	16.0	20.0	66.0	4.0	8.0	50.0	2.0	160.0	8.0	14.0	12.0	Papendrecht	South Holland	32140.0	3380.0	Big
856	GM0597	2014JJ00	106.0	47.0	138.0	8.0	5.0	4.0	67.0	8.0	158.0	314.0	76.0	57.0	46.0	11.0	1.0	64.0	7.0	238.0	10.0	17.0	26.0	Ridderkerk	South Holland	45207.0	1904.0	Big
857	GM0597	2015JJ00	67.0	25.0	131.0	12.0	4.0	4.0	46.0	10.0	223.0	254.0	57.0	34.0	29.0	10.0	0.0	65.0	20.0	213.0	5.0	18.0	19.0	Ridderkerk	South Holland	45207.0	1904.0	Big
858	GM0597	2016JJ00	87.0	50.0	148.0	16.0	3.0	1.0	41.0	15.0	254.0	279.0	58.0	46.0	33.0	16.0	3.0	95.0	12.0	233.0	8.0	14.0	30.0	Ridderkerk	South Holland	45207.0	1904.0	Big
859	GM0597	2017JJ00	66.0	54.0	98.0	8.0	2.0	2.0	38.0	12.0	220.0	224.0	54.0	40.0	12.0	6.0	2.0	56.0	4.0	244.0	6.0	6.0	30.0	Ridderkerk	South Holland	45207.0	1904.0	Big
860	GM0599	2014JJ00	2598.0	1259.0	6029.0	699.0	165.0	356.0	2356.0	194.0	5619.0	6080.0	1209.0	1335.0	1187.0	902.0	119.0	3179.0	494.0	5298.0	484.0	2496.0	416.0	Rotterdam	South Holland	618467.0	2952.0	Big
861	GM0599	2015JJ00	2326.0	1093.0	5477.0	690.0	136.0	314.0	2133.0	194.0	6323.0	6457.0	1119.0	1270.0	1250.0	832.0	104.0	2929.0	415.0	4709.0	452.0	2136.0	335.0	Rotterdam	South Holland	618467.0	2952.0	Big
862	GM0599	2016JJ00	1942.0	948.0	5503.0	624.0	125.0	501.0	2261.0	188.0	7863.0	5706.0	982.0	1201.0	997.0	941.0	121.0	2839.0	403.0	4837.0	528.0	1869.0	421.0	Rotterdam	South Holland	618467.0	2952.0	Big
863	GM0599	2017JJ00	1784.0	868.0	5676.0	574.0	150.0	296.0	2100.0	220.0	6700.0	5668.0	870.0	1314.0	856.0	842.0	96.0	3004.0	572.0	4654.0	384.0	1876.0	454.0	Rotterdam	South Holland	618467.0	2952.0	Big
864	GM0603	2014JJ00	157.0	90.0	273.0	20.0	4.0	8.0	113.0	16.0	428.0	304.0	78.0	120.0	68.0	40.0	9.0	155.0	5.0	346.0	15.0	106.0	18.0	Rijswijk	South Holland	47680.0	3344.0	Big
865	GM0603	2015JJ00	125.0	84.0	243.0	16.0	2.0	6.0	119.0	17.0	580.0	334.0	88.0	95.0	53.0	31.0	1.0	121.0	3.0	257.0	16.0	77.0	19.0	Rijswijk	South Holland	47680.0	3344.0	Big
866	GM0603	2016JJ00	116.0	73.0	268.0	21.0	5.0	11.0	109.0	13.0	566.0	323.0	94.0	125.0	34.0	47.0	5.0	150.0	9.0	271.0	23.0	75.0	26.0	Rijswijk	South Holland	47680.0	3344.0	Big
867	GM0603	2017JJ00	152.0	54.0	264.0	20.0	6.0	10.0	90.0	18.0	496.0	194.0	64.0	80.0	34.0	36.0	6.0	168.0	6.0	242.0	14.0	94.0	30.0	Rijswijk	South Holland	47680.0	3344.0	Big
868	GM0606	2014JJ00	222.0	98.0	511.0	54.0	15.0	18.0	227.0	14.0	834.0	604.0	144.0	120.0	103.0	38.0	4.0	263.0	21.0	750.0	28.0	100.0	37.0	Schiedam	South Holland	76487.0	4230.0	Big
869	GM0606	2015JJ00	217.0	100.0	516.0	59.0	15.0	31.0	217.0	28.0	787.0	468.0	123.0	150.0	136.0	35.0	4.0	276.0	23.0	589.0	38.0	98.0	48.0	Schiedam	South Holland	76487.0	4230.0	Big
870	GM0606	2016JJ00	202.0	97.0	557.0	43.0	19.0	20.0	243.0	18.0	676.0	656.0	107.0	188.0	138.0	44.0	6.0	286.0	28.0	597.0	27.0	82.0	37.0	Schiedam	South Holland	76487.0	4230.0	Big
871	GM0606	2017JJ00	186.0	98.0	510.0	50.0	16.0	28.0	192.0	28.0	642.0	686.0	82.0	156.0	146.0	44.0	4.0	290.0	28.0	590.0	28.0	84.0	52.0	Schiedam	South Holland	76487.0	4230.0	Big
872	GM0608	2014JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
873	GM0608	2015JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
874	GM0608	2016JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
875	GM0608	2017JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
876	GM0610	2014JJ00	40.0	25.0	71.0	1.0	1.0	3.0	24.0	3.0	116.0	65.0	8.0	48.0	34.0	14.0	0.0	42.0	5.0	138.0	4.0	22.0	12.0	Sliedrecht	South Holland	24528.0	1888.0	Small
877	GM0610	2015JJ00	23.0	11.0	51.0	2.0	2.0	3.0	14.0	3.0	84.0	98.0	9.0	30.0	19.0	17.0	1.0	31.0	6.0	112.0	11.0	10.0	11.0	Sliedrecht	South Holland	24528.0	1888.0	Small
878	GM0610	2016JJ00	19.0	7.0	70.0	1.0	0.0	0.0	21.0	4.0	71.0	105.0	13.0	28.0	8.0	7.0	0.0	43.0	6.0	102.0	6.0	3.0	17.0	Sliedrecht	South Holland	24528.0	1888.0	Small
879	GM0610	2017JJ00	18.0	4.0	76.0	0.0	2.0	2.0	28.0	4.0	48.0	26.0	12.0	14.0	24.0	8.0	4.0	48.0	0.0	116.0	6.0	6.0	24.0	Sliedrecht	South Holland	24528.0	1888.0	Small
880	GM0611	2014JJ00	19.0	11.0	37.0	1.0	0.0	1.0	11.0	1.0	22.0	44.0	7.0	6.0	11.0	11.0	0.0	23.0	3.0	63.0	4.0	3.0	2.0	Cromstrijen	South Holland	12748.0	235.0	Small
881	GM0611	2015JJ00	19.0	8.0	22.0	0.0	0.0	4.0	7.0	1.0	15.0	72.0	2.0	9.0	3.0	11.0	1.0	15.0	0.0	50.0	7.0	1.0	3.0	Cromstrijen	South Holland	12748.0	235.0	Small
882	GM0611	2016JJ00	12.0	7.0	18.0	0.0	0.0	1.0	4.0	0.0	19.0	54.0	2.0	12.0	6.0	15.0	0.0	13.0	1.0	34.0	4.0	0.0	7.0	Cromstrijen	South Holland	12748.0	235.0	Small
883	GM0611	2017JJ00	4.0	4.0	16.0	0.0	0.0	2.0	4.0	0.0	10.0	8.0	2.0	14.0	8.0	4.0	0.0	12.0	0.0	26.0	0.0	0.0	4.0	Cromstrijen	South Holland	12748.0	235.0	Small
884	GM0612	2014JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
885	GM0612	2015JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
886	GM0612	2016JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
887	GM0612	2017JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
888	GM0613	2014JJ00	76.0	53.0	95.0	7.0	0.0	2.0	52.0	13.0	69.0	136.0	41.0	25.0	18.0	5.0	3.0	38.0	5.0	127.0	3.0	6.0	9.0	Albrandswaard	South Holland	25044.0	1143.0	Small
889	GM0613	2015JJ00	64.0	35.0	99.0	1.0	1.0	6.0	43.0	10.0	62.0	118.0	22.0	26.0	27.0	12.0	0.0	53.0	3.0	171.0	5.0	4.0	6.0	Albrandswaard	South Holland	25044.0	1143.0	Small
890	GM0613	2016JJ00	55.0	29.0	116.0	3.0	3.0	2.0	49.0	12.0	140.0	92.0	19.0	21.0	13.0	6.0	0.0	62.0	5.0	130.0	2.0	3.0	4.0	Albrandswaard	South Holland	25044.0	1143.0	Small
891	GM0613	2017JJ00	54.0	30.0	130.0	4.0	0.0	2.0	72.0	8.0	124.0	76.0	12.0	22.0	8.0	8.0	0.0	56.0	2.0	130.0	4.0	0.0	6.0	Albrandswaard	South Holland	25044.0	1143.0	Small
892	GM0614	2014JJ00	60.0	23.0	43.0	6.0	0.0	2.0	17.0	7.0	29.0	28.0	9.0	19.0	20.0	4.0	0.0	24.0	2.0	75.0	2.0	3.0	7.0	Westvoorne	South Holland	13977.0	261.0	Small
893	GM0614	2015JJ00	33.0	10.0	48.0	0.0	0.0	2.0	22.0	2.0	20.0	41.0	6.0	14.0	23.0	4.0	1.0	21.0	5.0	67.0	0.0	6.0	7.0	Westvoorne	South Holland	13977.0	261.0	Small
894	GM0614	2016JJ00	45.0	17.0	53.0	0.0	0.0	3.0	26.0	5.0	22.0	26.0	6.0	8.0	36.0	6.0	1.0	24.0	3.0	64.0	0.0	2.0	8.0	Westvoorne	South Holland	13977.0	261.0	Small
895	GM0614	2017JJ00	34.0	4.0	44.0	0.0	0.0	0.0	10.0	2.0	10.0	18.0	8.0	10.0	12.0	2.0	0.0	34.0	0.0	70.0	0.0	0.0	2.0	Westvoorne	South Holland	13977.0	261.0	Small
896	GM0617	2014JJ00	11.0	4.0	18.0	0.0	0.0	1.0	5.0	0.0	13.0	38.0	0.0	6.0	5.0	5.0	3.0	9.0	4.0	46.0	2.0	1.0	3.0	Strijen	South Holland	8678.0	174.0	Small
897	GM0617	2015JJ00	7.0	7.0	16.0	0.0	0.0	0.0	7.0	1.0	10.0	24.0	0.0	3.0	3.0	3.0	0.0	9.0	0.0	36.0	3.0	1.0	0.0	Strijen	South Holland	8678.0	174.0	Small
898	GM0617	2016JJ00	9.0	3.0	22.0	0.0	0.0	0.0	5.0	0.0	6.0	28.0	2.0	9.0	8.0	4.0	0.0	16.0	1.0	33.0	1.0	0.0	3.0	Strijen	South Holland	8678.0	174.0	Small
899	GM0617	2017JJ00	4.0	6.0	10.0	0.0	0.0	0.0	8.0	0.0	18.0	4.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	12.0	2.0	0.0	2.0	Strijen	South Holland	8678.0	174.0	Small
900	GM0620	2014JJ00	60.0	48.0	69.0	2.0	0.0	3.0	19.0	5.0	51.0	133.0	7.0	29.0	12.0	9.0	1.0	44.0	6.0	105.0	3.0	9.0	4.0	Vianen	Utrecht	19573.0	499.0	Small
901	GM0620	2015JJ00	36.0	11.0	58.0	1.0	0.0	5.0	21.0	2.0	54.0	121.0	8.0	34.0	10.0	8.0	2.0	33.0	4.0	112.0	4.0	9.0	4.0	Vianen	Utrecht	19573.0	499.0	Small
902	GM0620	2016JJ00	24.0	14.0	70.0	0.0	1.0	2.0	29.0	2.0	59.0	113.0	17.0	19.0	8.0	11.0	3.0	38.0	3.0	94.0	2.0	4.0	5.0	Vianen	Utrecht	19573.0	499.0	Small
903	GM0620	2017JJ00	56.0	34.0	56.0	0.0	0.0	2.0	20.0	4.0	44.0	104.0	8.0	18.0	12.0	2.0	0.0	34.0	2.0	82.0	2.0	4.0	8.0	Vianen	Utrecht	19573.0	499.0	Small
904	GM0622	2014JJ00	221.0	73.0	457.0	22.0	6.0	10.0	200.0	39.0	839.0	404.0	86.0	133.0	147.0	39.0	6.0	237.0	20.0	577.0	16.0	91.0	27.0	Vlaardingen	South Holland	71059.0	3005.0	Big
905	GM0622	2015JJ00	239.0	153.0	464.0	36.0	7.0	14.0	199.0	38.0	630.0	312.0	80.0	192.0	140.0	23.0	1.0	249.0	16.0	592.0	10.0	59.0	20.0	Vlaardingen	South Holland	71059.0	3005.0	Big
906	GM0622	2016JJ00	193.0	105.0	411.0	27.0	15.0	14.0	158.0	44.0	752.0	444.0	54.0	234.0	173.0	39.0	2.0	231.0	22.0	568.0	39.0	61.0	50.0	Vlaardingen	South Holland	71059.0	3005.0	Big
907	GM0622	2017JJ00	212.0	100.0	426.0	44.0	12.0	12.0	178.0	32.0	550.0	346.0	70.0	110.0	138.0	30.0	6.0	226.0	22.0	546.0	20.0	86.0	40.0	Vlaardingen	South Holland	71059.0	3005.0	Big
908	GM0623	2014JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
909	GM0623	2015JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
910	GM0623	2016JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
911	GM0623	2017JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
912	GM0626	2014JJ00	63.0	39.0	70.0	1.0	2.0	3.0	26.0	2.0	101.0	76.0	13.0	31.0	25.0	11.0	2.0	40.0	4.0	89.0	4.0	12.0	15.0	Voorschoten	South Holland	24941.0	2179.0	Small
913	GM0626	2015JJ00	63.0	34.0	60.0	1.0	3.0	3.0	36.0	1.0	96.0	73.0	20.0	23.0	15.0	9.0	2.0	23.0	1.0	101.0	4.0	10.0	7.0	Voorschoten	South Holland	24941.0	2179.0	Small
914	GM0626	2016JJ00	48.0	21.0	64.0	5.0	1.0	1.0	25.0	1.0	98.0	102.0	14.0	22.0	23.0	9.0	5.0	38.0	1.0	101.0	2.0	5.0	4.0	Voorschoten	South Holland	24941.0	2179.0	Small
915	GM0626	2017JJ00	50.0	16.0	96.0	2.0	0.0	4.0	50.0	20.0	178.0	96.0	14.0	18.0	26.0	14.0	2.0	46.0	0.0	86.0	2.0	12.0	12.0	Voorschoten	South Holland	24941.0	2179.0	Small
916	GM0627	2014JJ00	66.0	57.0	86.0	4.0	3.0	1.0	39.0	4.0	110.0	115.0	25.0	62.0	45.0	10.0	0.0	43.0	4.0	120.0	3.0	1.0	10.0	Waddinxveen	South Holland	25520.0	906.0	Small
917	GM0627	2015JJ00	60.0	55.0	89.0	3.0	1.0	3.0	33.0	6.0	138.0	102.0	18.0	48.0	28.0	10.0	4.0	55.0	1.0	137.0	4.0	6.0	4.0	Waddinxveen	South Holland	25520.0	906.0	Small
918	GM0627	2016JJ00	130.0	82.0	67.0	2.0	2.0	6.0	26.0	1.0	118.0	94.0	15.0	41.0	22.0	7.0	3.0	36.0	5.0	130.0	4.0	10.0	3.0	Waddinxveen	South Holland	25520.0	906.0	Small
919	GM0627	2017JJ00	52.0	44.0	72.0	0.0	2.0	2.0	34.0	0.0	66.0	76.0	12.0	24.0	20.0	6.0	2.0	36.0	2.0	94.0	6.0	6.0	6.0	Waddinxveen	South Holland	25520.0	906.0	Small
920	GM0629	2014JJ00	92.0	25.0	77.0	0.0	0.0	4.0	24.0	4.0	94.0	78.0	27.0	26.0	40.0	13.0	9.0	53.0	0.0	97.0	4.0	28.0	9.0	Wassenaar	South Holland	25786.0	506.0	Small
921	GM0629	2015JJ00	130.0	39.0	81.0	2.0	1.0	1.0	18.0	2.0	84.0	57.0	13.0	27.0	18.0	13.0	5.0	62.0	1.0	79.0	3.0	19.0	2.0	Wassenaar	South Holland	25786.0	506.0	Small
922	GM0629	2016JJ00	70.0	24.0	81.0	1.0	0.0	4.0	32.0	4.0	56.0	89.0	7.0	24.0	15.0	9.0	10.0	46.0	3.0	96.0	2.0	18.0	13.0	Wassenaar	South Holland	25786.0	506.0	Small
923	GM0629	2017JJ00	76.0	20.0	62.0	2.0	2.0	4.0	26.0	0.0	76.0	114.0	14.0	18.0	22.0	10.0	6.0	36.0	0.0	100.0	2.0	10.0	16.0	Wassenaar	South Holland	25786.0	506.0	Small
924	GM0632	2014JJ00	120.0	60.0	116.0	7.0	1.0	10.0	29.0	7.0	271.0	249.0	29.0	107.0	25.0	16.0	3.0	81.0	6.0	274.0	17.0	35.0	9.0	Woerden	Utrecht	50607.0	560.0	Big
925	GM0632	2015JJ00	183.0	118.0	112.0	16.0	1.0	6.0	38.0	22.0	314.0	307.0	30.0	103.0	40.0	24.0	3.0	60.0	14.0	293.0	12.0	32.0	13.0	Woerden	Utrecht	50607.0	560.0	Big
926	GM0632	2016JJ00	98.0	71.0	132.0	8.0	1.0	11.0	42.0	8.0	212.0	286.0	20.0	63.0	28.0	18.0	2.0	79.0	11.0	243.0	13.0	16.0	10.0	Woerden	Utrecht	50607.0	560.0	Big
927	GM0632	2017JJ00	126.0	102.0	96.0	4.0	2.0	10.0	22.0	18.0	248.0	262.0	22.0	114.0	48.0	14.0	2.0	62.0	12.0	262.0	10.0	20.0	10.0	Woerden	Utrecht	50607.0	560.0	Big
928	GM0637	2014JJ00	328.0	227.0	755.0	45.0	13.0	62.0	298.0	44.0	737.0	809.0	142.0	161.0	283.0	78.0	7.0	435.0	22.0	783.0	41.0	214.0	49.0	Zoetermeer	South Holland	123614.0	3540.0	Big
929	GM0637	2015JJ00	280.0	210.0	704.0	54.0	8.0	32.0	267.0	28.0	672.0	496.0	130.0	154.0	98.0	80.0	13.0	397.0	40.0	745.0	40.0	151.0	42.0	Zoetermeer	South Holland	123614.0	3540.0	Big
930	GM0637	2016JJ00	173.0	128.0	660.0	46.0	8.0	39.0	265.0	35.0	502.0	433.0	149.0	159.0	93.0	63.0	17.0	366.0	29.0	713.0	36.0	103.0	41.0	Zoetermeer	South Holland	123614.0	3540.0	Big
931	GM0637	2017JJ00	156.0	110.0	668.0	32.0	10.0	56.0	258.0	12.0	590.0	436.0	124.0	144.0	206.0	80.0	14.0	370.0	40.0	730.0	20.0	112.0	44.0	Zoetermeer	South Holland	123614.0	3540.0	Big
932	GM0638	2014JJ00	16.0	6.0	27.0	0.0	0.0	0.0	15.0	1.0	10.0	24.0	6.0	17.0	7.0	1.0	0.0	11.0	1.0	37.0	2.0	0.0	1.0	Zoeterwoude	South Holland	8089.0	384.0	Small
933	GM0638	2015JJ00	15.0	11.0	17.0	0.0	0.0	0.0	6.0	0.0	5.0	18.0	3.0	14.0	8.0	2.0	0.0	10.0	1.0	53.0	1.0	1.0	2.0	Zoeterwoude	South Holland	8089.0	384.0	Small
934	GM0638	2016JJ00	15.0	7.0	16.0	0.0	0.0	0.0	2.0	1.0	23.0	14.0	4.0	5.0	7.0	4.0	0.0	13.0	1.0	38.0	1.0	4.0	0.0	Zoeterwoude	South Holland	8089.0	384.0	Small
935	GM0638	2017JJ00	20.0	6.0	10.0	0.0	0.0	0.0	2.0	0.0	16.0	14.0	0.0	12.0	2.0	2.0	0.0	8.0	0.0	36.0	0.0	2.0	0.0	Zoeterwoude	South Holland	8089.0	384.0	Small
936	GM0642	2014JJ00	106.0	49.0	169.0	4.0	4.0	6.0	64.0	13.0	203.0	221.0	49.0	75.0	46.0	41.0	1.0	97.0	8.0	264.0	26.0	33.0	17.0	Zwijndrecht	South Holland	44546.0	2187.0	Big
937	GM0642	2015JJ00	94.0	51.0	146.0	8.0	6.0	3.0	46.0	7.0	175.0	184.0	46.0	39.0	39.0	36.0	2.0	92.0	8.0	255.0	11.0	21.0	14.0	Zwijndrecht	South Holland	44546.0	2187.0	Big
938	GM0642	2016JJ00	80.0	30.0	169.0	11.0	4.0	4.0	67.0	12.0	285.0	264.0	42.0	45.0	46.0	21.0	0.0	93.0	9.0	274.0	12.0	22.0	17.0	Zwijndrecht	South Holland	44546.0	2187.0	Big
939	GM0642	2017JJ00	76.0	34.0	140.0	10.0	4.0	4.0	52.0	12.0	258.0	200.0	50.0	34.0	46.0	14.0	2.0	80.0	8.0	176.0	4.0	12.0	14.0	Zwijndrecht	South Holland	44546.0	2187.0	Big
940	GM0643	2014JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
941	GM0643	2015JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
942	GM0643	2016JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
943	GM0643	2017JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
