	CBScode	Perioden	  HIC: Theft / burglary dwelling, complete	  HIC: Theft / burglary dwelling, attempts	HIC: Violent Crime	HIC: Street Roof	HIC: Robberies	Undermining public order	Threat	Fire / Explosion	Theft of moped, moped, bike	Theft of / from vehicles	Theft of motor vehicles	Theft / burglary companies / institutions	Theft / burglary garage / barn / shed	Drug trafficking	Trespassing	mistreatment	Overt violence (person)	Or destruction. cause damage	Arms Trade	pickpocketing	morals Felony	Municipality	Province	Population	Population_density(p/km)	Municipality Size
0	GM0003	2014JJ00	17.0	8.0	82.0	0.0	1.0	1.0	31.0	4.0	100.0	8.0	3.0	17.0	2.0	7.0	0.0	47.0	4.0	78.0	0.0	2.0	5.0	Appingedam	Groningen	12049.0	507.0	Small
1	GM0003	2015JJ00	26.0	7.0	67.0	0.0	0.0	2.0	30.0	2.0	48.0	14.0	1.0	22.0	5.0	6.0	1.0	36.0	1.0	57.0	2.0	4.0	4.0	Appingedam	Groningen	12049.0	507.0	Small
2	GM0003	2016JJ00	24.0	12.0	67.0	0.0	1.0	3.0	27.0	0.0	27.0	11.0	5.0	56.0	6.0	2.0	0.0	40.0	0.0	54.0	1.0	3.0	3.0	Appingedam	Groningen	12049.0	507.0	Small
3	GM0003	2017JJ00	10.0	2.0	72.0	2.0	4.0	4.0	18.0	6.0	38.0	10.0	4.0	20.0	8.0	2.0	0.0	46.0	8.0	34.0	0.0	0.0	8.0	Appingedam	Groningen	12049.0	507.0	Small
4	GM0005	2014JJ00	13.0	5.0	22.0	0.0	1.0	0.0	8.0	0.0	26.0	10.0	0.0	10.0	2.0	4.0	0.0	14.0	0.0	80.0	0.0	6.0	0.0	Bedum	Groningen	10475.0	236.0	Small
5	GM0005	2015JJ00	0.0	2.0	22.0	0.0	0.0	0.0	10.0	0.0	24.0	9.0	1.0	7.0	0.0	0.0	0.0	12.0	0.0	64.0	0.0	0.0	6.0	Bedum	Groningen	10475.0	236.0	Small
6	GM0005	2016JJ00	10.0	2.0	19.0	0.0	0.0	0.0	5.0	1.0	14.0	2.0	0.0	2.0	3.0	1.0	0.0	14.0	0.0	44.0	0.0	1.0	6.0	Bedum	Groningen	10475.0	236.0	Small
7	GM0005	2017JJ00	12.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0	2.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	16.0	0.0	2.0	4.0	Bedum	Groningen	10475.0	236.0	Small
8	GM0007	2014JJ00	9.0	4.0	35.0	0.0	0.0	0.0	12.0	2.0	7.0	4.0	1.0	7.0	8.0	5.0	2.0	23.0	0.0	30.0	1.0	0.0	3.0	Bellingwedde	Groningen	8908.0	86.0	Small
9	GM0007	2015JJ00	10.0	2.0	31.0	1.0	0.0	1.0	15.0	4.0	8.0	2.0	0.0	3.0	5.0	6.0	1.0	14.0	2.0	28.0	0.0	0.0	5.0	Bellingwedde	Groningen	8908.0	86.0	Small
10	GM0007	2016JJ00	13.0	4.0	30.0	0.0	0.0	3.0	12.0	3.0	5.0	4.0	0.0	3.0	8.0	2.0	1.0	18.0	0.0	35.0	1.0	0.0	0.0	Bellingwedde	Groningen	8908.0	86.0	Small
11	GM0007	2017JJ00	14.0	2.0	26.0	0.0	0.0	0.0	10.0	2.0	6.0	0.0	2.0	6.0	6.0	8.0	2.0	16.0	0.0	24.0	0.0	0.0	8.0	Bellingwedde	Groningen	8908.0	86.0	Small
12	GM0009	2014JJ00	13.0	3.0	18.0	0.0	0.0	0.0	6.0	0.0	9.0	9.0	2.0	6.0	1.0	1.0	0.0	12.0	0.0	37.0	1.0	1.0	0.0	Boer, TenTen Boer	Groningen	7465.0	165.0	Small
13	GM0009	2015JJ00	4.0	0.0	10.0	0.0	0.0	0.0	6.0	2.0	7.0	8.0	0.0	1.0	5.0	2.0	1.0	4.0	0.0	34.0	0.0	0.0	3.0	Boer, TenTen Boer	Groningen	7465.0	165.0	Small
14	GM0009	2016JJ00	7.0	0.0	9.0	0.0	0.0	0.0	4.0	0.0	11.0	2.0	0.0	12.0	2.0	0.0	0.0	5.0	0.0	24.0	0.0	1.0	0.0	Boer, TenTen Boer	Groningen	7465.0	165.0	Small
15	GM0009	2017JJ00	6.0	4.0	12.0	0.0	0.0	0.0	4.0	2.0	22.0	0.0	0.0	6.0	0.0	2.0	0.0	8.0	0.0	26.0	0.0	0.0	0.0	Boer, TenTen Boer	Groningen	7465.0	165.0	Small
16	GM0010	2014JJ00	45.0	10.0	166.0	2.0	3.0	1.0	67.0	5.0	93.0	7.0	1.0	39.0	21.0	18.0	4.0	96.0	3.0	183.0	6.0	12.0	9.0	Delfzijl	Groningen	25686.0	198.0	Small
17	GM0010	2015JJ00	36.0	8.0	153.0	2.0	4.0	5.0	52.0	11.0	85.0	19.0	10.0	37.0	19.0	20.0	0.0	95.0	6.0	151.0	13.0	4.0	18.0	Delfzijl	Groningen	25686.0	198.0	Small
18	GM0010	2016JJ00	49.0	27.0	158.0	1.0	1.0	6.0	49.0	9.0	103.0	35.0	8.0	45.0	15.0	9.0	4.0	100.0	9.0	151.0	7.0	9.0	18.0	Delfzijl	Groningen	25686.0	198.0	Small
19	GM0010	2017JJ00	42.0	34.0	170.0	4.0	6.0	6.0	64.0	18.0	46.0	30.0	2.0	36.0	18.0	14.0	6.0	104.0	2.0	146.0	6.0	14.0	4.0	Delfzijl	Groningen	25686.0	198.0	Small
20	GM0014	2014JJ00	966.0	217.0	1581.0	70.0	18.0	87.0	533.0	66.0	3728.0	855.0	93.0	551.0	357.0	206.0	70.0	994.0	54.0	1536.0	62.0	436.0	132.0	Groningen	Groningen	198108.0	2474.0	Big
21	GM0014	2015JJ00	686.0	189.0	1502.0	57.0	24.0	77.0	488.0	60.0	3957.0	1069.0	130.0	480.0	272.0	204.0	63.0	960.0	54.0	1405.0	53.0	486.0	139.0	Groningen	Groningen	198108.0	2474.0	Big
22	GM0014	2016JJ00	696.0	181.0	1454.0	46.0	16.0	74.0	502.0	52.0	3761.0	920.0	106.0	491.0	253.0	184.0	59.0	906.0	46.0	1506.0	50.0	574.0	171.0	Groningen	Groningen	198108.0	2474.0	Big
23	GM0014	2017JJ00	370.0	154.0	1386.0	52.0	10.0	62.0	492.0	34.0	2732.0	512.0	114.0	292.0	190.0	198.0	62.0	852.0	42.0	2112.0	60.0	372.0	142.0	Groningen	Groningen	198108.0	2474.0	Big
24	GM0015	2014JJ00	16.0	7.0	25.0	0.0	0.0	2.0	11.0	1.0	13.0	8.0	0.0	12.0	4.0	4.0	0.0	14.0	0.0	59.0	1.0	0.0	3.0	Grootegast	Groningen	12193.0	141.0	Small
25	GM0015	2015JJ00	13.0	2.0	25.0	0.0	0.0	1.0	15.0	0.0	17.0	5.0	2.0	4.0	7.0	2.0	0.0	10.0	0.0	52.0	1.0	0.0	2.0	Grootegast	Groningen	12193.0	141.0	Small
26	GM0015	2016JJ00	12.0	2.0	18.0	0.0	0.0	0.0	4.0	3.0	8.0	9.0	0.0	10.0	5.0	3.0	0.0	12.0	2.0	34.0	0.0	0.0	2.0	Grootegast	Groningen	12193.0	141.0	Small
27	GM0015	2017JJ00	6.0	0.0	22.0	0.0	0.0	0.0	8.0	2.0	10.0	2.0	0.0	10.0	2.0	2.0	0.0	12.0	2.0	32.0	0.0	2.0	6.0	Grootegast	Groningen	12193.0	141.0	Small
28	GM0017	2014JJ00	58.0	21.0	49.0	0.0	1.0	0.0	25.0	6.0	72.0	38.0	2.0	46.0	15.0	6.0	0.0	24.0	0.0	98.0	1.0	9.0	9.0	Haren	Groningen	18790.0	405.0	Small
29	GM0017	2015JJ00	57.0	10.0	43.0	0.0	0.0	2.0	20.0	7.0	124.0	35.0	0.0	24.0	15.0	1.0	3.0	22.0	1.0	112.0	1.0	7.0	10.0	Haren	Groningen	18790.0	405.0	Small
30	GM0017	2016JJ00	63.0	20.0	42.0	1.0	0.0	1.0	24.0	3.0	79.0	45.0	4.0	32.0	11.0	4.0	2.0	18.0	0.0	70.0	1.0	8.0	5.0	Haren	Groningen	18790.0	405.0	Small
31	GM0017	2017JJ00	30.0	22.0	76.0	0.0	0.0	2.0	40.0	6.0	72.0	24.0	2.0	12.0	2.0	8.0	2.0	36.0	0.0	100.0	0.0	2.0	12.0	Haren	Groningen	18790.0	405.0	Small
32	GM0018	2014JJ00	85.0	29.0	198.0	2.0	1.0	4.0	85.0	14.0	229.0	38.0	8.0	62.0	38.0	10.0	4.0	111.0	2.0	257.0	8.0	10.0	22.0	Hoogezand-Sappemeer	Groningen	34360.0	521.0	Big
33	GM0018	2015JJ00	67.0	21.0	187.0	0.0	1.0	6.0	71.0	8.0	192.0	72.0	16.0	73.0	35.0	21.0	2.0	112.0	4.0	187.0	5.0	8.0	36.0	Hoogezand-Sappemeer	Groningen	34360.0	521.0	Big
34	GM0018	2016JJ00	72.0	21.0	163.0	1.0	3.0	4.0	63.0	6.0	180.0	29.0	7.0	44.0	39.0	22.0	0.0	98.0	2.0	220.0	3.0	9.0	30.0	Hoogezand-Sappemeer	Groningen	34360.0	521.0	Big
35	GM0018	2017JJ00	54.0	24.0	176.0	2.0	0.0	2.0	72.0	2.0	96.0	30.0	6.0	42.0	24.0	28.0	2.0	98.0	6.0	200.0	6.0	6.0	20.0	Hoogezand-Sappemeer	Groningen	34360.0	521.0	Big
36	GM0022	2014JJ00	36.0	15.0	76.0	0.0	0.0	5.0	42.0	0.0	85.0	28.0	4.0	19.0	7.0	8.0	2.0	30.0	4.0	81.0	4.0	7.0	6.0	Leek	Groningen	19607.0	307.0	Small
37	GM0022	2015JJ00	23.0	10.0	49.0	0.0	0.0	3.0	18.0	3.0	104.0	22.0	1.0	18.0	17.0	4.0	2.0	30.0	1.0	80.0	2.0	1.0	4.0	Leek	Groningen	19607.0	307.0	Small
38	GM0022	2016JJ00	33.0	5.0	41.0	0.0	2.0	0.0	15.0	3.0	49.0	34.0	3.0	22.0	9.0	10.0	2.0	23.0	3.0	91.0	2.0	5.0	11.0	Leek	Groningen	19607.0	307.0	Small
39	GM0022	2017JJ00	14.0	10.0	54.0	0.0	0.0	2.0	12.0	0.0	66.0	24.0	4.0	38.0	6.0	8.0	0.0	38.0	4.0	70.0	0.0	0.0	6.0	Leek	Groningen	19607.0	307.0	Small
40	GM0024	2014JJ00	19.0	1.0	36.0	0.0	0.0	0.0	17.0	3.0	15.0	14.0	1.0	8.0	6.0	2.0	2.0	19.0	0.0	48.0	1.0	0.0	2.0	Loppersum	Groningen	10181.0	93.0	Small
41	GM0024	2015JJ00	13.0	3.0	53.0	0.0	0.0	1.0	27.0	0.0	11.0	3.0	2.0	4.0	1.0	3.0	2.0	25.0	1.0	33.0	1.0	1.0	4.0	Loppersum	Groningen	10181.0	93.0	Small
42	GM0024	2016JJ00	7.0	0.0	25.0	0.0	0.0	1.0	8.0	2.0	21.0	2.0	0.0	5.0	4.0	2.0	1.0	17.0	0.0	35.0	1.0	1.0	0.0	Loppersum	Groningen	10181.0	93.0	Small
43	GM0024	2017JJ00	8.0	0.0	30.0	0.0	0.0	0.0	16.0	0.0	0.0	2.0	0.0	2.0	6.0	4.0	0.0	12.0	2.0	32.0	0.0	0.0	0.0	Loppersum	Groningen	10181.0	93.0	Small
44	GM0025	2014JJ00	8.0	9.0	24.0	0.0	0.0	1.0	9.0	3.0	49.0	13.0	2.0	15.0	3.0	2.0	0.0	12.0	3.0	50.0	0.0	3.0	3.0	Marum	Groningen	10350.0	161.0	Small
45	GM0025	2015JJ00	14.0	2.0	40.0	0.0	0.0	0.0	18.0	1.0	38.0	12.0	1.0	7.0	13.0	2.0	1.0	20.0	2.0	43.0	0.0	1.0	3.0	Marum	Groningen	10350.0	161.0	Small
46	GM0025	2016JJ00	24.0	3.0	32.0	0.0	0.0	2.0	5.0	0.0	9.0	11.0	1.0	16.0	6.0	4.0	0.0	26.0	1.0	40.0	1.0	1.0	4.0	Marum	Groningen	10350.0	161.0	Small
47	GM0025	2017JJ00	6.0	6.0	44.0	0.0	0.0	0.0	8.0	0.0	10.0	14.0	0.0	8.0	6.0	2.0	0.0	24.0	12.0	38.0	0.0	0.0	8.0	Marum	Groningen	10350.0	161.0	Small
48	GM0034	2014JJ00	760.0	505.0	1336.0	162.0	16.0	95.0	518.0	74.0	1042.0	928.0	165.0	460.0	237.0	206.0	12.0	763.0	55.0	1574.0	71.0	302.0	78.0	Almere	Flevoland	196156.0	1490.0	Big
49	GM0034	2015JJ00	526.0	402.0	1275.0	115.0	18.0	88.0	489.0	60.0	1054.0	719.0	132.0	355.0	216.0	171.0	18.0	732.0	54.0	1256.0	64.0	211.0	50.0	Almere	Flevoland	196156.0	1490.0	Big
50	GM0034	2016JJ00	555.0	346.0	1256.0	95.0	15.0	90.0	447.0	49.0	1030.0	650.0	138.0	304.0	116.0	274.0	24.0	758.0	51.0	1209.0	66.0	186.0	75.0	Almere	Flevoland	196156.0	1490.0	Big
51	GM0034	2017JJ00	550.0	458.0	1186.0	66.0	20.0	54.0	434.0	36.0	576.0	608.0	122.0	250.0	106.0	200.0	18.0	682.0	70.0	1052.0	44.0	154.0	72.0	Almere	Flevoland	196156.0	1490.0	Big
52	GM0037	2014JJ00	42.0	10.0	182.0	0.0	0.0	5.0	72.0	18.0	103.0	66.0	6.0	35.0	35.0	21.0	3.0	101.0	9.0	179.0	12.0	15.0	12.0	Stadskanaal	Groningen	32793.0	280.0	Big
53	GM0037	2015JJ00	46.0	10.0	166.0	0.0	0.0	3.0	55.0	8.0	169.0	46.0	4.0	34.0	65.0	23.0	1.0	103.0	8.0	225.0	11.0	7.0	13.0	Stadskanaal	Groningen	32793.0	280.0	Big
54	GM0037	2016JJ00	59.0	7.0	142.0	0.0	1.0	0.0	44.0	8.0	137.0	23.0	11.0	23.0	30.0	16.0	2.0	94.0	4.0	140.0	3.0	11.0	20.0	Stadskanaal	Groningen	32793.0	280.0	Big
55	GM0037	2017JJ00	38.0	6.0	146.0	0.0	0.0	4.0	54.0	16.0	70.0	18.0	6.0	22.0	18.0	30.0	4.0	78.0	14.0	168.0	6.0	10.0	16.0	Stadskanaal	Groningen	32793.0	280.0	Big
56	GM0040	2014JJ00	29.0	2.0	45.0	0.0	0.0	1.0	19.0	2.0	11.0	16.0	0.0	14.0	6.0	4.0	1.0	26.0	0.0	40.0	2.0	0.0	9.0	Slochteren	Groningen	15535.0	103.0	Small
57	GM0040	2015JJ00	12.0	5.0	44.0	0.0	0.0	2.0	13.0	2.0	11.0	7.0	4.0	13.0	15.0	3.0	1.0	29.0	2.0	46.0	0.0	1.0	4.0	Slochteren	Groningen	15535.0	103.0	Small
58	GM0040	2016JJ00	27.0	5.0	38.0	0.0	0.0	3.0	15.0	0.0	10.0	13.0	3.0	12.0	8.0	4.0	0.0	23.0	0.0	53.0	0.0	2.0	4.0	Slochteren	Groningen	15535.0	103.0	Small
59	GM0040	2017JJ00	10.0	6.0	32.0	0.0	2.0	4.0	18.0	2.0	8.0	2.0	6.0	2.0	2.0	6.0	0.0	14.0	0.0	32.0	0.0	0.0	4.0	Slochteren	Groningen	15535.0	103.0	Small
60	GM0047	2014JJ00	77.0	22.0	181.0	3.0	2.0	6.0	89.0	8.0	121.0	52.0	6.0	43.0	28.0	13.0	2.0	85.0	7.0	194.0	9.0	7.0	11.0	Veendam	Groningen	27795.0	367.0	Big
61	GM0047	2015JJ00	43.0	17.0	158.0	2.0	0.0	4.0	75.0	14.0	115.0	22.0	15.0	35.0	30.0	17.0	1.0	78.0	5.0	196.0	8.0	3.0	18.0	Veendam	Groningen	27795.0	367.0	Big
62	GM0047	2016JJ00	44.0	26.0	182.0	1.0	0.0	4.0	72.0	8.0	74.0	40.0	5.0	29.0	17.0	24.0	1.0	107.0	3.0	164.0	4.0	5.0	16.0	Veendam	Groningen	27795.0	367.0	Big
63	GM0047	2017JJ00	36.0	6.0	154.0	2.0	0.0	6.0	72.0	0.0	48.0	10.0	10.0	10.0	16.0	12.0	4.0	76.0	6.0	120.0	6.0	2.0	8.0	Veendam	Groningen	27795.0	367.0	Big
64	GM0048	2014JJ00	28.0	13.0	89.0	0.0	0.0	4.0	35.0	6.0	30.0	15.0	2.0	18.0	13.0	6.0	2.0	48.0	6.0	87.0	8.0	1.0	11.0	Vlagtwedde	Groningen	15899.0	97.0	Small
65	GM0048	2015JJ00	26.0	9.0	105.0	1.0	1.0	6.0	33.0	9.0	31.0	18.0	7.0	26.0	29.0	7.0	1.0	65.0	7.0	89.0	3.0	3.0	11.0	Vlagtwedde	Groningen	15899.0	97.0	Small
66	GM0048	2016JJ00	37.0	19.0	112.0	2.0	2.0	2.0	60.0	2.0	36.0	26.0	2.0	22.0	16.0	8.0	7.0	47.0	5.0	98.0	5.0	6.0	19.0	Vlagtwedde	Groningen	15899.0	97.0	Small
67	GM0048	2017JJ00	16.0	6.0	82.0	2.0	0.0	6.0	32.0	0.0	12.0	6.0	2.0	18.0	10.0	14.0	12.0	50.0	0.0	70.0	4.0	4.0	10.0	Vlagtwedde	Groningen	15899.0	97.0	Small
68	GM0050	2014JJ00	47.0	15.0	78.0	0.0	1.0	5.0	25.0	4.0	55.0	46.0	26.0	40.0	22.0	110.0	1.0	45.0	8.0	149.0	3.0	14.0	8.0	Zeewolde	Flevoland	21543.0	86.0	Small
69	GM0050	2015JJ00	27.0	14.0	62.0	0.0	0.0	2.0	25.0	7.0	63.0	33.0	8.0	32.0	9.0	22.0	0.0	35.0	2.0	84.0	4.0	10.0	5.0	Zeewolde	Flevoland	21543.0	86.0	Small
70	GM0050	2016JJ00	39.0	13.0	76.0	1.0	0.0	7.0	26.0	3.0	93.0	46.0	8.0	31.0	13.0	29.0	4.0	49.0	1.0	119.0	3.0	8.0	7.0	Zeewolde	Flevoland	21543.0	86.0	Small
71	GM0050	2017JJ00	8.0	4.0	84.0	0.0	0.0	0.0	28.0	2.0	32.0	56.0	12.0	14.0	0.0	12.0	2.0	48.0	8.0	94.0	0.0	8.0	4.0	Zeewolde	Flevoland	21543.0	86.0	Small
72	GM0051	2014JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
73	GM0051	2015JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
74	GM0051	2016JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
75	GM0051	2017JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
76	GM0053	2014JJ00	18.0	2.0	24.0	0.0	0.0	3.0	6.0	2.0	28.0	4.0	2.0	7.0	4.0	4.0	0.0	15.0	3.0	79.0	2.0	3.0	1.0	Winsum	Groningen	13843.0	138.0	Small
77	GM0053	2015JJ00	17.0	5.0	27.0	1.0	0.0	1.0	14.0	1.0	20.0	5.0	1.0	7.0	4.0	3.0	1.0	13.0	0.0	62.0	1.0	0.0	2.0	Winsum	Groningen	13843.0	138.0	Small
78	GM0053	2016JJ00	7.0	6.0	27.0	0.0	0.0	2.0	12.0	0.0	17.0	6.0	0.0	8.0	4.0	1.0	0.0	15.0	0.0	54.0	0.0	2.0	3.0	Winsum	Groningen	13843.0	138.0	Small
79	GM0053	2017JJ00	8.0	4.0	28.0	0.0	0.0	0.0	14.0	0.0	10.0	2.0	0.0	8.0	0.0	2.0	0.0	14.0	0.0	78.0	0.0	0.0	0.0	Winsum	Groningen	13843.0	138.0	Small
80	GM0055	2014JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
81	GM0055	2015JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
82	GM0055	2016JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
83	GM0055	2017JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
84	GM0056	2014JJ00	16.0	6.0	19.0	0.0	0.0	0.0	13.0	0.0	74.0	6.0	1.0	14.0	3.0	1.0	1.0	5.0	1.0	104.0	0.0	3.0	2.0	Zuidhorn	Groningen	18767.0	149.0	Small
85	GM0056	2015JJ00	14.0	7.0	33.0	0.0	0.0	3.0	15.0	0.0	23.0	9.0	1.0	8.0	3.0	4.0	0.0	17.0	1.0	67.0	0.0	1.0	5.0	Zuidhorn	Groningen	18767.0	149.0	Small
86	GM0056	2016JJ00	17.0	5.0	28.0	0.0	0.0	0.0	14.0	0.0	30.0	9.0	1.0	16.0	8.0	5.0	1.0	13.0	1.0	48.0	0.0	1.0	3.0	Zuidhorn	Groningen	18767.0	149.0	Small
87	GM0056	2017JJ00	16.0	8.0	20.0	0.0	0.0	0.0	8.0	0.0	24.0	4.0	2.0	6.0	6.0	6.0	0.0	12.0	0.0	54.0	2.0	0.0	8.0	Zuidhorn	Groningen	18767.0	149.0	Small
88	GM0058	2014JJ00	28.0	4.0	102.0	2.0	0.0	10.0	28.0	9.0	52.0	23.0	4.0	20.0	14.0	16.0	1.0	71.0	3.0	181.0	3.0	8.0	15.0	Dongeradeel	Friesland	24183.0	145.0	Small
89	GM0058	2015JJ00	15.0	2.0	71.0	0.0	0.0	1.0	34.0	4.0	33.0	13.0	2.0	15.0	10.0	19.0	1.0	35.0	2.0	112.0	0.0	0.0	6.0	Dongeradeel	Friesland	24183.0	145.0	Small
90	GM0058	2016JJ00	15.0	7.0	78.0	0.0	0.0	1.0	35.0	1.0	54.0	10.0	2.0	20.0	0.0	14.0	2.0	43.0	0.0	87.0	2.0	1.0	12.0	Dongeradeel	Friesland	24183.0	145.0	Small
91	GM0058	2017JJ00	20.0	2.0	36.0	0.0	2.0	8.0	18.0	4.0	46.0	6.0	0.0	16.0	6.0	12.0	2.0	16.0	2.0	82.0	0.0	6.0	18.0	Dongeradeel	Friesland	24183.0	145.0	Small
92	GM0059	2014JJ00	27.0	13.0	122.0	0.0	0.0	4.0	47.0	6.0	53.0	20.0	13.0	17.0	18.0	21.0	2.0	74.0	1.0	145.0	4.0	2.0	7.0	Achtkarspelen	Friesland	28002.0	274.0	Big
93	GM0059	2015JJ00	23.0	10.0	91.0	0.0	1.0	3.0	32.0	7.0	69.0	13.0	2.0	21.0	14.0	40.0	0.0	58.0	1.0	131.0	3.0	0.0	9.0	Achtkarspelen	Friesland	28002.0	274.0	Big
94	GM0059	2016JJ00	27.0	2.0	99.0	0.0	0.0	6.0	31.0	4.0	43.0	21.0	2.0	48.0	5.0	21.0	0.0	66.0	2.0	114.0	3.0	3.0	8.0	Achtkarspelen	Friesland	28002.0	274.0	Big
95	GM0059	2017JJ00	22.0	8.0	96.0	0.0	0.0	0.0	30.0	10.0	26.0	12.0	4.0	22.0	2.0	30.0	0.0	62.0	4.0	106.0	2.0	2.0	6.0	Achtkarspelen	Friesland	28002.0	274.0	Big
96	GM0060	2014JJ00	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	27.0	2.0	0.0	3.0	1.0	1.0	2.0	8.0	0.0	27.0	0.0	0.0	2.0	Ameland	Friesland	3565.0	60.0	Small
97	GM0060	2015JJ00	3.0	1.0	14.0	0.0	0.0	1.0	1.0	3.0	13.0	2.0	1.0	0.0	1.0	3.0	0.0	12.0	1.0	19.0	0.0	1.0	3.0	Ameland	Friesland	3565.0	60.0	Small
98	GM0060	2016JJ00	3.0	0.0	17.0	0.0	0.0	0.0	4.0	2.0	8.0	7.0	0.0	0.0	1.0	3.0	0.0	13.0	0.0	30.0	0.0	2.0	3.0	Ameland	Friesland	3565.0	60.0	Small
99	GM0060	2017JJ00	0.0	0.0	10.0	0.0	0.0	0.0	2.0	0.0	4.0	2.0	2.0	0.0	0.0	2.0	2.0	8.0	0.0	4.0	2.0	0.0	2.0	Ameland	Friesland	3565.0	60.0	Small
100	GM0063	2014JJ00	11.0	2.0	28.0	0.0	1.0	0.0	15.0	1.0	8.0	6.0	2.0	8.0	5.0	4.0	0.0	13.0	0.0	60.0	0.0	1.0	3.0	Bildt, hethet Bildt	Friesland	10633.0	117.0	Small
101	GM0063	2015JJ00	12.0	6.0	37.0	0.0	0.0	1.0	19.0	3.0	8.0	5.0	3.0	17.0	4.0	2.0	1.0	18.0	0.0	29.0	0.0	2.0	5.0	Bildt, hethet Bildt	Friesland	10633.0	117.0	Small
102	GM0063	2016JJ00	13.0	4.0	30.0	0.0	0.0	1.0	11.0	1.0	26.0	16.0	1.0	11.0	10.0	1.0	0.0	19.0	0.0	35.0	0.0	0.0	6.0	Bildt, hethet Bildt	Friesland	10633.0	117.0	Small
103	GM0063	2017JJ00	2.0	4.0	28.0	0.0	0.0	0.0	16.0	0.0	20.0	14.0	0.0	2.0	2.0	4.0	0.0	12.0	0.0	50.0	2.0	0.0	0.0	Bildt, hethet Bildt	Friesland	10633.0	117.0	Small
104	GM0070	2014JJ00	29.0	17.0	97.0	2.0	0.0	1.0	47.0	5.0	73.0	11.0	2.0	21.0	10.0	6.0	1.0	48.0	2.0	148.0	5.0	3.0	7.0	Franekeradeel	Friesland	20437.0	200.0	Small
105	GM0070	2015JJ00	31.0	14.0	63.0	0.0	2.0	2.0	28.0	4.0	47.0	18.0	1.0	41.0	12.0	10.0	2.0	33.0	2.0	188.0	4.0	3.0	11.0	Franekeradeel	Friesland	20437.0	200.0	Small
106	GM0070	2016JJ00	25.0	9.0	71.0	0.0	0.0	3.0	30.0	9.0	48.0	22.0	2.0	13.0	5.0	4.0	1.0	40.0	1.0	117.0	3.0	2.0	16.0	Franekeradeel	Friesland	20437.0	200.0	Small
107	GM0070	2017JJ00	12.0	12.0	56.0	0.0	0.0	0.0	24.0	4.0	30.0	8.0	0.0	10.0	2.0	2.0	2.0	32.0	0.0	140.0	0.0	4.0	6.0	Franekeradeel	Friesland	20437.0	200.0	Small
108	GM0072	2014JJ00	35.0	10.0	93.0	1.0	1.0	3.0	36.0	12.0	88.0	18.0	1.0	30.0	5.0	19.0	1.0	55.0	2.0	115.0	3.0	11.0	12.0	Harlingen	Friesland	15810.0	633.0	Small
109	GM0072	2015JJ00	19.0	14.0	61.0	0.0	0.0	2.0	26.0	6.0	69.0	22.0	2.0	25.0	4.0	16.0	3.0	35.0	0.0	105.0	2.0	6.0	1.0	Harlingen	Friesland	15810.0	633.0	Small
110	GM0072	2016JJ00	20.0	5.0	75.0	0.0	1.0	2.0	29.0	7.0	54.0	20.0	1.0	19.0	9.0	17.0	0.0	45.0	1.0	93.0	3.0	5.0	5.0	Harlingen	Friesland	15810.0	633.0	Small
111	GM0072	2017JJ00	18.0	6.0	78.0	0.0	0.0	2.0	30.0	4.0	32.0	8.0	2.0	18.0	0.0	12.0	0.0	46.0	2.0	62.0	2.0	0.0	6.0	Harlingen	Friesland	15810.0	633.0	Small
112	GM0074	2014JJ00	110.0	29.0	188.0	10.0	1.0	4.0	77.0	5.0	282.0	76.0	15.0	74.0	51.0	19.0	5.0	105.0	6.0	308.0	6.0	30.0	20.0	Heerenveen	Friesland	49388.0	273.0	Big
