Perioden;Crimes;Municipality;CrimeType
2016JJ00;17;het Bildt;HIC: Theft / burglary dwelling, total
2014JJ00;203;De Bilt;HIC: Theft / burglary dwelling, total
2015JJ00;202;De Bilt;HIC: Theft / burglary dwelling, total
2016JJ00;180;De Bilt;HIC: Theft / burglary dwelling, total
2014JJ00;31;Binnenmaas;HIC: Theft / burglary dwelling, total
2015JJ00;39;Binnenmaas;HIC: Theft / burglary dwelling, total
2016JJ00;38;Binnenmaas;HIC: Theft / burglary dwelling, total
2014JJ00;50;Bladel;HIC: Theft / burglary dwelling, total
2015JJ00;54;Bladel;HIC: Theft / burglary dwelling, total
2016JJ00;35;Bladel;HIC: Theft / burglary dwelling, total
2014JJ00;85;Blaricum;HIC: Theft / burglary dwelling, total
2015JJ00;92;Blaricum;HIC: Theft / burglary dwelling, total
2016JJ00;82;Blaricum;HIC: Theft / burglary dwelling, total
2014JJ00;138;Bloemendaal;HIC: Theft / burglary dwelling, total
2015JJ00;127;Bloemendaal;HIC: Theft / burglary dwelling, total
2016JJ00;86;Bloemendaal;HIC: Theft / burglary dwelling, total
2014JJ00;;Boarnsterhim;HIC: Theft / burglary dwelling, total
2015JJ00;;Boarnsterhim;HIC: Theft / burglary dwelling, total
2016JJ00;;Boarnsterhim;HIC: Theft / burglary dwelling, total
2014JJ00;131;Bodegraven-Reeuwijk;HIC: Theft / burglary dwelling, total
2015JJ00;142;Bodegraven-Reeuwijk;HIC: Theft / burglary dwelling, total
2016JJ00;180;Bodegraven-Reeuwijk;HIC: Theft / burglary dwelling, total
2014JJ00;16;Boekel;HIC: Theft / burglary dwelling, total
2015JJ00;20;Boekel;HIC: Theft / burglary dwelling, total
2016JJ00;13;Boekel;HIC: Theft / burglary dwelling, total
2014JJ00;16;Ten Boer;HIC: Theft / burglary dwelling, total
2015JJ00;4;Ten Boer;HIC: Theft / burglary dwelling, total
2016JJ00;7;Ten Boer;HIC: Theft / burglary dwelling, total
2014JJ00;64;Borger-Odoorn;HIC: Theft / burglary dwelling, total
2015JJ00;58;Borger-Odoorn;HIC: Theft / burglary dwelling, total
2016JJ00;42;Borger-Odoorn;HIC: Theft / burglary dwelling, total
2014JJ00;62;Borne;HIC: Theft / burglary dwelling, total
2015JJ00;69;Borne;HIC: Theft / burglary dwelling, total
2016JJ00;49;Borne;HIC: Theft / burglary dwelling, total
2014JJ00;38;Borsele;HIC: Theft / burglary dwelling, total
2015JJ00;36;Borsele;HIC: Theft / burglary dwelling, total
2016JJ00;30;Borsele;HIC: Theft / burglary dwelling, total
2014JJ00;;Boskoop;HIC: Theft / burglary dwelling, total
2015JJ00;;Boskoop;HIC: Theft / burglary dwelling, total
2016JJ00;;Boskoop;HIC: Theft / burglary dwelling, total
2014JJ00;72;Boxmeer;HIC: Theft / burglary dwelling, total
2015JJ00;94;Boxmeer;HIC: Theft / burglary dwelling, total
2016JJ00;62;Boxmeer;HIC: Theft / burglary dwelling, total
2014JJ00;87;Boxtel;HIC: Theft / burglary dwelling, total
2015JJ00;101;Boxtel;HIC: Theft / burglary dwelling, total
2016JJ00;110;Boxtel;HIC: Theft / burglary dwelling, total
2014JJ00;967;Breda;HIC: Theft / burglary dwelling, total
2015JJ00;793;Breda;HIC: Theft / burglary dwelling, total
2016JJ00;631;Breda;HIC: Theft / burglary dwelling, total
2014JJ00;55;Brielle;HIC: Theft / burglary dwelling, total
2015JJ00;30;Brielle;HIC: Theft / burglary dwelling, total
2016JJ00;36;Brielle;HIC: Theft / burglary dwelling, total
2014JJ00;77;Bronckhorst;HIC: Theft / burglary dwelling, total
2015JJ00;61;Bronckhorst;HIC: Theft / burglary dwelling, total
2016JJ00;99;Bronckhorst;HIC: Theft / burglary dwelling, total
2014JJ00;66;Brummen;HIC: Theft / burglary dwelling, total
2015JJ00;55;Brummen;HIC: Theft / burglary dwelling, total
2016JJ00;67;Brummen;HIC: Theft / burglary dwelling, total
2014JJ00;172;Brunssum;HIC: Theft / burglary dwelling, total
2015JJ00;153;Brunssum;HIC: Theft / burglary dwelling, total
2016JJ00;168;Brunssum;HIC: Theft / burglary dwelling, total
2014JJ00;57;Bunnik;HIC: Theft / burglary dwelling, total
2015JJ00;37;Bunnik;HIC: Theft / burglary dwelling, total
2016JJ00;47;Bunnik;HIC: Theft / burglary dwelling, total
2014JJ00;67;Bunschoten;HIC: Theft / burglary dwelling, total
2015JJ00;32;Bunschoten;HIC: Theft / burglary dwelling, total
2016JJ00;38;Bunschoten;HIC: Theft / burglary dwelling, total
2014JJ00;92;Buren;HIC: Theft / burglary dwelling, total
2015JJ00;78;Buren;HIC: Theft / burglary dwelling, total
2016JJ00;63;Buren;HIC: Theft / burglary dwelling, total
2014JJ00;208;Bussum;HIC: Theft / burglary dwelling, total
2015JJ00;179;Bussum;HIC: Theft / burglary dwelling, total
2016JJ00;;Bussum;HIC: Theft / burglary dwelling, total
2014JJ00;304;Capelle aan den IJssel;HIC: Theft / burglary dwelling, total
2015JJ00;255;Capelle aan den IJssel;HIC: Theft / burglary dwelling, total
2016JJ00;266;Capelle aan den IJssel;HIC: Theft / burglary dwelling, total
2014JJ00;133;Castricum;HIC: Theft / burglary dwelling, total
2015JJ00;124;Castricum;HIC: Theft / burglary dwelling, total
2016JJ00;66;Castricum;HIC: Theft / burglary dwelling, total
2014JJ00;138;Coevorden;HIC: Theft / burglary dwelling, total
2015JJ00;135;Coevorden;HIC: Theft / burglary dwelling, total
2016JJ00;98;Coevorden;HIC: Theft / burglary dwelling, total
2014JJ00;87;Cranendonck;HIC: Theft / burglary dwelling, total
2015JJ00;44;Cranendonck;HIC: Theft / burglary dwelling, total
2016JJ00;61;Cranendonck;HIC: Theft / burglary dwelling, total
2014JJ00;30;Cromstrijen;HIC: Theft / burglary dwelling, total
2015JJ00;27;Cromstrijen;HIC: Theft / burglary dwelling, total
2016JJ00;19;Cromstrijen;HIC: Theft / burglary dwelling, total
2014JJ00;57;Cuijk;HIC: Theft / burglary dwelling, total
2015JJ00;60;Cuijk;HIC: Theft / burglary dwelling, total
2016JJ00;66;Cuijk;HIC: Theft / burglary dwelling, total
2014JJ00;181;Culemborg;HIC: Theft / burglary dwelling, total
2015JJ00;194;Culemborg;HIC: Theft / burglary dwelling, total
2016JJ00;130;Culemborg;HIC: Theft / burglary dwelling, total
2014JJ00;71;Dalfsen;HIC: Theft / burglary dwelling, total
2015JJ00;46;Dalfsen;HIC: Theft / burglary dwelling, total
2016JJ00;51;Dalfsen;HIC: Theft / burglary dwelling, total
2014JJ00;24;Dantumadiel;HIC: Theft / burglary dwelling, total
2015JJ00;23;Dantumadiel;HIC: Theft / burglary dwelling, total
2016JJ00;16;Dantumadiel;HIC: Theft / burglary dwelling, total
2014JJ00;543;Delft;HIC: Theft / burglary dwelling, total
2015JJ00;419;Delft;HIC: Theft / burglary dwelling, total
2016JJ00;482;Delft;HIC: Theft / burglary dwelling, total
2014JJ00;55;Delfzijl;HIC: Theft / burglary dwelling, total
2015JJ00;44;Delfzijl;HIC: Theft / burglary dwelling, total
2016JJ00;76;Delfzijl;HIC: Theft / burglary dwelling, total
2014JJ00;90;Deurne;HIC: Theft / burglary dwelling, total
2015JJ00;91;Deurne;HIC: Theft / burglary dwelling, total
2016JJ00;86;Deurne;HIC: Theft / burglary dwelling, total
2014JJ00;439;Deventer;HIC: Theft / burglary dwelling, total
2015JJ00;241;Deventer;HIC: Theft / burglary dwelling, total
2016JJ00;387;Deventer;HIC: Theft / burglary dwelling, total
2014JJ00;136;Diemen;HIC: Theft / burglary dwelling, total
2015JJ00;153;Diemen;HIC: Theft / burglary dwelling, total
2016JJ00;126;Diemen;HIC: Theft / burglary dwelling, total
2014JJ00;37;Dinkelland;HIC: Theft / burglary dwelling, total
2015JJ00;41;Dinkelland;HIC: Theft / burglary dwelling, total
2016JJ00;34;Dinkelland;HIC: Theft / burglary dwelling, total
2014JJ00;36;Doesburg;HIC: Theft / burglary dwelling, total
2015JJ00;29;Doesburg;HIC: Theft / burglary dwelling, total
2016JJ00;38;Doesburg;HIC: Theft / burglary dwelling, total
2014JJ00;132;Doetinchem;HIC: Theft / burglary dwelling, total
2015JJ00;121;Doetinchem;HIC: Theft / burglary dwelling, total
2016JJ00;118;Doetinchem;HIC: Theft / burglary dwelling, total
2014JJ00;101;Dongen;HIC: Theft / burglary dwelling, total
2015JJ00;55;Dongen;HIC: Theft / burglary dwelling, total
2016JJ00;50;Dongen;HIC: Theft / burglary dwelling, total
2014JJ00;32;Dongeradeel;HIC: Theft / burglary dwelling, total
2015JJ00;17;Dongeradeel;HIC: Theft / burglary dwelling, total
2016JJ00;22;Dongeradeel;HIC: Theft / burglary dwelling, total
2014JJ00;364;Dordrecht;HIC: Theft / burglary dwelling, total
2015JJ00;301;Dordrecht;HIC: Theft / burglary dwelling, total
2016JJ00;254;Dordrecht;HIC: Theft / burglary dwelling, total
2014JJ00;50;Drechterland;HIC: Theft / burglary dwelling, total
2015JJ00;64;Drechterland;HIC: Theft / burglary dwelling, total
2016JJ00;27;Drechterland;HIC: Theft / burglary dwelling, total
2014JJ00;91;Drimmelen;HIC: Theft / burglary dwelling, total
2015JJ00;115;Drimmelen;HIC: Theft / burglary dwelling, total
2016JJ00;48;Drimmelen;HIC: Theft / burglary dwelling, total
2014JJ00;137;Dronten;HIC: Theft / burglary dwelling, total
2015JJ00;121;Dronten;HIC: Theft / burglary dwelling, total
2016JJ00;121;Dronten;HIC: Theft / burglary dwelling, total
2014JJ00;45;Druten;HIC: Theft / burglary dwelling, total
2015JJ00;32;Druten;HIC: Theft / burglary dwelling, total
2016JJ00;43;Druten;HIC: Theft / burglary dwelling, total
2014JJ00;65;Duiven;HIC: Theft / burglary dwelling, total
2015JJ00;89;Duiven;HIC: Theft / burglary dwelling, total
2016JJ00;82;Duiven;HIC: Theft / burglary dwelling, total
2014JJ00;124;Echt-Susteren;HIC: Theft / burglary dwelling, total
2015JJ00;141;Echt-Susteren;HIC: Theft / burglary dwelling, total
2016JJ00;85;Echt-Susteren;HIC: Theft / burglary dwelling, total
2014JJ00;53;Edam-Volendam;HIC: Theft / burglary dwelling, total
2015JJ00;38;Edam-Volendam;HIC: Theft / burglary dwelling, total
2016JJ00;41;Edam-Volendam;HIC: Theft / burglary dwelling, total
2014JJ00;474;Ede;HIC: Theft / burglary dwelling, total
2015JJ00;379;Ede;HIC: Theft / burglary dwelling, total
2016JJ00;468;Ede;HIC: Theft / burglary dwelling, total
2014JJ00;36;Eemnes;HIC: Theft / burglary dwelling, total
2015JJ00;19;Eemnes;HIC: Theft / burglary dwelling, total
2016JJ00;19;Eemnes;HIC: Theft / burglary dwelling, total
2014JJ00;29;Eemsmond;HIC: Theft / burglary dwelling, total
2015JJ00;21;Eemsmond;HIC: Theft / burglary dwelling, total
2016JJ00;10;Eemsmond;HIC: Theft / burglary dwelling, total
2014JJ00;72;Eersel;HIC: Theft / burglary dwelling, total
2015JJ00;51;Eersel;HIC: Theft / burglary dwelling, total
2016JJ00;60;Eersel;HIC: Theft / burglary dwelling, total
2014JJ00;94;Eijsden-Margraten;HIC: Theft / burglary dwelling, total
2015JJ00;114;Eijsden-Margraten;HIC: Theft / burglary dwelling, total
2016JJ00;60;Eijsden-Margraten;HIC: Theft / burglary dwelling, total
2014JJ00;1664;Eindhoven;HIC: Theft / burglary dwelling, total
2015JJ00;1346;Eindhoven;HIC: Theft / burglary dwelling, total
2016JJ00;978;Eindhoven;HIC: Theft / burglary dwelling, total
2014JJ00;63;Elburg;HIC: Theft / burglary dwelling, total
2015JJ00;72;Elburg;HIC: Theft / burglary dwelling, total
2016JJ00;44;Elburg;HIC: Theft / burglary dwelling, total
2014JJ00;287;Emmen;HIC: Theft / burglary dwelling, total
2015JJ00;276;Emmen;HIC: Theft / burglary dwelling, total
2016JJ00;285;Emmen;HIC: Theft / burglary dwelling, total
2014JJ00;55;Enkhuizen;HIC: Theft / burglary dwelling, total
2015JJ00;62;Enkhuizen;HIC: Theft / burglary dwelling, total
2016JJ00;32;Enkhuizen;HIC: Theft / burglary dwelling, total
2014JJ00;746;Enschede;HIC: Theft / burglary dwelling, total
2015JJ00;663;Enschede;HIC: Theft / burglary dwelling, total
2016JJ00;783;Enschede;HIC: Theft / burglary dwelling, total
2014JJ00;99;Epe;HIC: Theft / burglary dwelling, total
2015JJ00;128;Epe;HIC: Theft / burglary dwelling, total
2016JJ00;98;Epe;HIC: Theft / burglary dwelling, total
2014JJ00;113;Ermelo;HIC: Theft / burglary dwelling, total
2015JJ00;90;Ermelo;HIC: Theft / burglary dwelling, total
2016JJ00;102;Ermelo;HIC: Theft / burglary dwelling, total
2014JJ00;154;Etten-Leur;HIC: Theft / burglary dwelling, total
2015JJ00;120;Etten-Leur;HIC: Theft / burglary dwelling, total
2016JJ00;88;Etten-Leur;HIC: Theft / burglary dwelling, total
2014JJ00;10;Ferwerderadiel;HIC: Theft / burglary dwelling, total
2015JJ00;10;Ferwerderadiel;HIC: Theft / burglary dwelling, total
2016JJ00;9;Ferwerderadiel;HIC: Theft / burglary dwelling, total
2014JJ00;46;Franekeradeel;HIC: Theft / burglary dwelling, total
2015JJ00;45;Franekeradeel;HIC: Theft / burglary dwelling, total
2016JJ00;34;Franekeradeel;HIC: Theft / burglary dwelling, total
2014JJ00;139;De Friese Meren;HIC: Theft / burglary dwelling, total
2015JJ00;98;De Friese Meren;HIC: Theft / burglary dwelling, total
2016JJ00;;De Friese Meren;HIC: Theft / burglary dwelling, total
2014JJ00;;De Fryske Marren;HIC: Theft / burglary dwelling, total
2015JJ00;;De Fryske Marren;HIC: Theft / burglary dwelling, total
2016JJ00;91;De Fryske Marren;HIC: Theft / burglary dwelling, total
2014JJ00;;Gaasterlan-Sleat;HIC: Theft / burglary dwelling, total
2015JJ00;;Gaasterlan-Sleat;HIC: Theft / burglary dwelling, total
2016JJ00;;Gaasterlan-Sleat;HIC: Theft / burglary dwelling, total
2014JJ00;93;Geertruidenberg;HIC: Theft / burglary dwelling, total
2015JJ00;62;Geertruidenberg;HIC: Theft / burglary dwelling, total
2016JJ00;43;Geertruidenberg;HIC: Theft / burglary dwelling, total
2014JJ00;109;Geldermalsen;HIC: Theft / burglary dwelling, total
2015JJ00;98;Geldermalsen;HIC: Theft / burglary dwelling, total
2016JJ00;83;Geldermalsen;HIC: Theft / burglary dwelling, total
2014JJ00;173;Geldrop-Mierlo;HIC: Theft / burglary dwelling, total
2015JJ00;155;Geldrop-Mierlo;HIC: Theft / burglary dwelling, total
2016JJ00;112;Geldrop-Mierlo;HIC: Theft / burglary dwelling, total
2014JJ00;76;Gemert-Bakel;HIC: Theft / burglary dwelling, total
2015JJ00;53;Gemert-Bakel;HIC: Theft / burglary dwelling, total
2016JJ00;69;Gemert-Bakel;HIC: Theft / burglary dwelling, total
2014JJ00;54;Gennep;HIC: Theft / burglary dwelling, total
2015JJ00;46;Gennep;HIC: Theft / burglary dwelling, total
2016JJ00;47;Gennep;HIC: Theft / burglary dwelling, total
2014JJ00;38;Giessenlanden;HIC: Theft / burglary dwelling, total
2015JJ00;44;Giessenlanden;HIC: Theft / burglary dwelling, total
2016JJ00;31;Giessenlanden;HIC: Theft / burglary dwelling, total
2014JJ00;146;Gilze en Rijen;HIC: Theft / burglary dwelling, total
2015JJ00;69;Gilze en Rijen;HIC: Theft / burglary dwelling, total
2016JJ00;51;Gilze en Rijen;HIC: Theft / burglary dwelling, total
2014JJ00;100;Goeree-Overflakkee;HIC: Theft / burglary dwelling, total
2015JJ00;76;Goeree-Overflakkee;HIC: Theft / burglary dwelling, total
2016JJ00;83;Goeree-Overflakkee;HIC: Theft / burglary dwelling, total
2014JJ00;93;Goes;HIC: Theft / burglary dwelling, total
2015JJ00;58;Goes;HIC: Theft / burglary dwelling, total
2016JJ00;66;Goes;HIC: Theft / burglary dwelling, total
2014JJ00;70;Goirle;HIC: Theft / burglary dwelling, total
2015JJ00;68;Goirle;HIC: Theft / burglary dwelling, total
2016JJ00;47;Goirle;HIC: Theft / burglary dwelling, total
2014JJ00;;Gooise Meren;HIC: Theft / burglary dwelling, total
2015JJ00;;Gooise Meren;HIC: Theft / burglary dwelling, total
2016JJ00;291;Gooise Meren;HIC: Theft / burglary dwelling, total
2014JJ00;107;Gorinchem;HIC: Theft / burglary dwelling, total
2015JJ00;131;Gorinchem;HIC: Theft / burglary dwelling, total
2016JJ00;78;Gorinchem;HIC: Theft / burglary dwelling, total
2014JJ00;591;Gouda;HIC: Theft / burglary dwelling, total
2015JJ00;589;Gouda;HIC: Theft / burglary dwelling, total
2016JJ00;639;Gouda;HIC: Theft / burglary dwelling, total
2014JJ00;;Graft-De Rijp;HIC: Theft / burglary dwelling, total
2015JJ00;;Graft-De Rijp;HIC: Theft / burglary dwelling, total
2016JJ00;;Graft-De Rijp;HIC: Theft / burglary dwelling, total
2014JJ00;35;Grave;HIC: Theft / burglary dwelling, total
2015JJ00;28;Grave;HIC: Theft / burglary dwelling, total
2016JJ00;28;Grave;HIC: Theft / burglary dwelling, total
2014JJ00;2647;s-Gravenhage (gemeente);HIC: Theft / burglary dwelling, total
2015JJ00;2899;s-Gravenhage (gemeente);HIC: Theft / burglary dwelling, total
2016JJ00;2269;s-Gravenhage (gemeente);HIC: Theft / burglary dwelling, total
2014JJ00;84;Groesbeek;HIC: Theft / burglary dwelling, total
2015JJ00;113;Groesbeek;HIC: Theft / burglary dwelling, total
2016JJ00;;Groesbeek;HIC: Theft / burglary dwelling, total
2014JJ00;1183;Groningen (gemeente);HIC: Theft / burglary dwelling, total
2015JJ00;875;Groningen (gemeente);HIC: Theft / burglary dwelling, total
2016JJ00;877;Groningen (gemeente);HIC: Theft / burglary dwelling, total
2014JJ00;23;Grootegast;HIC: Theft / burglary dwelling, total
2015JJ00;15;Grootegast;HIC: Theft / burglary dwelling, total
2016JJ00;14;Grootegast;HIC: Theft / burglary dwelling, total
2014JJ00;42;Gulpen-Wittem;HIC: Theft / burglary dwelling, total
2015JJ00;53;Gulpen-Wittem;HIC: Theft / burglary dwelling, total
2016JJ00;37;Gulpen-Wittem;HIC: Theft / burglary dwelling, total
2014JJ00;66;Haaksbergen;HIC: Theft / burglary dwelling, total
2015JJ00;29;Haaksbergen;HIC: Theft / burglary dwelling, total
2016JJ00;36;Haaksbergen;HIC: Theft / burglary dwelling, total
2014JJ00;51;Haaren;HIC: Theft / burglary dwelling, total
2015JJ00;75;Haaren;HIC: Theft / burglary dwelling, total
2016JJ00;34;Haaren;HIC: Theft / burglary dwelling, total
2014JJ00;773;Haarlem;HIC: Theft / burglary dwelling, total
2015JJ00;640;Haarlem;HIC: Theft / burglary dwelling, total
2016JJ00;451;Haarlem;HIC: Theft / burglary dwelling, total
2014JJ00;32;Haarlemmerliede en Spaarnwoude;HIC: Theft / burglary dwelling, total
2015JJ00;30;Haarlemmerliede en Spaarnwoude;HIC: Theft / burglary dwelling, total
2016JJ00;45;Haarlemmerliede en Spaarnwoude;HIC: Theft / burglary dwelling, total
2014JJ00;575;Haarlemmermeer;HIC: Theft / burglary dwelling, total
2015JJ00;547;Haarlemmermeer;HIC: Theft / burglary dwelling, total
2016JJ00;473;Haarlemmermeer;HIC: Theft / burglary dwelling, total
2014JJ00;104;Halderberge;HIC: Theft / burglary dwelling, total
2015JJ00;65;Halderberge;HIC: Theft / burglary dwelling, total
2016JJ00;81;Halderberge;HIC: Theft / burglary dwelling, total
2014JJ00;170;Hardenberg;HIC: Theft / burglary dwelling, total
2015JJ00;88;Hardenberg;HIC: Theft / burglary dwelling, total
2016JJ00;120;Hardenberg;HIC: Theft / burglary dwelling, total
2014JJ00;125;Harderwijk;HIC: Theft / burglary dwelling, total
2015JJ00;145;Harderwijk;HIC: Theft / burglary dwelling, total
2016JJ00;110;Harderwijk;HIC: Theft / burglary dwelling, total
2014JJ00;47;Hardinxveld-Giessendam;HIC: Theft / burglary dwelling, total
2015JJ00;29;Hardinxveld-Giessendam;HIC: Theft / burglary dwelling, total
2016JJ00;26;Hardinxveld-Giessendam;HIC: Theft / burglary dwelling, total
2014JJ00;79;Haren;HIC: Theft / burglary dwelling, total
2015JJ00;67;Haren;HIC: Theft / burglary dwelling, total
2016JJ00;83;Haren;HIC: Theft / burglary dwelling, total
2014JJ00;45;Harlingen;HIC: Theft / burglary dwelling, total
2015JJ00;33;Harlingen;HIC: Theft / burglary dwelling, total
2016JJ00;25;Harlingen;HIC: Theft / burglary dwelling, total
2014JJ00;37;Hattem;HIC: Theft / burglary dwelling, total
2015JJ00;30;Hattem;HIC: Theft / burglary dwelling, total
2016JJ00;28;Hattem;HIC: Theft / burglary dwelling, total
2014JJ00;178;Heemskerk;HIC: Theft / burglary dwelling, total
2015JJ00;160;Heemskerk;HIC: Theft / burglary dwelling, total
2016JJ00;121;Heemskerk;HIC: Theft / burglary dwelling, total
2014JJ00;117;Heemstede;HIC: Theft / burglary dwelling, total
2015JJ00;143;Heemstede;HIC: Theft / burglary dwelling, total
2016JJ00;77;Heemstede;HIC: Theft / burglary dwelling, total
2014JJ00;52;Heerde;HIC: Theft / burglary dwelling, total
2015JJ00;73;Heerde;HIC: Theft / burglary dwelling, total
2016JJ00;41;Heerde;HIC: Theft / burglary dwelling, total
2014JJ00;139;Heerenveen;HIC: Theft / burglary dwelling, total
2015JJ00;106;Heerenveen;HIC: Theft / burglary dwelling, total
2016JJ00;112;Heerenveen;HIC: Theft / burglary dwelling, total
2014JJ00;216;Heerhugowaard;HIC: Theft / burglary dwelling, total
2015JJ00;178;Heerhugowaard;HIC: Theft / burglary dwelling, total
2016JJ00;140;Heerhugowaard;HIC: Theft / burglary dwelling, total
2014JJ00;534;Heerlen;HIC: Theft / burglary dwelling, total
2015JJ00;469;Heerlen;HIC: Theft / burglary dwelling, total
2016JJ00;413;Heerlen;HIC: Theft / burglary dwelling, total
2014JJ00;115;Heeze-Leende;HIC: Theft / burglary dwelling, total
2015JJ00;45;Heeze-Leende;HIC: Theft / burglary dwelling, total
2016JJ00;47;Heeze-Leende;HIC: Theft / burglary dwelling, total
2014JJ00;86;Heiloo;HIC: Theft / burglary dwelling, total
2015JJ00;125;Heiloo;HIC: Theft / burglary dwelling, total
2016JJ00;113;Heiloo;HIC: Theft / burglary dwelling, total
2014JJ00;212;Den Helder;HIC: Theft / burglary dwelling, total
2015JJ00;138;Den Helder;HIC: Theft / burglary dwelling, total
2016JJ00;128;Den Helder;HIC: Theft / burglary dwelling, total
2014JJ00;73;Hellendoorn;HIC: Theft / burglary dwelling, total
2015JJ00;56;Hellendoorn;HIC: Theft / burglary dwelling, total
2016JJ00;52;Hellendoorn;HIC: Theft / burglary dwelling, total
2014JJ00;109;Hellevoetsluis;HIC: Theft / burglary dwelling, total
2015JJ00;86;Hellevoetsluis;HIC: Theft / burglary dwelling, total
2016JJ00;58;Hellevoetsluis;HIC: Theft / burglary dwelling, total
2014JJ00;453;Helmond;HIC: Theft / burglary dwelling, total
2015JJ00;523;Helmond;HIC: Theft / burglary dwelling, total
2016JJ00;374;Helmond;HIC: Theft / burglary dwelling, total
2014JJ00;58;Hendrik-Ido-Ambacht;HIC: Theft / burglary dwelling, total
2015JJ00;68;Hendrik-Ido-Ambacht;HIC: Theft / burglary dwelling, total
2016JJ00;77;Hendrik-Ido-Ambacht;HIC: Theft / burglary dwelling, total
2014JJ00;389;Hengelo (O.);HIC: Theft / burglary dwelling, total
2015JJ00;302;Hengelo (O.);HIC: Theft / burglary dwelling, total
2016JJ00;305;Hengelo (O.);HIC: Theft / burglary dwelling, total
2014JJ00;617;s-Hertogenbosch;HIC: Theft / burglary dwelling, total
2015JJ00;567;s-Hertogenbosch;HIC: Theft / burglary dwelling, total
2016JJ00;471;s-Hertogenbosch;HIC: Theft / burglary dwelling, total
2014JJ00;43;Heumen;HIC: Theft / burglary dwelling, total
2015JJ00;57;Heumen;HIC: Theft / burglary dwelling, total
2016JJ00;63;Heumen;HIC: Theft / burglary dwelling, total
2014JJ00;136;Heusden;HIC: Theft / burglary dwelling, total
2015JJ00;154;Heusden;HIC: Theft / burglary dwelling, total
2016JJ00;64;Heusden;HIC: Theft / burglary dwelling, total
2014JJ00;74;Hillegom;HIC: Theft / burglary dwelling, total
2015JJ00;83;Hillegom;HIC: Theft / burglary dwelling, total
2016JJ00;51;Hillegom;HIC: Theft / burglary dwelling, total
2014JJ00;52;Hilvarenbeek;HIC: Theft / burglary dwelling, total
2015JJ00;64;Hilvarenbeek;HIC: Theft / burglary dwelling, total
2016JJ00;33;Hilvarenbeek;HIC: Theft / burglary dwelling, total
2014JJ00;405;Hilversum;HIC: Theft / burglary dwelling, total
2015JJ00;564;Hilversum;HIC: Theft / burglary dwelling, total
2016JJ00;356;Hilversum;HIC: Theft / burglary dwelling, total
2014JJ00;72;Hof van Twente;HIC: Theft / burglary dwelling, total
2015JJ00;89;Hof van Twente;HIC: Theft / burglary dwelling, total
2016JJ00;81;Hof van Twente;HIC: Theft / burglary dwelling, total
2014JJ00;137;Hollands Kroon;HIC: Theft / burglary dwelling, total
2015JJ00;121;Hollands Kroon;HIC: Theft / burglary dwelling, total
2016JJ00;73;Hollands Kroon;HIC: Theft / burglary dwelling, total
2014JJ00;239;Hoogeveen;HIC: Theft / burglary dwelling, total
2015JJ00;252;Hoogeveen;HIC: Theft / burglary dwelling, total
2016JJ00;136;Hoogeveen;HIC: Theft / burglary dwelling, total
2014JJ00;114;Hoogezand-Sappemeer;HIC: Theft / burglary dwelling, total
2015JJ00;88;Hoogezand-Sappemeer;HIC: Theft / burglary dwelling, total
2016JJ00;93;Hoogezand-Sappemeer;HIC: Theft / burglary dwelling, total
2014JJ00;240;Hoorn;HIC: Theft / burglary dwelling, total
2015JJ00;220;Hoorn;HIC: Theft / burglary dwelling, total
2016JJ00;173;Hoorn;HIC: Theft / burglary dwelling, total
2014JJ00;116;Horst aan de Maas;HIC: Theft / burglary dwelling, total
2015JJ00;131;Horst aan de Maas;HIC: Theft / burglary dwelling, total
2016JJ00;114;Horst aan de Maas;HIC: Theft / burglary dwelling, total
2014JJ00;110;Houten;HIC: Theft / burglary dwelling, total
2015JJ00;102;Houten;HIC: Theft / burglary dwelling, total
2016JJ00;164;Houten;HIC: Theft / burglary dwelling, total
2014JJ00;294;Huizen;HIC: Theft / burglary dwelling, total
2015JJ00;341;Huizen;HIC: Theft / burglary dwelling, total
2016JJ00;260;Huizen;HIC: Theft / burglary dwelling, total
2014JJ00;76;Hulst;HIC: Theft / burglary dwelling, total
2015JJ00;72;Hulst;HIC: Theft / burglary dwelling, total
2016JJ00;59;Hulst;HIC: Theft / burglary dwelling, total
2014JJ00;119;IJsselstein;HIC: Theft / burglary dwelling, total
2015JJ00;71;IJsselstein;HIC: Theft / burglary dwelling, total
2016JJ00;113;IJsselstein;HIC: Theft / burglary dwelling, total
2014JJ00;85;Kaag en Braassem;HIC: Theft / burglary dwelling, total
2015JJ00;66;Kaag en Braassem;HIC: Theft / burglary dwelling, total
2016JJ00;69;Kaag en Braassem;HIC: Theft / burglary dwelling, total
2014JJ00;92;Kampen;HIC: Theft / burglary dwelling, total
2015JJ00;79;Kampen;HIC: Theft / burglary dwelling, total
2016JJ00;55;Kampen;HIC: Theft / burglary dwelling, total
2014JJ00;23;Kapelle;HIC: Theft / burglary dwelling, total
2015JJ00;27;Kapelle;HIC: Theft / burglary dwelling, total
2016JJ00;19;Kapelle;HIC: Theft / burglary dwelling, total
2014JJ00;78;Katwijk;HIC: Theft / burglary dwelling, total
2015JJ00;125;Katwijk;HIC: Theft / burglary dwelling, total
2016JJ00;89;Katwijk;HIC: Theft / burglary dwelling, total
2014JJ00;246;Kerkrade;HIC: Theft / burglary dwelling, total
2015JJ00;196;Kerkrade;HIC: Theft / burglary dwelling, total
