	CBScode	Crimes	CrimeType
22472	GM0056	3.0	Aantasting openbare orde
22473	GM0056	0.0	Aantasting openbare orde
22474	GM0056	0.0	Aantasting openbare orde
22475	GM0056	0.0	Aantasting openbare orde
22476	GM1892	4.0	Aantasting openbare orde
22477	GM1892	4.0	Aantasting openbare orde
22478	GM1892	5.0	Aantasting openbare orde
22479	GM1892	0.0	Aantasting openbare orde
22480	GM1892	1.0	Aantasting openbare orde
22481	GM1892	2.0	Aantasting openbare orde
22482	GM0879	3.0	Aantasting openbare orde
22483	GM0879	2.0	Aantasting openbare orde
22484	GM0879	2.0	Aantasting openbare orde
22485	GM0879	0.0	Aantasting openbare orde
22486	GM0879	1.0	Aantasting openbare orde
22487	GM0879	2.0	Aantasting openbare orde
22488	GM0301	12.0	Aantasting openbare orde
22489	GM0301	2.0	Aantasting openbare orde
22490	GM0301	4.0	Aantasting openbare orde
22491	GM0301	6.0	Aantasting openbare orde
22492	GM0301	9.0	Aantasting openbare orde
22493	GM0301	3.0	Aantasting openbare orde
22494	GM1896	2.0	Aantasting openbare orde
22495	GM1896	1.0	Aantasting openbare orde
22496	GM1896	2.0	Aantasting openbare orde
22497	GM1896	0.0	Aantasting openbare orde
22498	GM1896	0.0	Aantasting openbare orde
22499	GM1896	1.0	Aantasting openbare orde
22500	GM0642	6.0	Aantasting openbare orde
22501	GM0642	1.0	Aantasting openbare orde
22502	GM0642	3.0	Aantasting openbare orde
22503	GM0642	4.0	Aantasting openbare orde
22504	GM0642	4.0	Aantasting openbare orde
22505	GM0642	2.0	Aantasting openbare orde
22506	GM0193	31.0	Aantasting openbare orde
22507	GM0193	11.0	Aantasting openbare orde
22508	GM0193	23.0	Aantasting openbare orde
22509	GM0193	14.0	Aantasting openbare orde
22510	GM0193	39.0	Aantasting openbare orde
22511	GM0193	26.0	Aantasting openbare orde
22524	GM1680	27.0	Bedreiging
22525	GM1680	6.0	Bedreiging
22526	GM1680	16.0	Bedreiging
22527	GM1680	8.0	Bedreiging
22528	GM1680	21.0	Bedreiging
22529	GM1680	11.0	Bedreiging
22530	GM0738	15.0	Bedreiging
22531	GM0738	1.0	Bedreiging
22532	GM0738	8.0	Bedreiging
22533	GM0738	7.0	Bedreiging
22534	GM0738	14.0	Bedreiging
22535	GM0738	4.0	Bedreiging
22536	GM0358	56.0	Bedreiging
22537	GM0358	22.0	Bedreiging
22538	GM0358	50.0	Bedreiging
22539	GM0358	23.0	Bedreiging
22540	GM0358	47.0	Bedreiging
22541	GM0358	26.0	Bedreiging
22542	GM0197	17.0	Bedreiging
22543	GM0197	4.0	Bedreiging
22544	GM0197	7.0	Bedreiging
22545	GM0197	22.0	Bedreiging
22546	GM0197	37.0	Bedreiging
22547	GM0197	3.0	Bedreiging
22548	GM0059	47.0	Bedreiging
22549	GM0059	15.0	Bedreiging
22550	GM0059	32.0	Bedreiging
22551	GM0059	19.0	Bedreiging
22552	GM0059	31.0	Bedreiging
22553	GM0059	15.0	Bedreiging
22554	GM0482	17.0	Bedreiging
22555	GM0482	14.0	Bedreiging
22556	GM0482	19.0	Bedreiging
22557	GM0482	15.0	Bedreiging
22558	GM0482	31.0	Bedreiging
22559	GM0482	8.0	Bedreiging
22560	GM0613	52.0	Bedreiging
22561	GM0613	23.0	Bedreiging
22562	GM0613	43.0	Bedreiging
22563	GM0613	24.0	Bedreiging
22564	GM0613	49.0	Bedreiging
22565	GM0613	36.0	Bedreiging
22566	GM0361	286.0	Bedreiging
22567	GM0361	112.0	Bedreiging
22568	GM0361	221.0	Bedreiging
22569	GM0361	117.0	Bedreiging
22570	GM0361	219.0	Bedreiging
22571	GM0361	97.0	Bedreiging
22572	GM0141	200.0	Bedreiging
22573	GM0141	63.0	Bedreiging
22574	GM0141	155.0	Bedreiging
22575	GM0141	99.0	Bedreiging
22576	GM0141	195.0	Bedreiging
22577	GM0141	72.0	Bedreiging
22578	GM0034	518.0	Bedreiging
22579	GM0034	258.0	Bedreiging
22580	GM0034	489.0	Bedreiging
22581	GM0034	232.0	Bedreiging
22582	GM0034	447.0	Bedreiging
22583	GM0034	217.0	Bedreiging
22584	GM0484	191.0	Bedreiging
22585	GM0484	89.0	Bedreiging
22586	GM0484	161.0	Bedreiging
22587	GM0484	67.0	Bedreiging
22588	GM0484	161.0	Bedreiging
22589	GM0484	86.0	Bedreiging
22590	GM1723	8.0	Bedreiging
22591	GM1723	3.0	Bedreiging
22592	GM1723	12.0	Bedreiging
22593	GM1723	4.0	Bedreiging
22594	GM1723	11.0	Bedreiging
22595	GM1723	3.0	Bedreiging
22596	GM0060	0.0	Bedreiging
22597	GM0060	1.0	Bedreiging
22598	GM0060	1.0	Bedreiging
22599	GM0060	4.0	Bedreiging
22600	GM0060	4.0	Bedreiging
22601	GM0060	1.0	Bedreiging
22602	GM0307	307.0	Bedreiging
22603	GM0307	129.0	Bedreiging
22604	GM0307	243.0	Bedreiging
22605	GM0307	107.0	Bedreiging
22606	GM0307	210.0	Bedreiging
22607	GM0307	91.0	Bedreiging
22608	GM0362	113.0	Bedreiging
22609	GM0362	64.0	Bedreiging
22610	GM0362	126.0	Bedreiging
22611	GM0362	67.0	Bedreiging
22612	GM0362	118.0	Bedreiging
22613	GM0362	60.0	Bedreiging
22614	GM0363	3320.0	Bedreiging
22615	GM0363	1591.0	Bedreiging
22616	GM0363	3128.0	Bedreiging
22617	GM0363	1522.0	Bedreiging
22618	GM0363	3017.0	Bedreiging
22619	GM0363	1408.0	Bedreiging
22620	GM0200	272.0	Bedreiging
22621	GM0200	111.0	Bedreiging
22622	GM0200	235.0	Bedreiging
22623	GM0200	124.0	Bedreiging
22624	GM0200	235.0	Bedreiging
22625	GM0200	118.0	Bedreiging
22626	GM0003	31.0	Bedreiging
22627	GM0003	11.0	Bedreiging
22628	GM0003	30.0	Bedreiging
22629	GM0003	9.0	Bedreiging
22630	GM0003	27.0	Bedreiging
22631	GM0003	9.0	Bedreiging
22632	GM0202	436.0	Bedreiging
22633	GM0202	213.0	Bedreiging
22634	GM0202	452.0	Bedreiging
22635	GM0202	190.0	Bedreiging
22636	GM0202	435.0	Bedreiging
22637	GM0202	191.0	Bedreiging
22638	GM0106	126.0	Bedreiging
22639	GM0106	74.0	Bedreiging
22640	GM0106	135.0	Bedreiging
22641	GM0106	69.0	Bedreiging
22642	GM0106	135.0	Bedreiging
22643	GM0106	60.0	Bedreiging
22644	GM0743	28.0	Bedreiging
22645	GM0743	18.0	Bedreiging
22646	GM0743	32.0	Bedreiging
22647	GM0743	20.0	Bedreiging
22648	GM0743	33.0	Bedreiging
22649	GM0743	11.0	Bedreiging
22650	GM0744	16.0	Bedreiging
22651	GM0744	7.0	Bedreiging
22652	GM0744	15.0	Bedreiging
22653	GM0744	8.0	Bedreiging
22654	GM0744	10.0	Bedreiging
22655	GM0744	5.0	Bedreiging
22656	GM0308	26.0	Bedreiging
22657	GM0308	10.0	Bedreiging
22658	GM0308	25.0	Bedreiging
22659	GM0308	21.0	Bedreiging
22660	GM0308	41.0	Bedreiging
22661	GM0308	13.0	Bedreiging
22662	GM0489	55.0	Bedreiging
22663	GM0489	24.0	Bedreiging
22664	GM0489	53.0	Bedreiging
22665	GM0489	31.0	Bedreiging
22666	GM0489	57.0	Bedreiging
22667	GM0489	22.0	Bedreiging
22668	GM0203	65.0	Bedreiging
22669	GM0203	41.0	Bedreiging
22670	GM0203	70.0	Bedreiging
22671	GM0203	25.0	Bedreiging
22672	GM0203	67.0	Bedreiging
22673	GM0203	39.0	Bedreiging
22674	GM0005	8.0	Bedreiging
22675	GM0005	5.0	Bedreiging
22676	GM0005	10.0	Bedreiging
22677	GM0005	1.0	Bedreiging
22678	GM0005	5.0	Bedreiging
22679	GM0005	0.0	Bedreiging
22680	GM0888	25.0	Bedreiging
22681	GM0888	11.0	Bedreiging
22682	GM0888	22.0	Bedreiging
22683	GM0888	10.0	Bedreiging
22684	GM0888	23.0	Bedreiging
22685	GM0888	10.0	Bedreiging
22686	GM0370	13.0	Bedreiging
22687	GM0370	5.0	Bedreiging
22688	GM0370	6.0	Bedreiging
22689	GM0370	2.0	Bedreiging
22690	GM0370	8.0	Bedreiging
22691	GM0370	1.0	Bedreiging
22692	GM0889	15.0	Bedreiging
22693	GM0889	6.0	Bedreiging
22694	GM0889	15.0	Bedreiging
22695	GM0889	6.0	Bedreiging
22696	GM0889	13.0	Bedreiging
22697	GM0889	6.0	Bedreiging
22698	GM0007	12.0	Bedreiging
22699	GM0007	9.0	Bedreiging
22700	GM0007	15.0	Bedreiging
22701	GM0007	7.0	Bedreiging
22702	GM0007	12.0	Bedreiging
22703	GM0007	5.0	Bedreiging
22704	GM1945		Bedreiging
22705	GM1945		Bedreiging
22706	GM1945		Bedreiging
22707	GM1945	22.0	Bedreiging
22708	GM1945	52.0	Bedreiging
22709	GM1945	28.0	Bedreiging
22710	GM0491		Bedreiging
22711	GM0491		Bedreiging
22712	GM0491		Bedreiging
22713	GM0491		Bedreiging
22714	GM0491		Bedreiging
22715	GM0491		Bedreiging
22716	GM1724	23.0	Bedreiging
22717	GM1724	3.0	Bedreiging
22718	GM1724	19.0	Bedreiging
22719	GM1724	9.0	Bedreiging
22720	GM1724	14.0	Bedreiging
22721	GM1724	13.0	Bedreiging
22722	GM0893	9.0	Bedreiging
22723	GM0893	8.0	Bedreiging
22724	GM0893	13.0	Bedreiging
22725	GM0893	9.0	Bedreiging
22726	GM0893	14.0	Bedreiging
22727	GM0893	9.0	Bedreiging
22728	GM0373	28.0	Bedreiging
22729	GM0373	13.0	Bedreiging
22730	GM0373	26.0	Bedreiging
22731	GM0373	7.0	Bedreiging
22732	GM0373	16.0	Bedreiging
22733	GM0373	14.0	Bedreiging
22734	GM0748	198.0	Bedreiging
22735	GM0748	67.0	Bedreiging
22736	GM0748	159.0	Bedreiging
22737	GM0748	63.0	Bedreiging
22738	GM0748	139.0	Bedreiging
22739	GM0748	64.0	Bedreiging
22740	GM1859	76.0	Bedreiging
22741	GM1859	18.0	Bedreiging
22742	GM1859	39.0	Bedreiging
22743	GM1859	20.0	Bedreiging
22744	GM1859	53.0	Bedreiging
22745	GM1859	17.0	Bedreiging
22746	GM1721	24.0	Bedreiging
22747	GM1721	16.0	Bedreiging
22748	GM1721	29.0	Bedreiging
22749	GM1721	14.0	Bedreiging
22750	GM1721	32.0	Bedreiging
22751	GM1721	10.0	Bedreiging
22752	GM0568		Bedreiging
22753	GM0568		Bedreiging
22754	GM0568		Bedreiging
22755	GM0568		Bedreiging
22756	GM0568		Bedreiging
22757	GM0568		Bedreiging
22758	GM0753	29.0	Bedreiging
22759	GM0753	34.0	Bedreiging
22760	GM0753	61.0	Bedreiging
22761	GM0753	19.0	Bedreiging
22762	GM0753	40.0	Bedreiging
22763	GM0753	8.0	Bedreiging
22764	GM0209	37.0	Bedreiging
22765	GM0209	6.0	Bedreiging
22766	GM0209	15.0	Bedreiging
22767	GM0209	8.0	Bedreiging
22768	GM0209	15.0	Bedreiging
22769	GM0209	11.0	Bedreiging
22770	GM0375	62.0	Bedreiging
22771	GM0375	41.0	Bedreiging
22772	GM0375	74.0	Bedreiging
22773	GM0375	35.0	Bedreiging
22774	GM0375	64.0	Bedreiging
22775	GM0375	23.0	Bedreiging
22776	GM0063	15.0	Bedreiging
22777	GM0063	6.0	Bedreiging
22778	GM0063	19.0	Bedreiging
22779	GM0063	6.0	Bedreiging
22780	GM0063	11.0	Bedreiging
22781	GM0063	8.0	Bedreiging
22782	GM0310	38.0	Bedreiging
22783	GM0310	20.0	Bedreiging
22784	GM0310	40.0	Bedreiging
22785	GM0310	12.0	Bedreiging
22786	GM0310	33.0	Bedreiging
22787	GM0310	11.0	Bedreiging
22788	GM0585	24.0	Bedreiging
22789	GM0585	12.0	Bedreiging
22790	GM0585	30.0	Bedreiging
22791	GM0585	9.0	Bedreiging
22792	GM0585	25.0	Bedreiging
22793	GM0585	9.0	Bedreiging
22794	GM1728	27.0	Bedreiging
22795	GM1728	11.0	Bedreiging
22796	GM1728	23.0	Bedreiging
22797	GM1728	10.0	Bedreiging
22798	GM1728	19.0	Bedreiging
22799	GM1728	10.0	Bedreiging
22800	GM0376	4.0	Bedreiging
22801	GM0376	5.0	Bedreiging
22802	GM0376	8.0	Bedreiging
22803	GM0376	7.0	Bedreiging
22804	GM0376	12.0	Bedreiging
22805	GM0376	4.0	Bedreiging
22806	GM0377	19.0	Bedreiging
22807	GM0377	14.0	Bedreiging
22808	GM0377	31.0	Bedreiging
22809	GM0377	9.0	Bedreiging
22810	GM0377	17.0	Bedreiging
22811	GM0377	7.0	Bedreiging
22812	GM0055		Bedreiging
22813	GM0055		Bedreiging
22814	GM0055		Bedreiging
22815	GM0055		Bedreiging
22816	GM0055		Bedreiging
22817	GM0055		Bedreiging
22818	GM1901	31.0	Bedreiging
22819	GM1901	9.0	Bedreiging
22820	GM1901	27.0	Bedreiging
22821	GM1901	17.0	Bedreiging
22822	GM1901	39.0	Bedreiging
22823	GM1901	16.0	Bedreiging
22824	GM0755	9.0	Bedreiging
22825	GM0755	10.0	Bedreiging
22826	GM0755	16.0	Bedreiging
22827	GM0755	11.0	Bedreiging
22828	GM0755	14.0	Bedreiging
22829	GM0755	5.0	Bedreiging
22830	GM0009	6.0	Bedreiging
22831	GM0009	2.0	Bedreiging
22832	GM0009	6.0	Bedreiging
22833	GM0009	4.0	Bedreiging
22834	GM0009	4.0	Bedreiging
22835	GM0009	2.0	Bedreiging
22836	GM1681	40.0	Bedreiging
22837	GM1681	11.0	Bedreiging
22838	GM1681	22.0	Bedreiging
22839	GM1681	11.0	Bedreiging
22840	GM1681	27.0	Bedreiging
22841	GM1681	6.0	Bedreiging
22842	GM0147	35.0	Bedreiging
22843	GM0147	11.0	Bedreiging
22844	GM0147	25.0	Bedreiging
22845	GM0147	11.0	Bedreiging
22846	GM0147	26.0	Bedreiging
22847	GM0147	8.0	Bedreiging
22848	GM0654	28.0	Bedreiging
22849	GM0654	9.0	Bedreiging
22850	GM0654	23.0	Bedreiging
22851	GM0654	7.0	Bedreiging
22852	GM0654	20.0	Bedreiging
22853	GM0654	10.0	Bedreiging
22854	GM0499		Bedreiging
22855	GM0499		Bedreiging
22856	GM0499		Bedreiging
22857	GM0499		Bedreiging
22858	GM0499		Bedreiging
22859	GM0499		Bedreiging
22860	GM0756	23.0	Bedreiging
22861	GM0756	21.0	Bedreiging
22862	GM0756	40.0	Bedreiging
22863	GM0756	21.0	Bedreiging
22864	GM0756	35.0	Bedreiging
22865	GM0756	16.0	Bedreiging
22866	GM0757	55.0	Bedreiging
22867	GM0757	12.0	Bedreiging
22868	GM0757	45.0	Bedreiging
22869	GM0757	26.0	Bedreiging
22870	GM0757	54.0	Bedreiging
22871	GM0757	17.0	Bedreiging
22872	GM0758	485.0	Bedreiging
22873	GM0758	244.0	Bedreiging
22874	GM0758	477.0	Bedreiging
22875	GM0758	220.0	Bedreiging
22876	GM0758	449.0	Bedreiging
22877	GM0758	250.0	Bedreiging
22878	GM0501	18.0	Bedreiging
22879	GM0501	13.0	Bedreiging
22880	GM0501	26.0	Bedreiging
22881	GM0501	6.0	Bedreiging
22882	GM0501	14.0	Bedreiging
22883	GM0501	9.0	Bedreiging
22884	GM1876	21.0	Bedreiging
22885	GM1876	11.0	Bedreiging
22886	GM1876	16.0	Bedreiging
22887	GM1876	1.0	Bedreiging
22888	GM1876	9.0	Bedreiging
22889	GM1876	8.0	Bedreiging
22890	GM0213	16.0	Bedreiging
22891	GM0213	9.0	Bedreiging
22892	GM0213	19.0	Bedreiging
22893	GM0213	9.0	Bedreiging
22894	GM0213	16.0	Bedreiging
22895	GM0213	11.0	Bedreiging
22896	GM0899	61.0	Bedreiging
22897	GM0899	35.0	Bedreiging
22898	GM0899	70.0	Bedreiging
22899	GM0899	32.0	Bedreiging
22900	GM0899	60.0	Bedreiging
22901	GM0899	28.0	Bedreiging
22902	GM0312	11.0	Bedreiging
22903	GM0312	5.0	Bedreiging
22904	GM0312	7.0	Bedreiging
22905	GM0312	6.0	Bedreiging
22906	GM0312	9.0	Bedreiging
22907	GM0312	3.0	Bedreiging
22908	GM0313	19.0	Bedreiging
22909	GM0313	11.0	Bedreiging
22910	GM0313	19.0	Bedreiging
22911	GM0313	10.0	Bedreiging
22912	GM0313	18.0	Bedreiging
22913	GM0313	4.0	Bedreiging
22914	GM0214	40.0	Bedreiging
22915	GM0214	11.0	Bedreiging
22916	GM0214	26.0	Bedreiging
22917	GM0214	8.0	Bedreiging
22918	GM0214	25.0	Bedreiging
22919	GM0214	12.0	Bedreiging
22920	GM0381	57.0	Bedreiging
22921	GM0381	18.0	Bedreiging
22922	GM0381	29.0	Bedreiging
22923	GM0381		Bedreiging
22924	GM0381		Bedreiging
22925	GM0381		Bedreiging
22926	GM0502	119.0	Bedreiging
22927	GM0502	68.0	Bedreiging
22928	GM0502	161.0	Bedreiging
22929	GM0502	71.0	Bedreiging
22930	GM0502	168.0	Bedreiging
22931	GM0502	59.0	Bedreiging
22932	GM0383	36.0	Bedreiging
22933	GM0383	12.0	Bedreiging
22934	GM0383	24.0	Bedreiging
22935	GM0383	10.0	Bedreiging
22936	GM0383	21.0	Bedreiging
22937	GM0383	18.0	Bedreiging
22938	GM0109	81.0	Bedreiging
22939	GM0109	37.0	Bedreiging
22940	GM0109	74.0	Bedreiging
22941	GM0109	15.0	Bedreiging
22942	GM0109	51.0	Bedreiging
22943	GM0109	32.0	Bedreiging
22944	GM1706	34.0	Bedreiging
22945	GM1706	14.0	Bedreiging
22946	GM1706	28.0	Bedreiging
22947	GM1706	16.0	Bedreiging
22948	GM1706	31.0	Bedreiging
22949	GM1706	19.0	Bedreiging
22950	GM0611	11.0	Bedreiging
22951	GM0611	6.0	Bedreiging
22952	GM0611	7.0	Bedreiging
22953	GM0611	2.0	Bedreiging
22954	GM0611	4.0	Bedreiging
22955	GM0611	2.0	Bedreiging
22956	GM1684	38.0	Bedreiging
22957	GM1684	14.0	Bedreiging
22958	GM1684	31.0	Bedreiging
22959	GM1684	21.0	Bedreiging
22960	GM1684	38.0	Bedreiging
22961	GM1684	28.0	Bedreiging
22962	GM0216	46.0	Bedreiging
22963	GM0216	32.0	Bedreiging
22964	GM0216	53.0	Bedreiging
22965	GM0216	23.0	Bedreiging
22966	GM0216	51.0	Bedreiging
22967	GM0216	22.0	Bedreiging
22968	GM0148	19.0	Bedreiging
22969	GM0148	13.0	Bedreiging
22970	GM0148	21.0	Bedreiging
22971	GM0148	4.0	Bedreiging
22972	GM0148	14.0	Bedreiging
22973	GM0148	7.0	Bedreiging
22974	GM1891	28.0	Bedreiging
22975	GM1891	11.0	Bedreiging
22976	GM1891	22.0	Bedreiging
22977	GM1891	9.0	Bedreiging
22978	GM1891	20.0	Bedreiging
22979	GM1891	12.0	Bedreiging
22980	GM0503	241.0	Bedreiging
22981	GM0503	98.0	Bedreiging
22982	GM0503	210.0	Bedreiging
22983	GM0503	77.0	Bedreiging
22984	GM0503	144.0	Bedreiging
22985	GM0503	78.0	Bedreiging
22986	GM0010	67.0	Bedreiging
22987	GM0010	19.0	Bedreiging
22988	GM0010	52.0	Bedreiging
22989	GM0010	28.0	Bedreiging
22990	GM0010	49.0	Bedreiging
22991	GM0010	32.0	Bedreiging
22992	GM0762	64.0	Bedreiging
22993	GM0762	28.0	Bedreiging
22994	GM0762	40.0	Bedreiging
22995	GM0762	23.0	Bedreiging
22996	GM0762	38.0	Bedreiging
22997	GM0762	6.0	Bedreiging
22998	GM0150	228.0	Bedreiging
22999	GM0150	105.0	Bedreiging
23000	GM0150	204.0	Bedreiging
23001	GM0150	90.0	Bedreiging
23002	GM0150	210.0	Bedreiging
23003	GM0150	97.0	Bedreiging
23004	GM0384	85.0	Bedreiging
23005	GM0384	32.0	Bedreiging
23006	GM0384	69.0	Bedreiging
23007	GM0384	26.0	Bedreiging
23008	GM0384	67.0	Bedreiging
23009	GM0384	33.0	Bedreiging
23010	GM1774	14.0	Bedreiging
23011	GM1774	11.0	Bedreiging
23012	GM1774	18.0	Bedreiging
23013	GM1774	1.0	Bedreiging
23014	GM1774	4.0	Bedreiging
23015	GM1774	7.0	Bedreiging
23016	GM0221	24.0	Bedreiging
23017	GM0221	15.0	Bedreiging
23018	GM0221	25.0	Bedreiging
23019	GM0221	3.0	Bedreiging
23020	GM0221	7.0	Bedreiging
23021	GM0221	7.0	Bedreiging
23022	GM0222	103.0	Bedreiging
23023	GM0222	42.0	Bedreiging
23024	GM0222	101.0	Bedreiging
23025	GM0222	41.0	Bedreiging
23026	GM0222	91.0	Bedreiging
23027	GM0222	57.0	Bedreiging
23028	GM0766	46.0	Bedreiging
23029	GM0766	10.0	Bedreiging
23030	GM0766	28.0	Bedreiging
23031	GM0766	17.0	Bedreiging
23032	GM0766	41.0	Bedreiging
23033	GM0766	10.0	Bedreiging
23034	GM0058	28.0	Bedreiging
23035	GM0058	18.0	Bedreiging
23036	GM0058	34.0	Bedreiging
23037	GM0058	23.0	Bedreiging
23038	GM0058	35.0	Bedreiging
23039	GM0058	9.0	Bedreiging
23040	GM0505	333.0	Bedreiging
23041	GM0505	165.0	Bedreiging
23042	GM0505	298.0	Bedreiging
23043	GM0505	131.0	Bedreiging
23044	GM0505	273.0	Bedreiging
23045	GM0505	122.0	Bedreiging
23046	GM0498	14.0	Bedreiging
23047	GM0498	14.0	Bedreiging
23048	GM0498	21.0	Bedreiging
23049	GM0498	10.0	Bedreiging
23050	GM0498	16.0	Bedreiging
23051	GM0498	14.0	Bedreiging
23052	GM1719	23.0	Bedreiging
23053	GM1719	13.0	Bedreiging
23054	GM1719	27.0	Bedreiging
23055	GM1719	9.0	Bedreiging
23056	GM1719	21.0	Bedreiging
23057	GM1719	4.0	Bedreiging
23058	GM0303	45.0	Bedreiging
23059	GM0303	23.0	Bedreiging
23060	GM0303	40.0	Bedreiging
23061	GM0303	21.0	Bedreiging
23062	GM0303	39.0	Bedreiging
23063	GM0303	16.0	Bedreiging
23064	GM0225	24.0	Bedreiging
23065	GM0225	10.0	Bedreiging
23066	GM0225	19.0	Bedreiging
23067	GM0225	8.0	Bedreiging
23068	GM0225	13.0	Bedreiging
23069	GM0225	11.0	Bedreiging
23070	GM0226	19.0	Bedreiging
23071	GM0226	11.0	Bedreiging
23072	GM0226	24.0	Bedreiging
23073	GM0226	11.0	Bedreiging
23074	GM0226	15.0	Bedreiging
23075	GM0226	15.0	Bedreiging
23076	GM1711	47.0	Bedreiging
23077	GM1711	17.0	Bedreiging
23078	GM1711	38.0	Bedreiging
23079	GM1711	16.0	Bedreiging
23080	GM1711	41.0	Bedreiging
23081	GM1711	21.0	Bedreiging
23082	GM0385	32.0	Bedreiging
23083	GM0385	12.0	Bedreiging
23084	GM0385	29.0	Bedreiging
23085	GM0385	12.0	Bedreiging
23086	GM0385	22.0	Bedreiging
23087	GM0385	8.0	Bedreiging
23088	GM0228	172.0	Bedreiging
23089	GM0228	77.0	Bedreiging
23090	GM0228	174.0	Bedreiging
23091	GM0228	95.0	Bedreiging
23092	GM0228	160.0	Bedreiging
23093	GM0228	67.0	Bedreiging
23094	GM0317	13.0	Bedreiging
23095	GM0317	8.0	Bedreiging
23096	GM0317	16.0	Bedreiging
23097	GM0317	12.0	Bedreiging
23098	GM0317	16.0	Bedreiging
23099	GM0317	4.0	Bedreiging
23100	GM1651	27.0	Bedreiging
23101	GM1651	11.0	Bedreiging
23102	GM1651	24.0	Bedreiging
23103	GM1651	15.0	Bedreiging
23104	GM1651	33.0	Bedreiging
23105	GM1651	21.0	Bedreiging
23106	GM0770	23.0	Bedreiging
23107	GM0770	14.0	Bedreiging
23108	GM0770	24.0	Bedreiging
23109	GM0770	5.0	Bedreiging
23110	GM0770	12.0	Bedreiging
23111	GM0770	9.0	Bedreiging
23112	GM1903	25.0	Bedreiging
23113	GM1903	6.0	Bedreiging
23114	GM1903	17.0	Bedreiging
23115	GM1903	13.0	Bedreiging
23116	GM1903	20.0	Bedreiging
23117	GM1903	13.0	Bedreiging
23118	GM0772	628.0	Bedreiging
23119	GM0772	339.0	Bedreiging
23120	GM0772	677.0	Bedreiging
23121	GM0772	276.0	Bedreiging
23122	GM0772	567.0	Bedreiging
23123	GM0772	310.0	Bedreiging
23124	GM0230	21.0	Bedreiging
23125	GM0230	12.0	Bedreiging
23126	GM0230	23.0	Bedreiging
23127	GM0230	9.0	Bedreiging
23128	GM0230	19.0	Bedreiging
23129	GM0230	7.0	Bedreiging
23130	GM0114	316.0	Bedreiging
23131	GM0114	113.0	Bedreiging
23132	GM0114	243.0	Bedreiging
23133	GM0114	105.0	Bedreiging
23134	GM0114	203.0	Bedreiging
23135	GM0114	120.0	Bedreiging
23136	GM0388	39.0	Bedreiging
23137	GM0388	11.0	Bedreiging
23138	GM0388	37.0	Bedreiging
23139	GM0388	13.0	Bedreiging
23140	GM0388	39.0	Bedreiging
23141	GM0388	11.0	Bedreiging
23142	GM0153	331.0	Bedreiging
23143	GM0153	152.0	Bedreiging
23144	GM0153	292.0	Bedreiging
23145	GM0153	161.0	Bedreiging
23146	GM0153	318.0	Bedreiging
23147	GM0153	136.0	Bedreiging
23148	GM0232	33.0	Bedreiging
23149	GM0232	11.0	Bedreiging
23150	GM0232	24.0	Bedreiging
23151	GM0232	14.0	Bedreiging
23152	GM0232	33.0	Bedreiging
23153	GM0232	18.0	Bedreiging
23154	GM0233	58.0	Bedreiging
23155	GM0233	34.0	Bedreiging
23156	GM0233	82.0	Bedreiging
23157	GM0233	39.0	Bedreiging
23158	GM0233	66.0	Bedreiging
23159	GM0233	36.0	Bedreiging
23160	GM0777	78.0	Bedreiging
23161	GM0777	33.0	Bedreiging
23162	GM0777	81.0	Bedreiging
23163	GM0777	54.0	Bedreiging
23164	GM0777	103.0	Bedreiging
23165	GM0777	35.0	Bedreiging
23166	GM1722	9.0	Bedreiging
23167	GM1722	3.0	Bedreiging
23168	GM1722	6.0	Bedreiging
23169	GM1722	1.0	Bedreiging
23170	GM1722	4.0	Bedreiging
23171	GM1722	0.0	Bedreiging
23172	GM0070	47.0	Bedreiging
23173	GM0070	16.0	Bedreiging
23174	GM0070	28.0	Bedreiging
23175	GM0070	17.0	Bedreiging
23176	GM0070	30.0	Bedreiging
23177	GM0070	12.0	Bedreiging
23178	GM1921	43.0	Bedreiging
23179	GM1921	12.0	Bedreiging
23180	GM1921	30.0	Bedreiging
23181	GM1921		Bedreiging
23182	GM1921		Bedreiging
23183	GM1921		Bedreiging
23184	GM1940		Bedreiging
23185	GM1940		Bedreiging
23186	GM1940		Bedreiging
23187	GM1940	17.0	Bedreiging
23188	GM1940	38.0	Bedreiging
23189	GM1940	20.0	Bedreiging
23190	GM0653		Bedreiging
23191	GM0653		Bedreiging
23192	GM0653		Bedreiging
23193	GM0653		Bedreiging
23194	GM0653		Bedreiging
23195	GM0653		Bedreiging
23196	GM0779	36.0	Bedreiging
23197	GM0779	19.0	Bedreiging
23198	GM0779	35.0	Bedreiging
23199	GM0779	11.0	Bedreiging
23200	GM0779	25.0	Bedreiging
23201	GM0779	12.0	Bedreiging
23202	GM0236	61.0	Bedreiging
23203	GM0236	25.0	Bedreiging
23204	GM0236	41.0	Bedreiging
23205	GM0236	17.0	Bedreiging
23206	GM0236	33.0	Bedreiging
23207	GM0236	8.0	Bedreiging
23208	GM1771	48.0	Bedreiging
23209	GM1771	19.0	Bedreiging
23210	GM1771	41.0	Bedreiging
23211	GM1771	19.0	Bedreiging
23212	GM1771	42.0	Bedreiging
23213	GM1771	26.0	Bedreiging
23214	GM1652	41.0	Bedreiging
23215	GM1652	18.0	Bedreiging
23216	GM1652	49.0	Bedreiging
23217	GM1652	14.0	Bedreiging
23218	GM1652	33.0	Bedreiging
23219	GM1652	13.0	Bedreiging
