	CBScode	Crimes	CrimeType
5728	GM1924	83.0	HIC: Diefstal/inbraak woning, totaal
5729	GM1924	28.0	HIC: Diefstal/inbraak woning, totaal
5730	GM0664	93.0	HIC: Diefstal/inbraak woning, totaal
5731	GM0664	32.0	HIC: Diefstal/inbraak woning, totaal
5732	GM0664	58.0	HIC: Diefstal/inbraak woning, totaal
5733	GM0664	28.0	HIC: Diefstal/inbraak woning, totaal
5734	GM0664	66.0	HIC: Diefstal/inbraak woning, totaal
5735	GM0664	30.0	HIC: Diefstal/inbraak woning, totaal
5736	GM0785	70.0	HIC: Diefstal/inbraak woning, totaal
5737	GM0785	45.0	HIC: Diefstal/inbraak woning, totaal
5738	GM0785	68.0	HIC: Diefstal/inbraak woning, totaal
5739	GM0785	23.0	HIC: Diefstal/inbraak woning, totaal
5740	GM0785	47.0	HIC: Diefstal/inbraak woning, totaal
5741	GM0785	28.0	HIC: Diefstal/inbraak woning, totaal
5742	GM1942		HIC: Diefstal/inbraak woning, totaal
5743	GM1942		HIC: Diefstal/inbraak woning, totaal
5744	GM1942		HIC: Diefstal/inbraak woning, totaal
5745	GM1942	147.0	HIC: Diefstal/inbraak woning, totaal
5746	GM1942	291.0	HIC: Diefstal/inbraak woning, totaal
5747	GM1942	111.0	HIC: Diefstal/inbraak woning, totaal
5748	GM0512	107.0	HIC: Diefstal/inbraak woning, totaal
5749	GM0512	56.0	HIC: Diefstal/inbraak woning, totaal
5750	GM0512	131.0	HIC: Diefstal/inbraak woning, totaal
5751	GM0512	35.0	HIC: Diefstal/inbraak woning, totaal
5752	GM0512	78.0	HIC: Diefstal/inbraak woning, totaal
5753	GM0512	39.0	HIC: Diefstal/inbraak woning, totaal
5754	GM0513	591.0	HIC: Diefstal/inbraak woning, totaal
5755	GM0513	235.0	HIC: Diefstal/inbraak woning, totaal
5756	GM0513	589.0	HIC: Diefstal/inbraak woning, totaal
5757	GM0513	269.0	HIC: Diefstal/inbraak woning, totaal
5758	GM0513	639.0	HIC: Diefstal/inbraak woning, totaal
5759	GM0513	334.0	HIC: Diefstal/inbraak woning, totaal
5760	GM0365		HIC: Diefstal/inbraak woning, totaal
5761	GM0365		HIC: Diefstal/inbraak woning, totaal
5762	GM0365		HIC: Diefstal/inbraak woning, totaal
5763	GM0365		HIC: Diefstal/inbraak woning, totaal
5764	GM0365		HIC: Diefstal/inbraak woning, totaal
5765	GM0365		HIC: Diefstal/inbraak woning, totaal
5766	GM0786	35.0	HIC: Diefstal/inbraak woning, totaal
5767	GM0786	18.0	HIC: Diefstal/inbraak woning, totaal
5768	GM0786	28.0	HIC: Diefstal/inbraak woning, totaal
5769	GM0786	12.0	HIC: Diefstal/inbraak woning, totaal
5770	GM0786	28.0	HIC: Diefstal/inbraak woning, totaal
5771	GM0786	14.0	HIC: Diefstal/inbraak woning, totaal
5772	GM0518	2647.0	HIC: Diefstal/inbraak woning, totaal
5773	GM0518	1358.0	HIC: Diefstal/inbraak woning, totaal
5774	GM0518	2899.0	HIC: Diefstal/inbraak woning, totaal
5775	GM0518	1226.0	HIC: Diefstal/inbraak woning, totaal
5776	GM0518	2269.0	HIC: Diefstal/inbraak woning, totaal
5777	GM0518	819.0	HIC: Diefstal/inbraak woning, totaal
5778	GM0241	84.0	HIC: Diefstal/inbraak woning, totaal
5779	GM0241	57.0	HIC: Diefstal/inbraak woning, totaal
5780	GM0241	113.0	HIC: Diefstal/inbraak woning, totaal
5781	GM0241		HIC: Diefstal/inbraak woning, totaal
5782	GM0241		HIC: Diefstal/inbraak woning, totaal
5783	GM0241		HIC: Diefstal/inbraak woning, totaal
5784	GM0014	1183.0	HIC: Diefstal/inbraak woning, totaal
5785	GM0014	402.0	HIC: Diefstal/inbraak woning, totaal
5786	GM0014	875.0	HIC: Diefstal/inbraak woning, totaal
5787	GM0014	399.0	HIC: Diefstal/inbraak woning, totaal
5788	GM0014	877.0	HIC: Diefstal/inbraak woning, totaal
5789	GM0014	262.0	HIC: Diefstal/inbraak woning, totaal
5790	GM0015	23.0	HIC: Diefstal/inbraak woning, totaal
5791	GM0015	9.0	HIC: Diefstal/inbraak woning, totaal
5792	GM0015	15.0	HIC: Diefstal/inbraak woning, totaal
5793	GM0015	5.0	HIC: Diefstal/inbraak woning, totaal
5794	GM0015	14.0	HIC: Diefstal/inbraak woning, totaal
5795	GM0015	3.0	HIC: Diefstal/inbraak woning, totaal
5796	GM1729	42.0	HIC: Diefstal/inbraak woning, totaal
5797	GM1729	25.0	HIC: Diefstal/inbraak woning, totaal
5798	GM1729	53.0	HIC: Diefstal/inbraak woning, totaal
5799	GM1729	22.0	HIC: Diefstal/inbraak woning, totaal
5800	GM1729	37.0	HIC: Diefstal/inbraak woning, totaal
5801	GM1729	23.0	HIC: Diefstal/inbraak woning, totaal
5802	GM0158	66.0	HIC: Diefstal/inbraak woning, totaal
5803	GM0158	10.0	HIC: Diefstal/inbraak woning, totaal
5804	GM0158	29.0	HIC: Diefstal/inbraak woning, totaal
5805	GM0158	23.0	HIC: Diefstal/inbraak woning, totaal
5806	GM0158	36.0	HIC: Diefstal/inbraak woning, totaal
5807	GM0158	16.0	HIC: Diefstal/inbraak woning, totaal
5808	GM0788	51.0	HIC: Diefstal/inbraak woning, totaal
5809	GM0788	37.0	HIC: Diefstal/inbraak woning, totaal
5810	GM0788	75.0	HIC: Diefstal/inbraak woning, totaal
5811	GM0788	24.0	HIC: Diefstal/inbraak woning, totaal
5812	GM0788	34.0	HIC: Diefstal/inbraak woning, totaal
5813	GM0788	16.0	HIC: Diefstal/inbraak woning, totaal
5814	GM0392	773.0	HIC: Diefstal/inbraak woning, totaal
5815	GM0392	349.0	HIC: Diefstal/inbraak woning, totaal
5816	GM0392	640.0	HIC: Diefstal/inbraak woning, totaal
5817	GM0392	169.0	HIC: Diefstal/inbraak woning, totaal
5818	GM0392	451.0	HIC: Diefstal/inbraak woning, totaal
5819	GM0392	210.0	HIC: Diefstal/inbraak woning, totaal
5820	GM0393	32.0	HIC: Diefstal/inbraak woning, totaal
5821	GM0393	14.0	HIC: Diefstal/inbraak woning, totaal
5822	GM0393	30.0	HIC: Diefstal/inbraak woning, totaal
5823	GM0393	15.0	HIC: Diefstal/inbraak woning, totaal
5824	GM0393	45.0	HIC: Diefstal/inbraak woning, totaal
5825	GM0393	13.0	HIC: Diefstal/inbraak woning, totaal
5826	GM0394	575.0	HIC: Diefstal/inbraak woning, totaal
5827	GM0394	282.0	HIC: Diefstal/inbraak woning, totaal
5828	GM0394	547.0	HIC: Diefstal/inbraak woning, totaal
5829	GM0394	199.0	HIC: Diefstal/inbraak woning, totaal
5830	GM0394	473.0	HIC: Diefstal/inbraak woning, totaal
5831	GM0394	271.0	HIC: Diefstal/inbraak woning, totaal
5832	GM1655	104.0	HIC: Diefstal/inbraak woning, totaal
5833	GM1655	39.0	HIC: Diefstal/inbraak woning, totaal
5834	GM1655	65.0	HIC: Diefstal/inbraak woning, totaal
5835	GM1655	32.0	HIC: Diefstal/inbraak woning, totaal
5836	GM1655	81.0	HIC: Diefstal/inbraak woning, totaal
5837	GM1655	26.0	HIC: Diefstal/inbraak woning, totaal
5838	GM0160	170.0	HIC: Diefstal/inbraak woning, totaal
5839	GM0160	41.0	HIC: Diefstal/inbraak woning, totaal
5840	GM0160	88.0	HIC: Diefstal/inbraak woning, totaal
5841	GM0160	66.0	HIC: Diefstal/inbraak woning, totaal
5842	GM0160	120.0	HIC: Diefstal/inbraak woning, totaal
5843	GM0160	38.0	HIC: Diefstal/inbraak woning, totaal
5844	GM0243	125.0	HIC: Diefstal/inbraak woning, totaal
5845	GM0243	73.0	HIC: Diefstal/inbraak woning, totaal
5846	GM0243	145.0	HIC: Diefstal/inbraak woning, totaal
5847	GM0243	54.0	HIC: Diefstal/inbraak woning, totaal
5848	GM0243	110.0	HIC: Diefstal/inbraak woning, totaal
5849	GM0243	47.0	HIC: Diefstal/inbraak woning, totaal
5850	GM0523	47.0	HIC: Diefstal/inbraak woning, totaal
5851	GM0523	15.0	HIC: Diefstal/inbraak woning, totaal
5852	GM0523	29.0	HIC: Diefstal/inbraak woning, totaal
5853	GM0523	10.0	HIC: Diefstal/inbraak woning, totaal
5854	GM0523	26.0	HIC: Diefstal/inbraak woning, totaal
5855	GM0523	7.0	HIC: Diefstal/inbraak woning, totaal
5856	GM0017	79.0	HIC: Diefstal/inbraak woning, totaal
5857	GM0017	36.0	HIC: Diefstal/inbraak woning, totaal
5858	GM0017	67.0	HIC: Diefstal/inbraak woning, totaal
5859	GM0017	42.0	HIC: Diefstal/inbraak woning, totaal
5860	GM0017	83.0	HIC: Diefstal/inbraak woning, totaal
5861	GM0017	26.0	HIC: Diefstal/inbraak woning, totaal
5862	GM0072	45.0	HIC: Diefstal/inbraak woning, totaal
5863	GM0072	16.0	HIC: Diefstal/inbraak woning, totaal
5864	GM0072	33.0	HIC: Diefstal/inbraak woning, totaal
5865	GM0072	17.0	HIC: Diefstal/inbraak woning, totaal
5866	GM0072	25.0	HIC: Diefstal/inbraak woning, totaal
5867	GM0072	12.0	HIC: Diefstal/inbraak woning, totaal
5868	GM0244	37.0	HIC: Diefstal/inbraak woning, totaal
5869	GM0244	12.0	HIC: Diefstal/inbraak woning, totaal
5870	GM0244	30.0	HIC: Diefstal/inbraak woning, totaal
5871	GM0244	7.0	HIC: Diefstal/inbraak woning, totaal
5872	GM0244	28.0	HIC: Diefstal/inbraak woning, totaal
5873	GM0244	9.0	HIC: Diefstal/inbraak woning, totaal
5874	GM0396	178.0	HIC: Diefstal/inbraak woning, totaal
5875	GM0396	55.0	HIC: Diefstal/inbraak woning, totaal
5876	GM0396	160.0	HIC: Diefstal/inbraak woning, totaal
5877	GM0396	76.0	HIC: Diefstal/inbraak woning, totaal
5878	GM0396	121.0	HIC: Diefstal/inbraak woning, totaal
5879	GM0396	60.0	HIC: Diefstal/inbraak woning, totaal
5880	GM0397	117.0	HIC: Diefstal/inbraak woning, totaal
5881	GM0397	83.0	HIC: Diefstal/inbraak woning, totaal
5882	GM0397	143.0	HIC: Diefstal/inbraak woning, totaal
5883	GM0397	32.0	HIC: Diefstal/inbraak woning, totaal
5884	GM0397	77.0	HIC: Diefstal/inbraak woning, totaal
5885	GM0397	42.0	HIC: Diefstal/inbraak woning, totaal
5886	GM0246	52.0	HIC: Diefstal/inbraak woning, totaal
5887	GM0246	34.0	HIC: Diefstal/inbraak woning, totaal
5888	GM0246	73.0	HIC: Diefstal/inbraak woning, totaal
5889	GM0246	16.0	HIC: Diefstal/inbraak woning, totaal
5890	GM0246	41.0	HIC: Diefstal/inbraak woning, totaal
5891	GM0246	15.0	HIC: Diefstal/inbraak woning, totaal
5892	GM0074	139.0	HIC: Diefstal/inbraak woning, totaal
5893	GM0074	40.0	HIC: Diefstal/inbraak woning, totaal
5894	GM0074	106.0	HIC: Diefstal/inbraak woning, totaal
5895	GM0074	62.0	HIC: Diefstal/inbraak woning, totaal
5896	GM0074	112.0	HIC: Diefstal/inbraak woning, totaal
5897	GM0074	35.0	HIC: Diefstal/inbraak woning, totaal
5898	GM0398	216.0	HIC: Diefstal/inbraak woning, totaal
5899	GM0398	76.0	HIC: Diefstal/inbraak woning, totaal
5900	GM0398	178.0	HIC: Diefstal/inbraak woning, totaal
5901	GM0398	68.0	HIC: Diefstal/inbraak woning, totaal
5902	GM0398	140.0	HIC: Diefstal/inbraak woning, totaal
5903	GM0398	70.0	HIC: Diefstal/inbraak woning, totaal
5904	GM0917	534.0	HIC: Diefstal/inbraak woning, totaal
5905	GM0917	252.0	HIC: Diefstal/inbraak woning, totaal
5906	GM0917	469.0	HIC: Diefstal/inbraak woning, totaal
5907	GM0917	245.0	HIC: Diefstal/inbraak woning, totaal
5908	GM0917	413.0	HIC: Diefstal/inbraak woning, totaal
5909	GM0917	220.0	HIC: Diefstal/inbraak woning, totaal
5910	GM1658	115.0	HIC: Diefstal/inbraak woning, totaal
5911	GM1658	25.0	HIC: Diefstal/inbraak woning, totaal
5912	GM1658	45.0	HIC: Diefstal/inbraak woning, totaal
5913	GM1658	19.0	HIC: Diefstal/inbraak woning, totaal
5914	GM1658	47.0	HIC: Diefstal/inbraak woning, totaal
5915	GM1658	16.0	HIC: Diefstal/inbraak woning, totaal
5916	GM0399	86.0	HIC: Diefstal/inbraak woning, totaal
5917	GM0399	49.0	HIC: Diefstal/inbraak woning, totaal
5918	GM0399	125.0	HIC: Diefstal/inbraak woning, totaal
5919	GM0399	53.0	HIC: Diefstal/inbraak woning, totaal
5920	GM0399	113.0	HIC: Diefstal/inbraak woning, totaal
5921	GM0399	39.0	HIC: Diefstal/inbraak woning, totaal
5922	GM0400	212.0	HIC: Diefstal/inbraak woning, totaal
5923	GM0400	57.0	HIC: Diefstal/inbraak woning, totaal
5924	GM0400	138.0	HIC: Diefstal/inbraak woning, totaal
5925	GM0400	72.0	HIC: Diefstal/inbraak woning, totaal
5926	GM0400	128.0	HIC: Diefstal/inbraak woning, totaal
5927	GM0400	49.0	HIC: Diefstal/inbraak woning, totaal
5928	GM0163	73.0	HIC: Diefstal/inbraak woning, totaal
5929	GM0163	23.0	HIC: Diefstal/inbraak woning, totaal
5930	GM0163	56.0	HIC: Diefstal/inbraak woning, totaal
5931	GM0163	32.0	HIC: Diefstal/inbraak woning, totaal
5932	GM0163	52.0	HIC: Diefstal/inbraak woning, totaal
5933	GM0163	23.0	HIC: Diefstal/inbraak woning, totaal
5934	GM0530	109.0	HIC: Diefstal/inbraak woning, totaal
5935	GM0530	51.0	HIC: Diefstal/inbraak woning, totaal
5936	GM0530	86.0	HIC: Diefstal/inbraak woning, totaal
5937	GM0530	29.0	HIC: Diefstal/inbraak woning, totaal
5938	GM0530	58.0	HIC: Diefstal/inbraak woning, totaal
5939	GM0530	45.0	HIC: Diefstal/inbraak woning, totaal
5940	GM0794	453.0	HIC: Diefstal/inbraak woning, totaal
5941	GM0794	239.0	HIC: Diefstal/inbraak woning, totaal
5942	GM0794	523.0	HIC: Diefstal/inbraak woning, totaal
5943	GM0794	171.0	HIC: Diefstal/inbraak woning, totaal
5944	GM0794	374.0	HIC: Diefstal/inbraak woning, totaal
5945	GM0794	171.0	HIC: Diefstal/inbraak woning, totaal
5946	GM0531	58.0	HIC: Diefstal/inbraak woning, totaal
5947	GM0531	32.0	HIC: Diefstal/inbraak woning, totaal
5948	GM0531	68.0	HIC: Diefstal/inbraak woning, totaal
5949	GM0531	36.0	HIC: Diefstal/inbraak woning, totaal
5950	GM0531	77.0	HIC: Diefstal/inbraak woning, totaal
5951	GM0531	33.0	HIC: Diefstal/inbraak woning, totaal
5952	GM0164	389.0	HIC: Diefstal/inbraak woning, totaal
5953	GM0164	127.0	HIC: Diefstal/inbraak woning, totaal
5954	GM0164	302.0	HIC: Diefstal/inbraak woning, totaal
5955	GM0164	137.0	HIC: Diefstal/inbraak woning, totaal
5956	GM0164	305.0	HIC: Diefstal/inbraak woning, totaal
5957	GM0164	168.0	HIC: Diefstal/inbraak woning, totaal
5958	GM0796	617.0	HIC: Diefstal/inbraak woning, totaal
5959	GM0796	329.0	HIC: Diefstal/inbraak woning, totaal
5960	GM0796	567.0	HIC: Diefstal/inbraak woning, totaal
5961	GM0796	260.0	HIC: Diefstal/inbraak woning, totaal
5962	GM0796	471.0	HIC: Diefstal/inbraak woning, totaal
5963	GM0796	234.0	HIC: Diefstal/inbraak woning, totaal
5964	GM0252	43.0	HIC: Diefstal/inbraak woning, totaal
5965	GM0252	30.0	HIC: Diefstal/inbraak woning, totaal
5966	GM0252	57.0	HIC: Diefstal/inbraak woning, totaal
5967	GM0252	35.0	HIC: Diefstal/inbraak woning, totaal
5968	GM0252	63.0	HIC: Diefstal/inbraak woning, totaal
5969	GM0252	21.0	HIC: Diefstal/inbraak woning, totaal
5970	GM0797	136.0	HIC: Diefstal/inbraak woning, totaal
5971	GM0797	97.0	HIC: Diefstal/inbraak woning, totaal
5972	GM0797	154.0	HIC: Diefstal/inbraak woning, totaal
5973	GM0797	32.0	HIC: Diefstal/inbraak woning, totaal
5974	GM0797	64.0	HIC: Diefstal/inbraak woning, totaal
5975	GM0797	41.0	HIC: Diefstal/inbraak woning, totaal
5976	GM0534	74.0	HIC: Diefstal/inbraak woning, totaal
5977	GM0534	41.0	HIC: Diefstal/inbraak woning, totaal
5978	GM0534	83.0	HIC: Diefstal/inbraak woning, totaal
5979	GM0534	20.0	HIC: Diefstal/inbraak woning, totaal
5980	GM0534	51.0	HIC: Diefstal/inbraak woning, totaal
5981	GM0534	28.0	HIC: Diefstal/inbraak woning, totaal
5982	GM0798	52.0	HIC: Diefstal/inbraak woning, totaal
5983	GM0798	36.0	HIC: Diefstal/inbraak woning, totaal
5984	GM0798	64.0	HIC: Diefstal/inbraak woning, totaal
5985	GM0798	16.0	HIC: Diefstal/inbraak woning, totaal
5986	GM0798	33.0	HIC: Diefstal/inbraak woning, totaal
5987	GM0798	6.0	HIC: Diefstal/inbraak woning, totaal
5988	GM0402	405.0	HIC: Diefstal/inbraak woning, totaal
5989	GM0402	304.0	HIC: Diefstal/inbraak woning, totaal
5990	GM0402	564.0	HIC: Diefstal/inbraak woning, totaal
5991	GM0402	174.0	HIC: Diefstal/inbraak woning, totaal
5992	GM0402	356.0	HIC: Diefstal/inbraak woning, totaal
5993	GM0402	166.0	HIC: Diefstal/inbraak woning, totaal
5994	GM1735	72.0	HIC: Diefstal/inbraak woning, totaal
5995	GM1735	48.0	HIC: Diefstal/inbraak woning, totaal
5996	GM1735	89.0	HIC: Diefstal/inbraak woning, totaal
5997	GM1735	43.0	HIC: Diefstal/inbraak woning, totaal
5998	GM1735	81.0	HIC: Diefstal/inbraak woning, totaal
5999	GM1735	27.0	HIC: Diefstal/inbraak woning, totaal
6000	GM1911	137.0	HIC: Diefstal/inbraak woning, totaal
6001	GM1911	69.0	HIC: Diefstal/inbraak woning, totaal
6002	GM1911	121.0	HIC: Diefstal/inbraak woning, totaal
6003	GM1911	29.0	HIC: Diefstal/inbraak woning, totaal
6004	GM1911	73.0	HIC: Diefstal/inbraak woning, totaal
6005	GM1911	43.0	HIC: Diefstal/inbraak woning, totaal
6006	GM0118	239.0	HIC: Diefstal/inbraak woning, totaal
6007	GM0118	101.0	HIC: Diefstal/inbraak woning, totaal
6008	GM0118	252.0	HIC: Diefstal/inbraak woning, totaal
6009	GM0118	50.0	HIC: Diefstal/inbraak woning, totaal
6010	GM0118	136.0	HIC: Diefstal/inbraak woning, totaal
6011	GM0118	100.0	HIC: Diefstal/inbraak woning, totaal
6012	GM0018	114.0	HIC: Diefstal/inbraak woning, totaal
6013	GM0018	51.0	HIC: Diefstal/inbraak woning, totaal
6014	GM0018	88.0	HIC: Diefstal/inbraak woning, totaal
6015	GM0018	40.0	HIC: Diefstal/inbraak woning, totaal
6016	GM0018	93.0	HIC: Diefstal/inbraak woning, totaal
6017	GM0018	39.0	HIC: Diefstal/inbraak woning, totaal
6018	GM0405	240.0	HIC: Diefstal/inbraak woning, totaal
6019	GM0405	126.0	HIC: Diefstal/inbraak woning, totaal
6020	GM0405	220.0	HIC: Diefstal/inbraak woning, totaal
6021	GM0405	90.0	HIC: Diefstal/inbraak woning, totaal
6022	GM0405	173.0	HIC: Diefstal/inbraak woning, totaal
6023	GM0405	51.0	HIC: Diefstal/inbraak woning, totaal
6024	GM1507	116.0	HIC: Diefstal/inbraak woning, totaal
6025	GM1507	56.0	HIC: Diefstal/inbraak woning, totaal
6026	GM1507	131.0	HIC: Diefstal/inbraak woning, totaal
6027	GM1507	57.0	HIC: Diefstal/inbraak woning, totaal
6028	GM1507	114.0	HIC: Diefstal/inbraak woning, totaal
6029	GM1507	42.0	HIC: Diefstal/inbraak woning, totaal
6030	GM0321	110.0	HIC: Diefstal/inbraak woning, totaal
6031	GM0321	41.0	HIC: Diefstal/inbraak woning, totaal
6032	GM0321	102.0	HIC: Diefstal/inbraak woning, totaal
6033	GM0321	51.0	HIC: Diefstal/inbraak woning, totaal
6034	GM0321	164.0	HIC: Diefstal/inbraak woning, totaal
6035	GM0321	71.0	HIC: Diefstal/inbraak woning, totaal
6036	GM0406	294.0	HIC: Diefstal/inbraak woning, totaal
6037	GM0406	166.0	HIC: Diefstal/inbraak woning, totaal
6038	GM0406	341.0	HIC: Diefstal/inbraak woning, totaal
6039	GM0406	141.0	HIC: Diefstal/inbraak woning, totaal
6040	GM0406	260.0	HIC: Diefstal/inbraak woning, totaal
6041	GM0406	85.0	HIC: Diefstal/inbraak woning, totaal
6042	GM0677	76.0	HIC: Diefstal/inbraak woning, totaal
6043	GM0677	23.0	HIC: Diefstal/inbraak woning, totaal
6044	GM0677	72.0	HIC: Diefstal/inbraak woning, totaal
6045	GM0677	38.0	HIC: Diefstal/inbraak woning, totaal
6046	GM0677	59.0	HIC: Diefstal/inbraak woning, totaal
6047	GM0677	24.0	HIC: Diefstal/inbraak woning, totaal
6048	GM0353	119.0	HIC: Diefstal/inbraak woning, totaal
6049	GM0353	29.0	HIC: Diefstal/inbraak woning, totaal
6050	GM0353	71.0	HIC: Diefstal/inbraak woning, totaal
6051	GM0353	56.0	HIC: Diefstal/inbraak woning, totaal
6052	GM0353	113.0	HIC: Diefstal/inbraak woning, totaal
6053	GM0353	48.0	HIC: Diefstal/inbraak woning, totaal
6054	GM1884	85.0	HIC: Diefstal/inbraak woning, totaal
6055	GM1884	40.0	HIC: Diefstal/inbraak woning, totaal
6056	GM1884	66.0	HIC: Diefstal/inbraak woning, totaal
6057	GM1884	28.0	HIC: Diefstal/inbraak woning, totaal
6058	GM1884	69.0	HIC: Diefstal/inbraak woning, totaal
6059	GM1884	30.0	HIC: Diefstal/inbraak woning, totaal
6060	GM0166	92.0	HIC: Diefstal/inbraak woning, totaal
6061	GM0166	40.0	HIC: Diefstal/inbraak woning, totaal
6062	GM0166	79.0	HIC: Diefstal/inbraak woning, totaal
6063	GM0166	35.0	HIC: Diefstal/inbraak woning, totaal
6064	GM0166	55.0	HIC: Diefstal/inbraak woning, totaal
6065	GM0166	13.0	HIC: Diefstal/inbraak woning, totaal
6066	GM0678	23.0	HIC: Diefstal/inbraak woning, totaal
6067	GM0678	11.0	HIC: Diefstal/inbraak woning, totaal
6068	GM0678	27.0	HIC: Diefstal/inbraak woning, totaal
6069	GM0678	8.0	HIC: Diefstal/inbraak woning, totaal
6070	GM0678	19.0	HIC: Diefstal/inbraak woning, totaal
6071	GM0678	10.0	HIC: Diefstal/inbraak woning, totaal
6072	GM0537	78.0	HIC: Diefstal/inbraak woning, totaal
6073	GM0537	41.0	HIC: Diefstal/inbraak woning, totaal
6074	GM0537	125.0	HIC: Diefstal/inbraak woning, totaal
6075	GM0537	40.0	HIC: Diefstal/inbraak woning, totaal
6076	GM0537	89.0	HIC: Diefstal/inbraak woning, totaal
6077	GM0537	39.0	HIC: Diefstal/inbraak woning, totaal
6078	GM0928	246.0	HIC: Diefstal/inbraak woning, totaal
6079	GM0928	109.0	HIC: Diefstal/inbraak woning, totaal
6080	GM0928	196.0	HIC: Diefstal/inbraak woning, totaal
6081	GM0928	133.0	HIC: Diefstal/inbraak woning, totaal
6082	GM0928	222.0	HIC: Diefstal/inbraak woning, totaal
6083	GM0928	81.0	HIC: Diefstal/inbraak woning, totaal
6084	GM1598	72.0	HIC: Diefstal/inbraak woning, totaal
6085	GM1598	32.0	HIC: Diefstal/inbraak woning, totaal
6086	GM1598	88.0	HIC: Diefstal/inbraak woning, totaal
6087	GM1598	27.0	HIC: Diefstal/inbraak woning, totaal
6088	GM1598	55.0	HIC: Diefstal/inbraak woning, totaal
6089	GM1598	21.0	HIC: Diefstal/inbraak woning, totaal
6090	GM0079	15.0	HIC: Diefstal/inbraak woning, totaal
6091	GM0079	9.0	HIC: Diefstal/inbraak woning, totaal
6092	GM0079	13.0	HIC: Diefstal/inbraak woning, totaal
6093	GM0079	3.0	HIC: Diefstal/inbraak woning, totaal
6094	GM0079	3.0	HIC: Diefstal/inbraak woning, totaal
6095	GM0079	4.0	HIC: Diefstal/inbraak woning, totaal
6096	GM0588	12.0	HIC: Diefstal/inbraak woning, totaal
6097	GM0588	2.0	HIC: Diefstal/inbraak woning, totaal
6098	GM0588	14.0	HIC: Diefstal/inbraak woning, totaal
6099	GM0588	7.0	HIC: Diefstal/inbraak woning, totaal
6100	GM0588	10.0	HIC: Diefstal/inbraak woning, totaal
6101	GM0588	6.0	HIC: Diefstal/inbraak woning, totaal
6102	GM0542	49.0	HIC: Diefstal/inbraak woning, totaal
6103	GM0542	17.0	HIC: Diefstal/inbraak woning, totaal
6104	GM0542	39.0	HIC: Diefstal/inbraak woning, totaal
6105	GM0542	19.0	HIC: Diefstal/inbraak woning, totaal
6106	GM0542	34.0	HIC: Diefstal/inbraak woning, totaal
6107	GM0542	18.0	HIC: Diefstal/inbraak woning, totaal
6108	GM1931	88.0	HIC: Diefstal/inbraak woning, totaal
6109	GM1931	26.0	HIC: Diefstal/inbraak woning, totaal
6110	GM1931	92.0	HIC: Diefstal/inbraak woning, totaal
6111	GM1931	54.0	HIC: Diefstal/inbraak woning, totaal
6112	GM1931	111.0	HIC: Diefstal/inbraak woning, totaal
6113	GM1931	40.0	HIC: Diefstal/inbraak woning, totaal
6114	GM1659	60.0	HIC: Diefstal/inbraak woning, totaal
6115	GM1659	19.0	HIC: Diefstal/inbraak woning, totaal
6116	GM1659	47.0	HIC: Diefstal/inbraak woning, totaal
6117	GM1659	12.0	HIC: Diefstal/inbraak woning, totaal
6118	GM1659	25.0	HIC: Diefstal/inbraak woning, totaal
6119	GM1659	23.0	HIC: Diefstal/inbraak woning, totaal
6120	GM1685	32.0	HIC: Diefstal/inbraak woning, totaal
6121	GM1685	23.0	HIC: Diefstal/inbraak woning, totaal
6122	GM1685	47.0	HIC: Diefstal/inbraak woning, totaal
6123	GM1685	16.0	HIC: Diefstal/inbraak woning, totaal
6124	GM1685	33.0	HIC: Diefstal/inbraak woning, totaal
6125	GM1685	12.0	HIC: Diefstal/inbraak woning, totaal
6126	GM0882	152.0	HIC: Diefstal/inbraak woning, totaal
6127	GM0882	67.0	HIC: Diefstal/inbraak woning, totaal
6128	GM0882	125.0	HIC: Diefstal/inbraak woning, totaal
6129	GM0882	65.0	HIC: Diefstal/inbraak woning, totaal
6130	GM0882	119.0	HIC: Diefstal/inbraak woning, totaal
6131	GM0882	46.0	HIC: Diefstal/inbraak woning, totaal
6132	GM0415	49.0	HIC: Diefstal/inbraak woning, totaal
6133	GM0415	16.0	HIC: Diefstal/inbraak woning, totaal
6134	GM0415	41.0	HIC: Diefstal/inbraak woning, totaal
6135	GM0415	7.0	HIC: Diefstal/inbraak woning, totaal
6136	GM0415	32.0	HIC: Diefstal/inbraak woning, totaal
6137	GM0415	25.0	HIC: Diefstal/inbraak woning, totaal
6138	GM0416	140.0	HIC: Diefstal/inbraak woning, totaal
6139	GM0416	67.0	HIC: Diefstal/inbraak woning, totaal
6140	GM0416	118.0	HIC: Diefstal/inbraak woning, totaal
6141	GM0416	32.0	HIC: Diefstal/inbraak woning, totaal
6142	GM0416	59.0	HIC: Diefstal/inbraak woning, totaal
6143	GM0416	35.0	HIC: Diefstal/inbraak woning, totaal
6144	GM1621	240.0	HIC: Diefstal/inbraak woning, totaal
6145	GM1621	124.0	HIC: Diefstal/inbraak woning, totaal
6146	GM1621	266.0	HIC: Diefstal/inbraak woning, totaal
6147	GM1621	134.0	HIC: Diefstal/inbraak woning, totaal
6148	GM1621	229.0	HIC: Diefstal/inbraak woning, totaal
6149	GM1621	73.0	HIC: Diefstal/inbraak woning, totaal
6150	GM0417	90.0	HIC: Diefstal/inbraak woning, totaal
6151	GM0417	42.0	HIC: Diefstal/inbraak woning, totaal
6152	GM0417	79.0	HIC: Diefstal/inbraak woning, totaal
