Periods,BicycleTheftBicycleOwnersOnly_13,BicycleTheft_12,BurglaryOnlyHouseholds_11,Burglary_10,CarTheftCarUsersOnly_15,CarTheft_14,HarassmentByPhone_25,HitAndRunAccidents_24,OtherOffences_26,OtherThefts_19,OtherVandalism_23,Periods,PersonalCharacteristics,PhysicalAbuse_7,Pickpocketing_18,SexualOffencesOnlyWomen_6,SexualOffences_5,TheftFromCarsCarUsersOnly_17,TheftFromDamageToCarCarUsers_22,TheftFromDamageToCar_21,TheftsFromCars_16,Threat_8,TotalThefts_9,TotalVandalism_20,TotalViolentCrimes_4,VictimOfMoreThanOneTypeOfOffence_3,VictimOfTheOneTypeOfOffence_2,VictimsTotal_1,KeyCharacteristics,Title,CategoryGroupID
1998JJ00,,0.0,,1.0,0.0,0.0,1.1,2.7,0.0,0.2,2.7,1998JJ00,165,0.0,0.0,,0.0,0.0,3.9,2.3,0.0,1.4,1.2,4.9,1.4,0.9,8.6,9.5,165,"Age cat. 6 x gender: men, 75-84 yrs",8
1999JJ00,1.5,1.0,,0.6,0.0,0.0,6.1,1.0,2.1,1.0,0.4,1999JJ00,165,0.0,0.0,,0.0,3.4,7.0,4.8,2.3,0.3,4.4,5.2,0.3,1.4,8.1,9.5,165,"Age cat. 6 x gender: men, 75-84 yrs",8
2000JJ00,0.9,0.8,,0.9,0.0,0.0,2.7,1.7,0.0,0.9,2.0,2000JJ00,165,0.0,0.0,,0.0,2.9,3.5,2.3,1.9,0.7,4.5,4.3,0.7,0.9,9.3,10.2,165,"Age cat. 6 x gender: men, 75-84 yrs",8
2001JJ00,1.2,0.8,,1.1,0.0,0.0,2.4,0.4,0.0,0.7,0.0,2001JJ00,165,0.3,0.4,,0.0,0.4,2.6,1.9,0.3,0.0,3.3,1.9,0.3,0.0,5.8,5.8,165,"Age cat. 6 x gender: men, 75-84 yrs",8
2002JJ00,0.6,0.5,,1.5,0.0,0.0,2.0,0.0,0.0,0.4,0.7,2002JJ00,165,0.4,0.5,,0.0,0.0,6.5,4.2,0.0,1.0,2.9,5.0,1.4,0.0,9.3,9.3,165,"Age cat. 6 x gender: men, 75-84 yrs",8
2003JJ00,1.2,0.8,,0.0,0.0,0.0,3.4,0.0,0.9,1.4,2.3,2003JJ00,165,0.0,1.0,,0.0,0.0,6.2,3.8,0.0,1.0,3.2,5.8,1.0,0.3,9.5,9.8,165,"Age cat. 6 x gender: men, 75-84 yrs",8
2004JJ00,2.3,1.7,,1.5,0.0,0.0,2.6,0.7,0.4,0.0,1.6,2004JJ00,165,0.0,1.5,,0.0,0.7,4.4,3.0,0.5,0.5,5.1,4.5,0.5,0.0,10.9,10.9,165,"Age cat. 6 x gender: men, 75-84 yrs",8
1997JJ00,,,,,,,,,,,,1997JJ00,167,,,,,,,,,,,,,,,,167,"Age cat.6x gender:men,85 yrs and older",8
1998JJ00,,,,,,,,,,,,1998JJ00,167,,,,,,,,,,,,,,,,167,"Age cat.6x gender:men,85 yrs and older",8
1999JJ00,,,,,,,,,,,,1999JJ00,167,,,,,,,,,,,,,,,,167,"Age cat.6x gender:men,85 yrs and older",8
2000JJ00,,,,,,,,,,,,2000JJ00,167,,,,,,,,,,,,,,,,167,"Age cat.6x gender:men,85 yrs and older",8
2001JJ00,,,,,,,,,,,,2001JJ00,167,,,,,,,,,,,,,,,,167,"Age cat.6x gender:men,85 yrs and older",8
2002JJ00,,,,,,,,,,,,2002JJ00,167,,,,,,,,,,,,,,,,167,"Age cat.6x gender:men,85 yrs and older",8
2003JJ00,,,,,,,,,,,,2003JJ00,167,,,,,,,,,,,,,,,,167,"Age cat.6x gender:men,85 yrs and older",8
2004JJ00,,,,,,,,,,,,2004JJ00,167,,,,,,,,,,,,,,,,167,"Age cat.6x gender:men,85 yrs and older",8
1997JJ00,8.1,7.1,,,,,,4.7,,6.7,9.1,1997JJ00,150,4.3,6.1,,,,,,,6.5,17.7,9.1,9.0,8.3,25.1,33.4,150,"Age cat. 6 x gender: women, 0-14 yrs",8
1998JJ00,6.5,6.1,,,,,,2.9,,6.0,9.0,1998JJ00,150,0.8,2.7,,,,,,,3.4,12.8,9.0,4.2,4.1,21.9,26.0,150,"Age cat. 6 x gender: women, 0-14 yrs",8
1999JJ00,5.3,5.4,,,,,,1.7,,5.1,11.9,1999JJ00,150,2.3,5.2,,,,,,,4.9,14.7,11.9,6.4,4.3,25.5,29.9,150,"Age cat. 6 x gender: women, 0-14 yrs",8
2000JJ00,8.1,9.8,,,,,,3.5,,3.7,12.3,2000JJ00,150,1.9,4.5,,,,,,,4.8,16.0,12.3,5.9,6.1,27.6,33.6,150,"Age cat. 6 x gender: women, 0-14 yrs",8
2001JJ00,5.1,5.5,,,,,,2.9,,6.5,8.7,2001JJ00,150,1.7,6.0,,,,,,,6.0,16.2,8.7,7.3,7.2,21.6,28.8,150,"Age cat. 6 x gender: women, 0-14 yrs",8
2002JJ00,5.4,5.2,,,,,,4.6,,5.6,9.6,2002JJ00,150,2.1,5.0,,,,,,,2.1,14.8,9.6,3.3,7.5,17.6,25.1,150,"Age cat. 6 x gender: women, 0-14 yrs",8
2003JJ00,6.4,6.2,,,,,,3.2,,3.5,7.8,2003JJ00,150,3.1,3.9,,,,,,,5.2,12.5,7.8,8.3,4.2,23.7,27.9,150,"Age cat. 6 x gender: women, 0-14 yrs",8
2004JJ00,4.9,4.8,,,,,,1.7,,4.5,7.7,2004JJ00,150,2.5,3.0,,,,,,,3.7,11.5,7.7,5.4,3.9,19.0,22.9,150,"Age cat. 6 x gender: women, 0-14 yrs",8
1997JJ00,12.6,11.6,,2.3,,0.9,12.7,2.0,1.1,5.7,9.1,1997JJ00,152,1.5,3.9,4.9,4.9,,,0.6,0.0,3.9,21.4,9.3,8.6,8.7,25.2,33.9,152,"Age cat. 6 x gender: women, 15-19 yrs",8
1998JJ00,15.6,13.8,,1.9,,0.0,9.5,2.7,1.0,5.6,9.7,1998JJ00,152,1.7,7.2,3.2,3.2,,,0.0,0.0,5.6,24.1,9.7,9.7,12.2,24.4,36.6,152,"Age cat. 6 x gender: women, 15-19 yrs",8
1999JJ00,8.4,8.0,,1.4,,0.0,11.2,2.5,1.2,5.5,8.3,1999JJ00,152,2.0,5.8,7.0,7.0,,,1.3,0.5,5.5,19.6,8.9,13.3,9.1,27.8,36.9,152,"Age cat. 6 x gender: women, 15-19 yrs",8
2000JJ00,12.6,11.4,,2.3,,0.0,16.3,1.8,1.0,4.0,7.7,2000JJ00,152,3.3,5.3,3.6,3.6,,,2.6,0.0,5.4,21.1,8.5,10.7,9.1,25.1,34.3,152,"Age cat. 6 x gender: women, 15-19 yrs",8
2001JJ00,15.5,13.1,,1.7,,0.0,13.4,3.3,0.2,3.2,9.4,2001JJ00,152,3.6,5.6,5.9,5.9,,,1.2,0.0,4.5,21.2,9.9,12.3,10.0,27.6,37.6,152,"Age cat. 6 x gender: women, 15-19 yrs",8
2002JJ00,15.0,14.4,,1.2,,0.0,9.0,2.1,1.1,4.0,12.0,2002JJ00,152,2.6,7.8,6.2,6.2,,,1.4,0.0,7.4,23.4,12.6,14.4,12.9,30.4,43.3,152,"Age cat. 6 x gender: women, 15-19 yrs",8
2003JJ00,11.5,9.7,,1.8,,0.0,14.7,2.2,1.7,3.8,5.2,2003JJ00,152,2.8,6.3,4.0,4.0,,,1.6,0.0,5.8,20.3,5.7,10.9,7.3,25.8,33.1,152,"Age cat. 6 x gender: women, 15-19 yrs",8
2004JJ00,15.2,14.0,,0.9,,0.0,10.3,2.6,0.4,4.7,9.1,2004JJ00,152,3.0,4.2,3.9,3.9,,,0.5,0.0,6.1,22.5,9.3,11.5,8.4,28.8,37.2,152,"Age cat. 6 x gender: women, 15-19 yrs",8
1997JJ00,17.7,12.5,,1.4,0.0,0.0,13.3,0.3,0.2,3.4,4.5,1997JJ00,154,2.6,4.1,6.6,6.6,2.5,13.5,4.5,0.8,2.5,20.4,9.0,10.8,7.2,26.8,34.1,154,"Age cat. 6 x gender: women, 20-24 yrs",8
1998JJ00,14.7,11.7,,3.1,0.0,0.0,17.3,2.3,1.2,3.8,7.0,1998JJ00,154,1.9,7.6,4.2,4.2,1.7,17.4,5.2,0.5,3.4,23.9,12.0,7.9,7.9,30.4,38.3,154,"Age cat. 6 x gender: women, 20-24 yrs",8
1999JJ00,14.1,11.3,,4.4,1.1,0.4,11.4,1.7,0.0,4.2,8.0,1999JJ00,154,1.6,3.6,4.5,4.5,3.8,16.3,6.0,1.4,2.6,23.5,14.0,7.9,9.4,27.6,37.0,154,"Age cat. 6 x gender: women, 20-24 yrs",8
2000JJ00,17.7,14.5,,2.6,0.0,0.0,9.7,1.5,1.0,5.3,10.1,2000JJ00,154,0.9,5.3,6.5,6.5,5.5,14.3,4.2,1.6,2.4,25.7,13.4,9.4,10.2,32.0,42.2,154,"Age cat. 6 x gender: women, 20-24 yrs",8
2001JJ00,13.6,12.5,,2.3,0.7,0.2,8.4,1.1,1.7,5.7,7.0,2001JJ00,154,2.7,2.6,6.3,6.3,7.9,19.8,7.0,2.8,4.1,23.0,13.7,12.2,12.9,26.5,39.4,154,"Age cat. 6 x gender: women, 20-24 yrs",8
2002JJ00,11.5,9.8,,1.5,1.1,0.4,8.0,1.8,0.6,3.4,6.0,2002JJ00,154,1.7,2.1,7.7,7.7,11.0,15.1,5.7,4.1,5.5,19.1,11.7,13.3,8.3,30.8,39.0,154,"Age cat. 6 x gender: women, 20-24 yrs",8
2003JJ00,10.4,9.0,,1.9,0.6,0.3,7.4,3.1,1.4,2.5,5.5,2003JJ00,154,2.4,3.4,6.5,6.5,5.2,18.4,8.3,2.3,4.3,17.1,13.8,11.3,10.1,25.6,35.7,154,"Age cat. 6 x gender: women, 20-24 yrs",8
2004JJ00,10.4,9.3,,2.3,0.9,0.3,10.1,2.3,1.2,4.4,7.0,2004JJ00,154,1.8,4.4,4.1,4.1,5.3,18.3,6.7,1.9,2.5,19.9,13.0,7.8,10.3,24.6,34.9,154,"Age cat. 6 x gender: women, 20-24 yrs",8
1997JJ00,7.0,6.9,,2.5,0.2,0.1,10.9,0.9,0.7,3.0,5.9,1997JJ00,156,1.1,2.5,2.7,2.7,4.4,12.8,7.1,2.4,2.1,15.4,12.7,5.8,5.8,24.8,30.6,156,"Age cat. 6 x gender: women, 25-34 yrs",8
1998JJ00,6.0,5.9,,2.7,0.0,0.0,10.2,1.9,1.6,4.4,5.4,1998JJ00,156,1.7,2.4,4.2,4.2,2.2,13.4,6.8,1.1,2.1,15.8,12.1,7.4,6.1,24.2,30.3,156,"Age cat. 6 x gender: women, 25-34 yrs",8
1999JJ00,6.3,5.9,,2.4,0.0,0.0,9.2,1.6,0.5,2.9,7.0,1999JJ00,156,1.1,2.0,2.7,2.7,3.6,14.2,8.3,2.1,1.9,14.5,14.6,4.6,6.4,24.2,30.6,156,"Age cat. 6 x gender: women, 25-34 yrs",8
2000JJ00,7.0,6.3,,1.8,0.4,0.2,7.1,1.9,1.4,4.7,5.0,2000JJ00,156,1.5,1.4,2.8,2.8,2.9,15.3,9.0,1.7,3.0,14.8,13.6,6.7,6.3,25.3,31.6,156,"Age cat. 6 x gender: women, 25-34 yrs",8
2001JJ00,5.8,5.2,,2.2,0.3,0.2,6.8,0.7,1.1,3.2,5.3,2001JJ00,156,0.5,1.6,1.7,1.7,4.8,13.1,7.7,2.8,2.4,13.9,12.5,4.4,6.2,20.2,26.4,156,"Age cat. 6 x gender: women, 25-34 yrs",8
2002JJ00,5.0,4.5,,1.6,0.2,0.1,6.2,1.6,0.3,3.2,5.1,2002JJ00,156,1.0,1.1,2.2,2.2,4.5,14.7,9.3,2.9,1.8,12.3,14.1,4.4,5.7,21.8,27.5,156,"Age cat. 6 x gender: women, 25-34 yrs",8
2003JJ00,5.1,4.8,,1.4,0.6,0.3,5.5,1.8,0.9,3.1,4.9,2003JJ00,156,1.8,1.7,2.0,2.0,5.8,16.6,10.5,3.7,3.5,13.8,15.0,5.7,6.8,23.4,30.2,156,"Age cat. 6 x gender: women, 25-34 yrs",8
2004JJ00,6.8,6.3,,1.0,0.7,0.4,5.8,2.0,0.8,3.0,5.0,2004JJ00,156,1.1,2.5,2.8,2.8,6.0,17.1,10.5,3.7,2.9,14.8,14.5,6.3,8.5,22.3,30.8,156,"Age cat. 6 x gender: women, 25-34 yrs",8
1997JJ00,3.7,4.5,,2.8,0.4,0.2,10.3,1.7,0.5,3.2,3.9,1997JJ00,158,0.8,3.0,1.9,1.9,3.4,10.2,5.1,1.7,2.4,14.3,8.9,4.7,4.6,21.2,25.9,158,"Age cat. 6 x gender: women, 35-44 yrs",8
1998JJ00,5.7,5.3,,1.0,1.3,0.7,7.3,1.2,0.2,4.1,6.2,1998JJ00,158,0.7,1.3,1.8,1.8,3.1,12.2,6.6,1.7,2.2,12.6,12.4,4.1,6.0,19.9,25.9,158,"Age cat. 6 x gender: women, 35-44 yrs",8
1999JJ00,4.2,4.2,,1.6,0.3,0.2,10.0,0.9,1.0,3.8,6.9,1999JJ00,158,1.0,1.7,1.9,1.9,3.6,15.4,8.2,1.9,2.3,12.2,14.9,4.7,5.6,21.9,27.6,158,"Age cat. 6 x gender: women, 35-44 yrs",8
2000JJ00,3.7,3.5,,1.4,0.5,0.3,5.9,1.8,0.4,3.1,4.9,2000JJ00,158,0.5,1.6,1.5,1.5,2.6,12.1,7.1,1.5,2.3,10.3,11.6,4.0,4.1,20.1,24.2,158,"Age cat. 6 x gender: women, 35-44 yrs",8
2001JJ00,3.4,3.2,,1.3,0.1,0.1,5.9,1.4,0.9,2.4,4.6,2001JJ00,158,1.2,1.2,2.1,2.1,2.7,11.7,7.1,1.6,2.9,9.5,11.5,5.7,5.0,18.8,23.8,158,"Age cat. 6 x gender: women, 35-44 yrs",8
2002JJ00,2.9,2.8,,2.3,0.3,0.2,6.2,0.7,0.9,4.3,5.4,2002JJ00,158,1.2,2.3,2.1,2.1,3.7,16.3,10.4,2.4,2.7,13.0,15.5,5.3,5.9,23.1,29.0,158,"Age cat. 6 x gender: women, 35-44 yrs",8
2003JJ00,4.6,4.1,,0.8,0.2,0.1,5.8,1.4,0.9,3.3,4.1,2003JJ00,158,1.2,1.9,0.9,0.9,3.8,10.8,6.8,2.4,2.0,11.5,10.3,3.8,3.4,21.0,24.4,158,"Age cat. 6 x gender: women, 35-44 yrs",8
2004JJ00,3.9,3.7,,2.4,0.6,0.4,6.6,0.8,0.8,4.2,5.0,2004JJ00,158,0.8,1.5,1.2,1.2,3.1,13.9,9.2,2.0,1.9,13.2,13.7,3.7,5.3,21.8,27.1,158,"Age cat. 6 x gender: women, 35-44 yrs",8
1997JJ00,3.9,4.5,,1.5,0.0,0.0,6.3,0.6,0.4,3.1,3.6,1997JJ00,160,0.7,2.3,1.7,1.7,2.3,12.5,5.8,1.1,1.2,11.8,8.9,3.1,3.1,19.3,22.4,160,"Age cat. 6 x gender: women, 45-54 yrs",8
1998JJ00,4.2,3.8,,1.0,0.2,0.1,8.3,0.5,0.9,4.6,4.0,1998JJ00,160,0.4,1.4,0.9,0.9,2.8,12.2,6.1,1.4,0.4,11.6,9.9,1.5,2.9,18.4,21.3,160,"Age cat. 6 x gender: women, 45-54 yrs",8
1999JJ00,3.2,2.7,,2.0,1.0,0.5,7.7,1.4,0.3,3.0,5.1,1999JJ00,160,0.5,2.3,1.0,1.0,3.7,12.2,5.6,1.7,1.1,11.2,10.5,2.4,3.8,18.6,22.3,160,"Age cat. 6 x gender: women, 45-54 yrs",8
2000JJ00,3.9,3.6,,1.3,0.7,0.4,6.7,0.7,0.7,1.9,4.8,2000JJ00,160,0.8,2.2,1.6,1.6,0.9,11.2,6.0,0.5,1.6,9.3,10.2,3.8,3.0,18.9,21.9,160,"Age cat. 6 x gender: women, 45-54 yrs",8
2001JJ00,5.2,4.8,,2.5,0.1,0.1,5.4,1.1,0.3,2.6,4.2,2001JJ00,160,0.9,2.3,1.1,1.1,2.9,11.2,6.1,1.6,2.7,12.4,10.2,4.5,4.4,20.2,24.5,160,"Age cat. 6 x gender: women, 45-54 yrs",8
2002JJ00,3.7,3.3,,2.2,0.0,0.0,4.4,0.4,1.4,4.4,4.8,2002JJ00,160,1.3,2.0,1.9,1.9,3.6,12.0,6.8,2.1,1.9,12.7,11.4,4.9,5.0,20.0,25.0,160,"Age cat. 6 x gender: women, 45-54 yrs",8
2003JJ00,4.2,3.8,,1.2,0.1,0.1,5.2,1.0,0.2,2.1,4.1,2003JJ00,160,0.4,1.7,0.7,0.7,4.5,12.6,7.0,2.5,1.5,10.7,10.7,2.7,2.9,20.2,23.0,160,"Age cat. 6 x gender: women, 45-54 yrs",8
2004JJ00,4.4,4.0,,1.3,0.4,0.2,4.8,1.3,0.9,3.3,3.6,2004JJ00,160,0.8,1.3,1.2,1.2,3.1,12.6,7.6,1.9,2.0,11.1,10.3,3.5,4.1,19.4,23.4,160,"Age cat. 6 x gender: women, 45-54 yrs",8
1997JJ00,1.4,1.7,,2.7,0.0,0.0,7.9,0.6,0.2,2.0,3.6,1997JJ00,162,0.2,2.2,0.4,0.4,2.7,7.2,2.5,1.0,1.5,9.1,6.0,2.1,2.0,14.5,16.5,162,"Age cat. 6 x gender: women, 55-64 yrs",8
1998JJ00,1.1,1.0,,1.3,0.0,0.0,7.6,0.0,0.2,3.7,5.2,1998JJ00,162,0.2,2.1,0.7,0.7,0.6,10.3,3.8,0.2,0.8,8.0,8.8,1.7,2.0,15.0,17.0,162,"Age cat. 6 x gender: women, 55-64 yrs",8
1999JJ00,1.9,1.6,,1.3,0.0,0.0,7.2,0.5,0.4,3.1,4.1,1999JJ00,162,0.9,2.6,0.1,0.1,2.1,9.4,4.1,0.9,1.3,9.0,8.1,2.3,2.6,15.3,18.0,162,"Age cat. 6 x gender: women, 55-64 yrs",8
2000JJ00,1.4,1.2,,1.8,0.0,0.0,6.4,0.0,0.2,2.9,2.8,2000JJ00,162,0.0,2.0,0.0,0.0,0.8,12.5,5.1,0.3,1.3,7.5,7.6,1.3,1.8,13.7,15.4,162,"Age cat. 6 x gender: women, 55-64 yrs",8
2001JJ00,2.0,1.7,,1.1,0.0,0.0,3.4,1.3,0.3,2.2,2.9,2001JJ00,162,0.1,1.5,0.0,0.0,0.8,10.2,4.4,0.3,0.8,6.4,7.3,1.0,1.5,13.5,15.0,162,"Age cat. 6 x gender: women, 55-64 yrs",8
2002JJ00,2.6,2.4,,2.3,0.0,0.0,4.0,1.1,0.5,2.0,2.6,2002JJ00,162,0.4,2.1,0.4,0.4,1.5,11.3,4.6,0.6,0.6,9.3,7.0,1.3,1.9,14.9,16.8,162,"Age cat. 6 x gender: women, 55-64 yrs",8
2003JJ00,1.4,1.1,,0.7,0.2,0.1,3.4,0.8,0.6,3.3,3.1,2003JJ00,162,0.1,1.7,0.5,0.5,2.4,10.6,4.7,1.1,0.6,7.7,7.6,1.2,2.0,13.6,15.6,162,"Age cat. 6 x gender: women, 55-64 yrs",8
2004JJ00,2.4,2.2,,1.2,0.0,0.0,4.0,1.0,0.9,1.9,4.3,2004JJ00,162,0.6,1.9,0.3,0.3,1.9,10.7,5.1,0.9,0.7,7.7,9.2,1.5,1.4,17.0,18.4,162,"Age cat. 6 x gender: women, 55-64 yrs",8
1997JJ00,0.2,1.3,,2.4,0.0,0.0,8.8,0.0,0.0,0.9,2.6,1997JJ00,164,0.0,2.9,0.0,0.0,0.7,11.0,3.0,0.2,0.5,7.1,5.3,0.5,1.5,10.7,12.2,164,"Age cat. 6 x gender: women, 65-74 yrs",8
1998JJ00,0.9,0.7,,0.6,0.0,0.0,4.5,1.1,0.4,4.2,3.5,1998JJ00,164,0.7,1.5,0.0,0.0,0.0,5.6,1.5,0.0,0.0,6.4,4.7,0.7,1.0,11.1,12.2,164,"Age cat. 6 x gender: women, 65-74 yrs",8
1999JJ00,0.5,0.5,,0.8,0.7,0.2,4.9,1.0,0.5,1.6,2.9,1999JJ00,164,0.0,3.0,0.2,0.2,3.4,9.0,2.3,0.9,0.7,6.7,5.0,0.8,1.4,11.1,12.5,164,"Age cat. 6 x gender: women, 65-74 yrs",8
2000JJ00,0.2,0.2,,1.5,0.0,0.0,6.5,0.2,0.3,1.0,2.7,2000JJ00,164,0.0,2.7,0.0,0.0,0.0,7.4,2.2,0.0,0.4,5.1,5.0,0.4,0.4,9.9,10.3,164,"Age cat. 6 x gender: women, 65-74 yrs",8
2001JJ00,0.6,0.4,,0.7,0.7,0.2,3.6,0.4,0.2,0.8,1.9,2001JJ00,164,0.2,1.8,0.0,0.0,0.7,8.8,2.8,0.2,0.7,3.9,4.7,0.8,0.8,8.5,9.3,164,"Age cat. 6 x gender: women, 65-74 yrs",8
2002JJ00,1.4,1.2,,1.4,0.8,0.2,4.5,0.5,1.3,1.6,2.0,2002JJ00,164,0.3,2.1,0.0,0.0,0.0,8.7,2.6,0.0,1.2,6.5,4.6,1.5,1.0,11.1,12.0,164,"Age cat. 6 x gender: women, 65-74 yrs",8
2003JJ00,2.1,1.7,,1.1,0.0,0.0,5.3,0.0,0.3,2.1,3.3,2003JJ00,164,0.0,2.1,0.7,0.7,0.6,5.4,1.8,0.2,0.6,6.7,5.1,1.3,1.2,11.2,12.4,164,"Age cat. 6 x gender: women, 65-74 yrs",8
2004JJ00,2.3,1.8,,0.9,0.0,0.0,4.8,0.4,0.3,1.9,3.7,2004JJ00,164,0.0,1.3,0.0,0.0,0.4,6.8,2.5,0.1,0.6,5.8,5.8,0.6,1.7,9.6,11.3,164,"Age cat. 6 x gender: women, 65-74 yrs",8
1997JJ00,1.8,0.0,,1.2,,0.0,5.0,0.0,0.3,1.8,0.5,1997JJ00,166,0.0,1.9,0.0,0.0,,,0.0,0.4,0.0,5.0,0.5,0.0,0.3,5.1,5.4,166,"Age cat. 6 x gender: women, 75-84 yrs",8
1998JJ00,2.3,1.2,,0.8,,0.0,6.0,0.0,0.0,1.1,1.3,1998JJ00,166,0.6,2.3,0.4,0.4,,,1.7,0.0,0.0,5.4,3.0,1.0,0.4,8.7,9.1,166,"Age cat. 6 x gender: women, 75-84 yrs",8
1999JJ00,1.2,0.5,,1.4,0.0,0.0,3.7,0.0,0.5,0.9,0.4,1999JJ00,166,0.0,2.7,0.5,0.5,0.0,5.5,0.9,0.0,0.0,4.8,1.3,0.5,0.7,6.0,6.7,166,"Age cat. 6 x gender: women, 75-84 yrs",8
2000JJ00,1.8,1.0,,1.0,,0.0,5.6,0.0,0.0,1.9,1.3,2000JJ00,166,0.0,2.4,0.3,0.3,,,0.0,0.0,0.0,5.6,1.3,0.3,0.6,6.5,7.1,166,"Age cat. 6 x gender: women, 75-84 yrs",8
2001JJ00,1.0,0.5,,0.9,1.4,0.3,2.3,0.0,0.0,1.1,1.0,2001JJ00,166,0.0,3.7,0.0,0.0,0.0,5.0,1.1,0.0,0.3,5.4,2.1,0.3,1.6,5.4,7.0,166,"Age cat. 6 x gender: women, 75-84 yrs",8
2002JJ00,1.4,0.8,,0.6,0.0,0.0,4.8,0.4,0.2,1.2,0.9,2002JJ00,166,0.0,3.0,0.0,0.0,0.0,9.6,2.6,0.0,0.0,5.6,3.5,0.0,0.0,9.6,9.6,166,"Age cat. 6 x gender: women, 75-84 yrs",8
2003JJ00,0.9,0.5,,0.6,0.0,0.0,3.4,0.0,0.3,1.4,1.7,2003JJ00,166,0.0,2.7,0.0,0.0,2.4,10.0,2.2,0.5,0.0,5.8,3.5,0.0,0.4,8.6,8.9,166,"Age cat. 6 x gender: women, 75-84 yrs",8
2004JJ00,0.5,0.3,,0.8,0.0,0.0,2.9,0.6,0.0,1.5,1.2,2004JJ00,166,0.0,0.9,0.0,0.0,1.1,7.1,1.5,0.2,0.3,3.2,2.7,0.3,0.9,5.3,6.2,166,"Age cat. 6 x gender: women, 75-84 yrs",8
1997JJ00,,,,,,,,,,,,1997JJ00,168,,,,,,,,,,,,,,,,168,"Age cat.6x gender:women,85 yrs and older",8
1998JJ00,,,,,,,,,,,,1998JJ00,168,,,,,,,,,,,,,,,,168,"Age cat.6x gender:women,85 yrs and older",8
1999JJ00,,0.0,,1.1,,0.0,3.2,0.0,0.0,0.0,0.0,1999JJ00,168,0.0,2.6,0.0,0.0,,,1.1,0.0,0.0,3.7,1.1,0.0,0.0,4.8,4.8,168,"Age cat.6x gender:women,85 yrs and older",8
2000JJ00,,0.0,,0.0,,0.0,1.8,0.0,0.0,0.0,1.3,2000JJ00,168,0.0,11.5,0.0,0.0,,,1.3,0.0,0.0,11.5,2.7,0.0,0.0,14.1,14.1,168,"Age cat.6x gender:women,85 yrs and older",8
2001JJ00,,0.0,,2.0,,0.0,1.5,0.0,0.0,1.5,2.8,2001JJ00,168,0.0,0.0,0.0,0.0,,,0.0,0.0,1.3,3.5,2.8,1.3,0.0,7.6,7.6,168,"Age cat.6x gender:women,85 yrs and older",8
2002JJ00,,0.0,,0.0,,0.0,2.4,0.0,0.0,1.9,0.0,2002JJ00,168,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.9,1.9,168,"Age cat.6x gender:women,85 yrs and older",8
2003JJ00,6.4,1.2,,1.2,,0.0,2.6,0.0,0.0,0.0,1.2,2003JJ00,168,0.0,2.8,0.0,0.0,,,0.0,0.0,0.0,5.1,1.2,0.0,0.0,6.3,6.3,168,"Age cat.6x gender:women,85 yrs and older",8
2004JJ00,,0.0,,2.0,,0.0,5.9,0.0,0.0,0.0,0.0,2004JJ00,168,0.0,0.0,0.0,0.0,,,1.5,0.0,0.0,2.0,1.5,0.0,0.0,3.5,3.5,168,"Age cat.6x gender:women,85 yrs and older",8
1997JJ00,5.6,4.4,,2.7,0.0,0.0,9.2,1.4,0.3,3.1,4.8,1997JJ00,22 ,2.3,1.8,1.3,0.8,4.0,9.1,3.5,1.5,3.0,11.7,7.4,5.3,4.7,17.0,21.7,22,Level of education: primary education,9
1998JJ00,5.0,3.9,,1.4,0.3,0.1,8.3,1.5,0.4,3.5,4.9,1998JJ00,22 ,1.6,2.1,1.1,0.6,2.1,10.5,4.1,0.8,3.4,10.6,8.0,5.1,3.9,17.6,21.4,22,Level of education: primary education,9
1999JJ00,4.2,3.3,,1.6,0.2,0.1,8.6,1.5,0.5,2.7,4.9,1999JJ00,22 ,1.5,2.7,1.3,0.9,2.9,11.3,4.6,1.2,2.8,10.5,8.4,4.7,3.6,18.2,21.8,22,Level of education: primary education,9
2000JJ00,5.6,4.4,,2.0,0.6,0.2,6.3,1.8,0.4,1.9,5.5,2000JJ00,22 ,1.8,3.0,1.1,0.6,1.8,10.8,4.6,0.8,2.5,10.4,8.8,4.5,4.5,17.6,22.0,22,Level of education: primary education,9
2001JJ00,4.7,3.8,,1.0,0.3,0.1,6.6,1.1,0.4,2.9,4.6,2001JJ00,22 ,2.4,2.5,1.2,0.7,1.8,8.0,3.4,0.8,3.4,9.9,7.1,5.9,4.0,16.4,20.4,22,Level of education: primary education,9
2002JJ00,6.0,4.8,,1.2,0.5,0.2,5.9,1.8,0.6,3.5,5.2,2002JJ00,22 ,2.2,3.3,1.7,1.2,4.0,12.6,5.1,1.6,2.7,12.8,8.9,5.2,5.5,18.1,23.5,22,Level of education: primary education,9
2003JJ00,5.4,4.2,,1.3,0.3,0.1,6.8,1.5,0.7,2.9,4.5,2003JJ00,22 ,2.9,3.2,0.9,0.7,3.2,12.0,4.9,1.3,3.3,11.6,8.0,6.0,4.4,18.7,23.1,22,Level of education: primary education,9
2004JJ00,5.4,4.2,,0.8,0.0,0.0,4.8,1.4,0.5,3.0,5.2,2004JJ00,22 ,1.5,2.4,0.8,0.5,1.5,9.8,3.6,0.6,3.0,9.6,7.6,4.4,3.7,15.8,19.5,22,Level of education: primary education,9
