Perioden,Crimes,Municipality,CrimeType
2016JJ00,605.0,Leeuwarden,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,45.0,Leeuwarderadeel,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,21.0,Leeuwarderadeel,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,25.0,Leeuwarderadeel,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,503.0,Leiden,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,409.0,Leiden,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,229.0,Leiden,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,65.0,Leiderdorp,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,77.0,Leiderdorp,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,39.0,Leiderdorp,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,380.0,Leidschendam-Voorburg,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,427.0,Leidschendam-Voorburg,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,315.0,Leidschendam-Voorburg,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,387.0,Lelystad,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,412.0,Lelystad,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,298.0,Lelystad,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,,Lemsterland,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,,Lemsterland,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,,Lemsterland,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,188.0,Leudal,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,159.0,Leudal,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,111.0,Leudal,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,89.0,Leusden,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,46.0,Leusden,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,61.0,Leusden,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,38.0,Lingewaal,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,31.0,Lingewaal,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,17.0,Lingewaal,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,76.0,Lingewaard,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,78.0,Lingewaard,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,121.0,Lingewaard,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,46.0,Lisse,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,60.0,Lisse,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,38.0,Lisse,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,19.0,Littenseradiel,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,16.0,Littenseradiel,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,17.0,Littenseradiel,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,132.0,Lochem,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,108.0,Lochem,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,136.0,Lochem,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,90.0,Loon op Zand,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,46.0,Loon op Zand,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,43.0,Loon op Zand,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,15.0,Lopik,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,18.0,Lopik,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,19.0,Lopik,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,20.0,Loppersum,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,16.0,Loppersum,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,7.0,Loppersum,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,44.0,Losser,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,54.0,Losser,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,51.0,Losser,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,,Maasdonk,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,,Maasdonk,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,,Maasdonk,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,102.0,Maasdriel,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,84.0,Maasdriel,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,59.0,Maasdriel,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,98.0,Maasgouw,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,114.0,Maasgouw,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,97.0,Maasgouw,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,161.0,Maassluis,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,186.0,Maassluis,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,153.0,Maassluis,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,953.0,Maastricht,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,875.0,Maastricht,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,514.0,Maastricht,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,18.0,De Marne,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,8.0,De Marne,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,18.0,De Marne,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,17.0,Marum,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,16.0,Marum,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,27.0,Marum,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,214.0,Medemblik,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,135.0,Medemblik,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,97.0,Medemblik,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,121.0,Meerssen,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,68.0,Meerssen,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,68.0,Meerssen,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,,Meierijstad,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,,Meierijstad,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,,Meierijstad,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,24.0,Menameradiel,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,36.0,Menameradiel,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,16.0,Menameradiel,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,18.0,Menterwolde,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,25.0,Menterwolde,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,20.0,Menterwolde,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,78.0,Meppel,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,91.0,Meppel,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,55.0,Meppel,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,161.0,Middelburg (Z.),"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,194.0,Middelburg (Z.),"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,80.0,Middelburg (Z.),"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,109.0,Midden-Delfland,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,74.0,Midden-Delfland,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,64.0,Midden-Delfland,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,94.0,Midden-Drenthe,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,81.0,Midden-Drenthe,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,97.0,Midden-Drenthe,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,19.0,Mill en Sint Hubert,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,22.0,Mill en Sint Hubert,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,28.0,Mill en Sint Hubert,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,,Millingen aan de Rijn,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,,Millingen aan de Rijn,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,,Millingen aan de Rijn,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,152.0,Moerdijk,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,202.0,Moerdijk,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,104.0,Moerdijk,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,51.0,Molenwaard,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,32.0,Molenwaard,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,30.0,Molenwaard,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,100.0,Montferland,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,97.0,Montferland,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,94.0,Montferland,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,32.0,Montfoort,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,27.0,Montfoort,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,18.0,Montfoort,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,31.0,Mook en Middelaar,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,31.0,Mook en Middelaar,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,40.0,Mook en Middelaar,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,33.0,Muiden,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,25.0,Muiden,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,,Muiden,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,97.0,Naarden,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,109.0,Naarden,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,,Naarden,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,70.0,Neder-Betuwe,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,53.0,Neder-Betuwe,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,48.0,Neder-Betuwe,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,,Nederlek,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,,Nederlek,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,,Nederlek,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,58.0,Nederweert,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,55.0,Nederweert,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,46.0,Nederweert,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,50.0,Neerijnen,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,65.0,Neerijnen,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,29.0,Neerijnen,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,297.0,Nieuwegein,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,321.0,Nieuwegein,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,324.0,Nieuwegein,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,51.0,Nieuwkoop,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,58.0,Nieuwkoop,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,51.0,Nieuwkoop,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,144.0,Nijkerk,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,111.0,Nijkerk,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,177.0,Nijkerk,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,837.0,Nijmegen,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,678.0,Nijmegen,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,674.0,Nijmegen,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,425.0,Nissewaard,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,375.0,Nissewaard,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,363.0,Nissewaard,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,39.0,Noord-Beveland,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,23.0,Noord-Beveland,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,19.0,Noord-Beveland,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,117.0,Noordenveld,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,93.0,Noordenveld,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,83.0,Noordenveld,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,142.0,Noordoostpolder,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,145.0,Noordoostpolder,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,149.0,Noordoostpolder,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,68.0,Noordwijk,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,66.0,Noordwijk,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,68.0,Noordwijk,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,76.0,Noordwijkerhout,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,65.0,Noordwijkerhout,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,34.0,Noordwijkerhout,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,82.0,"Nuenen, Gerwen en Nederwetten","HIC: Diefstal/inbraak woning, totaal"
2015JJ00,79.0,"Nuenen, Gerwen en Nederwetten","HIC: Diefstal/inbraak woning, totaal"
2016JJ00,57.0,"Nuenen, Gerwen en Nederwetten","HIC: Diefstal/inbraak woning, totaal"
2014JJ00,89.0,Nunspeet,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,90.0,Nunspeet,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,61.0,Nunspeet,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,62.0,Nuth,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,72.0,Nuth,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,61.0,Nuth,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,83.0,Oegstgeest,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,98.0,Oegstgeest,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,55.0,Oegstgeest,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,52.0,Oirschot,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,68.0,Oirschot,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,44.0,Oirschot,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,109.0,Oisterwijk,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,122.0,Oisterwijk,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,95.0,Oisterwijk,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,88.0,Oldambt,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,87.0,Oldambt,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,74.0,Oldambt,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,70.0,Oldebroek,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,46.0,Oldebroek,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,46.0,Oldebroek,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,87.0,Oldenzaal,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,110.0,Oldenzaal,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,56.0,Oldenzaal,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,52.0,Olst-Wijhe,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,32.0,Olst-Wijhe,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,33.0,Olst-Wijhe,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,61.0,Ommen,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,59.0,Ommen,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,44.0,Ommen,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,68.0,Onderbanken,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,46.0,Onderbanken,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,30.0,Onderbanken,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,47.0,Oost Gelre,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,35.0,Oost Gelre,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,62.0,Oost Gelre,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,234.0,Oosterhout,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,164.0,Oosterhout,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,125.0,Oosterhout,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,48.0,Ooststellingwerf,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,45.0,Ooststellingwerf,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,50.0,Ooststellingwerf,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,25.0,Oostzaan,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,25.0,Oostzaan,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,42.0,Oostzaan,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,32.0,Opmeer,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,45.0,Opmeer,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,23.0,Opmeer,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,66.0,Opsterland,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,43.0,Opsterland,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,70.0,Opsterland,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,295.0,Oss,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,231.0,Oss,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,269.0,Oss,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,21.0,Oud-Beijerland,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,9.0,Oud-Beijerland,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,8.0,Oud-Beijerland,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,77.0,Oude IJsselstreek,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,63.0,Oude IJsselstreek,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,73.0,Oude IJsselstreek,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,75.0,Ouder-Amstel,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,84.0,Ouder-Amstel,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,46.0,Ouder-Amstel,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,,Ouderkerk,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,,Ouderkerk,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,,Ouderkerk,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,39.0,Oudewater,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,38.0,Oudewater,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,13.0,Oudewater,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,124.0,Overbetuwe,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,98.0,Overbetuwe,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,123.0,Overbetuwe,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,56.0,Papendrecht,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,97.0,Papendrecht,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,61.0,Papendrecht,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,100.0,Peel en Maas,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,162.0,Peel en Maas,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,99.0,Peel en Maas,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,28.0,Pekela,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,18.0,Pekela,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,26.0,Pekela,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,164.0,Pijnacker-Nootdorp,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,181.0,Pijnacker-Nootdorp,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,147.0,Pijnacker-Nootdorp,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,234.0,Purmerend,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,284.0,Purmerend,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,212.0,Purmerend,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,85.0,Putten,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,103.0,Putten,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,95.0,Putten,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,93.0,Raalte,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,61.0,Raalte,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,50.0,Raalte,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,54.0,Reimerswaal,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,68.0,Reimerswaal,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,49.0,Reimerswaal,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,158.0,Renkum,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,114.0,Renkum,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,140.0,Renkum,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,23.0,Renswoude,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,17.0,Renswoude,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,8.0,Renswoude,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,28.0,Reusel-De Mierden,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,34.0,Reusel-De Mierden,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,27.0,Reusel-De Mierden,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,185.0,Rheden,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,182.0,Rheden,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,207.0,Rheden,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,70.0,Rhenen,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,58.0,Rhenen,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,55.0,Rhenen,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,153.0,Ridderkerk,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,92.0,Ridderkerk,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,137.0,Ridderkerk,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,19.0,Rijnwaarden,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,14.0,Rijnwaarden,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,9.0,Rijnwaarden,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,,Rijnwoude,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,,Rijnwoude,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,,Rijnwoude,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,93.0,Rijssen-Holten,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,36.0,Rijssen-Holten,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,46.0,Rijssen-Holten,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,247.0,Rijswijk (ZH.),"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,209.0,Rijswijk (ZH.),"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,189.0,Rijswijk (ZH.),"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,100.0,Roerdalen,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,113.0,Roerdalen,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,85.0,Roerdalen,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,277.0,Roermond,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,223.0,Roermond,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,210.0,Roermond,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,144.0,De Ronde Venen,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,185.0,De Ronde Venen,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,176.0,De Ronde Venen,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,303.0,Roosendaal,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,386.0,Roosendaal,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,238.0,Roosendaal,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,3857.0,Rotterdam,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,3419.0,Rotterdam,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,2890.0,Rotterdam,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,9.0,Rozendaal,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,5.0,Rozendaal,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,12.0,Rozendaal,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,58.0,Rucphen,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,50.0,Rucphen,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,52.0,Rucphen,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,108.0,Schagen,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,133.0,Schagen,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,83.0,Schagen,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,,Schermer,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,,Schermer,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,,Schermer,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,14.0,Scherpenzeel,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,36.0,Scherpenzeel,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,15.0,Scherpenzeel,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,320.0,Schiedam,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,317.0,Schiedam,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,299.0,Schiedam,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,0.0,Schiermonnikoog,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,0.0,Schiermonnikoog,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,0.0,Schiermonnikoog,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,51.0,Schijndel,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,61.0,Schijndel,"HIC: Diefstal/inbraak woning, totaal"
2016JJ00,45.0,Schijndel,"HIC: Diefstal/inbraak woning, totaal"
2014JJ00,60.0,Schinnen,"HIC: Diefstal/inbraak woning, totaal"
2015JJ00,72.0,Schinnen,"HIC: Diefstal/inbraak woning, totaal"
